2019-07-25 16:54:54,23.26 G,327.78 G,2.59 K,3.21 K
2019-07-25 16:54:56,23.26 G,327.78 G,0.00 B,468.00 B
2019-07-25 16:54:58,23.26 G,327.78 G,42.00 B,579.00 B
2019-07-25 16:55:00,23.26 G,327.78 G,0.00 B,660.00 B
2019-07-25 16:55:02,23.26 G,327.78 G,556.00 B,985.00 B
2019-07-25 16:55:04,23.26 G,327.78 G,0.00 B,660.00 B
2019-07-25 16:55:06,23.26 G,327.78 G,204.00 B,1014.00 B
2019-07-25 16:55:08,23.26 G,327.78 G,0.00 B,924.00 B
2019-07-25 16:55:10,23.26 G,327.78 G,0.00 B,1.32 K
2019-07-25 16:55:12,23.26 G,327.78 G,0.00 B,288.00 B
2019-07-25 16:55:14,23.26 G,327.78 G,0.00 B,1.01 K
2019-07-25 16:55:16,23.26 G,327.78 G,0.00 B,1.39 K
2019-07-25 16:55:18,23.26 G,327.78 G,0.00 B,768.00 B
2019-07-25 16:55:20,23.26 G,327.78 G,0.00 B,1.51 K
2019-07-25 16:55:22,23.26 G,327.78 G,0.00 B,768.00 B
2019-07-25 16:55:24,23.26 G,327.78 G,0.00 B,120.00 B
2019-07-25 16:55:26,23.26 G,327.78 G,0.00 B,324.00 B
2019-07-25 16:55:28,23.26 G,327.78 G,0.00 B,504.00 B
2019-07-25 16:55:30,23.26 G,327.78 G,0.00 B,672.00 B
2019-07-25 16:55:32,23.26 G,327.78 G,0.00 B,708.00 B
2019-07-25 16:55:34,23.26 G,327.78 G,0.00 B,1.08 K
2019-07-25 16:55:36,23.26 G,327.78 G,0.00 B,660.00 B
2019-07-25 16:55:38,23.26 G,327.78 G,0.00 B,936.00 B
2019-07-25 16:55:40,23.26 G,327.78 G,0.00 B,1.54 K
2019-07-25 16:55:42,23.26 G,327.78 G,0.00 B,1.83 K
2019-07-25 16:55:44,23.26 G,327.78 G,0.00 B,672.00 B
2019-07-25 16:55:47,23.26 G,327.78 G,0.00 B,903.00 B
2019-07-25 16:55:49,23.26 G,327.78 G,0.00 B,519.00 B
2019-07-25 16:55:51,23.26 G,327.78 G,0.00 B,864.00 B
2019-07-25 16:55:53,23.26 G,327.78 G,0.00 B,168.00 B
2019-07-25 16:55:55,23.26 G,327.78 G,504.00 B,1.06 K
2019-07-25 16:55:57,23.26 G,327.78 G,0.00 B,504.00 B
2019-07-25 16:55:59,23.26 G,327.79 G,15.40 K,2.42 M
2019-07-25 16:56:02,23.26 G,327.79 G,0.00 B,795.00 B
