2019-06-12 17:33:03,315.01 M,2.65 G,35.97 K,164.66 K
2019-06-12 17:33:05,315.62 M,2.66 G,325.84 K,1.43 M
2019-06-12 17:33:07,316.25 M,2.66 G,309.80 K,1.36 M
2019-06-12 17:33:09,316.87 M,2.66 G,323.76 K,1.42 M
2019-06-12 17:33:11,317.55 M,2.66 G,357.71 K,1.57 M
2019-06-12 17:33:13,318.27 M,2.67 G,373.92 K,1.66 M
2019-06-12 17:33:15,318.97 M,2.67 G,362.21 K,1.61 M
2019-06-12 17:33:17,319.71 M,2.67 G,375.99 K,1.67 M
2019-06-12 17:33:19,320.42 M,2.68 G,366.68 K,1.62 M
2019-06-12 17:33:21,321.14 M,2.68 G,360.65 K,1.58 M
2019-06-12 17:33:23,321.86 M,2.68 G,345.00 K,1.53 M
2019-06-12 17:33:25,322.56 M,2.69 G,379.28 K,1.66 M
2019-06-12 17:33:27,323.30 M,2.69 G,381.79 K,1.69 M
2019-06-12 17:33:29,324.06 M,2.69 G,408.55 K,1.78 M
2019-06-12 17:33:31,324.80 M,2.70 G,399.38 K,1.93 M
2019-06-12 17:33:34,325.17 M,2.70 G,133.45 K,662.70 K
2019-06-12 17:33:36,325.42 M,2.70 G,120.81 K,610.02 K
2019-06-12 17:33:38,325.65 M,2.70 G,114.42 K,573.01 K
2019-06-12 17:33:40,325.94 M,2.70 G,147.05 K,731.59 K
2019-06-12 17:33:42,326.20 M,2.70 G,116.50 K,575.14 K
2019-06-12 17:33:44,326.40 M,2.70 G,100.37 K,505.57 K
2019-06-12 17:33:46,326.58 M,2.71 G,82.31 K,413.67 K
2019-06-12 17:33:48,326.75 M,2.71 G,86.87 K,437.89 K
2019-06-12 17:33:50,326.93 M,2.71 G,98.02 K,485.83 K
2019-06-12 17:33:52,327.12 M,2.71 G,102.57 K,504.40 K
2019-06-12 17:33:54,327.28 M,2.71 G,76.53 K,387.67 K
2019-06-12 17:33:56,327.46 M,2.71 G,86.40 K,431.87 K
2019-06-12 17:33:58,327.63 M,2.71 G,85.81 K,428.29 K
2019-06-12 17:34:00,327.81 M,2.71 G,96.43 K,493.99 K
2019-06-12 17:34:02,327.98 M,2.71 G,81.08 K,406.66 K
2019-06-12 17:34:04,328.17 M,2.71 G,97.83 K,491.96 K
2019-06-12 17:34:06,328.36 M,2.71 G,107.35 K,535.78 K
2019-06-12 17:34:08,328.54 M,2.71 G,81.08 K,406.34 K
2019-06-12 17:34:10,328.71 M,2.72 G,88.60 K,440.20 K
2019-06-12 17:34:12,328.89 M,2.72 G,100.19 K,506.05 K
2019-06-12 17:34:14,329.07 M,2.72 G,88.08 K,443.71 K
2019-06-12 17:34:16,329.24 M,2.72 G,88.02 K,435.12 K
2019-06-12 17:34:18,329.40 M,2.72 G,78.99 K,394.39 K
2019-06-12 17:34:20,329.54 M,2.72 G,75.31 K,372.76 K
2019-06-12 17:34:22,329.70 M,2.72 G,75.35 K,378.75 K
2019-06-12 17:34:24,329.86 M,2.72 G,90.63 K,451.84 K
2019-06-12 17:34:27,330.03 M,2.72 G,94.58 K,471.60 K
2019-06-12 17:34:29,330.19 M,2.72 G,86.19 K,425.83 K
2019-06-12 17:34:31,330.36 M,2.72 G,79.44 K,391.67 K
2019-06-12 17:34:33,330.52 M,2.72 G,90.68 K,447.97 K
2019-06-12 17:34:35,330.69 M,2.73 G,89.90 K,455.84 K
2019-06-12 17:34:37,330.85 M,2.73 G,87.30 K,440.45 K
2019-06-12 17:34:39,331.02 M,2.73 G,81.60 K,409.69 K
2019-06-12 17:34:41,331.19 M,2.73 G,86.59 K,428.99 K
2019-06-12 17:34:43,331.34 M,2.73 G,78.35 K,386.60 K
2019-06-12 17:34:45,331.50 M,2.73 G,79.72 K,391.85 K
2019-06-12 17:34:47,331.66 M,2.73 G,80.50 K,404.73 K
2019-06-12 17:34:49,331.83 M,2.73 G,82.79 K,418.48 K
2019-06-12 17:34:51,331.98 M,2.73 G,78.60 K,389.34 K
2019-06-12 17:34:53,332.15 M,2.73 G,89.38 K,452.44 K
2019-06-12 17:34:55,332.29 M,2.73 G,72.46 K,361.56 K
2019-06-12 17:34:57,332.45 M,2.73 G,90.74 K,457.73 K
2019-06-12 17:34:59,332.60 M,2.73 G,81.48 K,399.86 K
2019-06-12 17:35:01,332.74 M,2.74 G,71.83 K,365.39 K
2019-06-12 17:35:03,332.90 M,2.74 G,84.20 K,417.72 K
2019-06-12 17:35:05,333.06 M,2.74 G,82.19 K,405.56 K
2019-06-12 17:35:07,333.19 M,2.74 G,67.98 K,345.12 K
2019-06-12 17:35:09,333.33 M,2.74 G,72.00 K,351.69 K
2019-06-12 17:35:11,333.47 M,2.74 G,70.87 K,350.08 K
2019-06-12 17:35:13,333.62 M,2.74 G,77.76 K,386.16 K
2019-06-12 17:35:15,333.77 M,2.74 G,78.03 K,396.91 K
2019-06-12 17:35:17,333.91 M,2.74 G,61.02 K,305.75 K
2019-06-12 17:35:19,334.05 M,2.74 G,67.79 K,335.44 K
2019-06-12 17:35:21,334.21 M,2.74 G,81.62 K,407.29 K
2019-06-12 17:35:23,334.36 M,2.74 G,72.99 K,364.71 K
2019-06-12 17:35:25,334.50 M,2.74 G,70.90 K,359.40 K
2019-06-12 17:35:27,334.63 M,2.74 G,73.38 K,369.21 K
2019-06-12 17:35:29,334.77 M,2.75 G,70.19 K,356.40 K
2019-06-12 17:35:31,334.92 M,2.75 G,73.56 K,362.47 K
2019-06-12 17:35:33,335.06 M,2.75 G,71.70 K,352.92 K
2019-06-12 17:35:35,335.19 M,2.75 G,68.63 K,341.00 K
2019-06-12 17:35:37,335.32 M,2.75 G,72.70 K,367.53 K
2019-06-12 17:35:39,335.46 M,2.75 G,70.07 K,354.26 K
2019-06-12 17:35:41,335.59 M,2.75 G,65.38 K,327.51 K
2019-06-12 17:35:43,335.74 M,2.75 G,77.45 K,393.69 K
2019-06-12 17:35:45,335.86 M,2.75 G,65.32 K,333.42 K
2019-06-12 17:35:47,335.98 M,2.75 G,65.37 K,317.65 K
2019-06-12 17:35:49,336.12 M,2.75 G,70.75 K,349.33 K
2019-06-12 17:35:51,336.25 M,2.75 G,66.76 K,339.84 K
2019-06-12 17:35:53,336.39 M,2.75 G,62.71 K,316.41 K
2019-06-12 17:35:55,336.52 M,2.75 G,71.81 K,362.41 K
2019-06-12 17:35:57,336.65 M,2.75 G,67.98 K,338.29 K
2019-06-12 17:35:59,336.78 M,2.76 G,62.39 K,306.62 K
2019-06-12 17:36:01,336.90 M,2.76 G,63.43 K,319.95 K
2019-06-12 17:36:03,337.03 M,2.76 G,64.38 K,324.57 K
2019-06-12 17:36:05,337.17 M,2.76 G,66.03 K,330.43 K
2019-06-12 17:36:07,337.30 M,2.76 G,67.33 K,336.11 K
2019-06-12 17:36:09,337.42 M,2.76 G,62.52 K,316.62 K
2019-06-12 17:36:11,337.56 M,2.76 G,63.11 K,315.67 K
2019-06-12 17:36:13,337.68 M,2.76 G,62.91 K,319.10 K
2019-06-12 17:36:15,337.81 M,2.76 G,66.67 K,343.05 K
2019-06-12 17:36:17,337.95 M,2.76 G,69.58 K,348.77 K
2019-06-12 17:36:19,338.09 M,2.76 G,66.99 K,333.43 K
