2019-06-15 04:48:53,15.68 G,214.94 G,0.00 B,228.00 B
2019-06-15 04:48:55,15.68 G,214.94 G,2.77 K,64.55 K
2019-06-15 04:48:57,15.68 G,214.95 G,27.20 K,2.42 M
2019-06-15 04:48:59,15.68 G,214.95 G,26.10 K,2.40 M
2019-06-15 04:49:01,15.68 G,214.96 G,23.33 K,2.41 M
2019-06-15 04:49:03,15.68 G,214.96 G,22.56 K,2.41 M
2019-06-15 04:49:05,15.68 G,214.97 G,22.49 K,2.41 M
2019-06-15 04:49:08,15.68 G,214.97 G,22.11 K,2.41 M
2019-06-15 04:49:10,15.68 G,214.98 G,22.04 K,2.42 M
2019-06-15 04:49:12,15.68 G,214.98 G,22.69 K,2.41 M
2019-06-15 04:49:14,15.68 G,214.99 G,29.33 K,2.42 M
2019-06-15 04:49:16,15.68 G,214.99 G,27.45 K,2.43 M
2019-06-15 04:49:18,15.68 G,215.00 G,22.96 K,2.22 M
2019-06-15 04:49:20,15.68 G,215.00 G,22.94 K,2.42 M
2019-06-15 04:49:22,15.68 G,215.01 G,28.36 K,2.42 M
2019-06-15 04:49:24,15.68 G,215.01 G,24.11 K,2.41 M
2019-06-15 04:49:26,15.68 G,215.02 G,25.33 K,2.43 M
2019-06-15 04:49:28,15.68 G,215.02 G,22.82 K,2.42 M
2019-06-15 04:49:30,15.68 G,215.03 G,21.59 K,2.41 M
2019-06-15 04:49:32,15.68 G,215.03 G,22.17 K,2.42 M
2019-06-15 04:49:34,15.68 G,215.03 G,21.91 K,2.41 M
2019-06-15 04:49:36,15.68 G,215.04 G,23.20 K,2.41 M
2019-06-15 04:49:38,15.68 G,215.04 G,0.00 B,984.00 B
2019-06-15 04:49:40,15.68 G,215.04 G,0.00 B,216.00 B
2019-06-15 04:49:42,15.68 G,215.04 G,0.00 B,1.01 K
2019-06-15 04:49:44,15.68 G,215.04 G,0.00 B,660.00 B
2019-06-15 04:49:46,15.68 G,215.04 G,0.00 B,540.00 B
2019-06-15 04:49:48,15.68 G,215.04 G,204.00 B,462.00 B
2019-06-15 04:49:50,15.68 G,215.04 G,42.00 B,228.00 B
2019-06-15 04:49:52,15.68 G,215.04 G,29.37 K,2.39 M
2019-06-15 04:49:54,15.68 G,215.05 G,1.42 K,133.51 K
2019-06-15 04:49:56,15.68 G,215.05 G,0.00 B,432.00 B
2019-06-15 04:49:58,15.68 G,215.05 G,0.00 B,1.23 K
2019-06-15 04:50:00,15.68 G,215.05 G,30.27 K,1.76 M
2019-06-15 04:50:02,15.68 G,215.05 G,26.23 K,2.41 M
2019-06-15 04:50:04,15.68 G,215.06 G,25.01 K,2.43 M
2019-06-15 04:50:06,15.68 G,215.06 G,25.07 K,2.43 M
2019-06-15 04:50:08,15.68 G,215.07 G,25.20 K,2.43 M
2019-06-15 04:50:10,15.68 G,215.07 G,24.23 K,2.43 M
2019-06-15 04:50:12,15.68 G,215.08 G,21.53 K,2.41 M
2019-06-15 04:50:14,15.68 G,215.08 G,21.86 K,2.37 M
2019-06-15 04:50:16,15.68 G,215.09 G,21.85 K,2.42 M
2019-06-15 04:50:18,15.68 G,215.09 G,22.24 K,2.42 M
2019-06-15 04:50:20,15.68 G,215.09 G,22.11 K,2.42 M
2019-06-15 04:50:22,15.68 G,215.10 G,23.50 K,2.41 M
2019-06-15 04:50:24,15.68 G,215.10 G,22.30 K,2.42 M
2019-06-15 04:50:26,15.68 G,215.11 G,24.81 K,2.43 M
2019-06-15 04:50:28,15.68 G,215.11 G,25.85 K,2.42 M
2019-06-15 04:50:30,15.68 G,215.12 G,26.04 K,2.43 M
2019-06-15 04:50:32,15.68 G,215.12 G,25.27 K,2.43 M
2019-06-15 04:50:34,15.68 G,215.13 G,24.11 K,2.42 M
2019-06-15 04:50:36,15.68 G,215.13 G,22.04 K,2.41 M
2019-06-15 04:50:38,15.68 G,215.14 G,22.13 K,2.41 M
2019-06-15 04:50:40,15.68 G,215.14 G,21.72 K,2.42 M
2019-06-15 04:50:42,15.68 G,215.15 G,21.66 K,2.42 M
2019-06-15 04:50:44,15.68 G,215.15 G,22.62 K,2.41 M
2019-06-15 04:50:46,15.68 G,215.16 G,22.62 K,2.41 M
2019-06-15 04:50:48,15.68 G,215.16 G,21.85 K,2.41 M
2019-06-15 04:50:50,15.68 G,215.17 G,22.37 K,2.41 M
2019-06-15 04:50:52,15.68 G,215.17 G,22.37 K,2.41 M
2019-06-15 04:50:54,15.68 G,215.18 G,21.54 K,2.41 M
2019-06-15 04:50:56,15.68 G,215.18 G,22.17 K,2.42 M
2019-06-15 04:50:58,15.68 G,215.19 G,22.56 K,2.42 M
2019-06-15 04:51:00,15.68 G,215.19 G,0.00 B,768.00 B
2019-06-15 04:51:02,15.68 G,215.19 G,0.00 B,492.00 B
2019-06-15 04:51:04,15.68 G,215.19 G,0.00 B,444.00 B
2019-06-15 04:51:06,15.68 G,215.19 G,0.00 B,1.39 K
2019-06-15 04:51:08,15.68 G,215.19 G,0.00 B,972.00 B
