2019-06-13 15:57:26,9.36 G,163.77 G,449.41 K,2.19 M
2019-06-13 15:57:28,9.36 G,163.78 G,421.04 K,2.04 M
2019-06-13 15:57:30,9.36 G,163.78 G,424.36 K,2.05 M
2019-06-13 15:57:32,9.36 G,163.78 G,407.62 K,2.01 M
2019-06-13 15:57:34,9.37 G,163.79 G,418.40 K,2.06 M
2019-06-13 15:57:36,9.37 G,163.79 G,405.16 K,2.01 M
2019-06-13 15:57:38,9.37 G,163.79 G,322.73 K,1.56 M
2019-06-13 15:57:40,9.37 G,163.80 G,292.95 K,1.41 M
2019-06-13 15:57:42,9.37 G,163.80 G,305.47 K,1.46 M
2019-06-13 15:57:44,9.37 G,163.80 G,302.02 K,1.49 M
2019-06-13 15:57:46,9.37 G,163.81 G,298.23 K,1.52 M
2019-06-13 15:57:48,9.37 G,163.81 G,297.35 K,1.51 M
2019-06-13 15:57:50,9.37 G,163.81 G,307.36 K,1.50 M
2019-06-13 15:57:52,9.37 G,163.82 G,372.44 K,1.96 M
2019-06-13 15:57:54,9.37 G,163.82 G,408.05 K,2.06 M
2019-06-13 15:57:56,9.37 G,163.82 G,422.08 K,2.06 M
2019-06-13 15:57:58,9.37 G,163.83 G,419.15 K,2.03 M
2019-06-13 15:58:00,9.37 G,163.83 G,395.64 K,1.91 M
2019-06-13 15:58:02,9.37 G,163.83 G,418.58 K,2.00 M
2019-06-13 15:58:04,9.38 G,163.84 G,396.39 K,1.98 M
2019-06-13 15:58:06,9.38 G,163.84 G,408.14 K,2.00 M
2019-06-13 15:58:08,9.38 G,163.85 G,411.88 K,2.01 M
2019-06-13 15:58:10,9.38 G,163.85 G,325.50 K,1.58 M
2019-06-13 15:58:12,9.38 G,163.85 G,286.30 K,1.39 M
2019-06-13 15:58:14,9.38 G,163.86 G,283.84 K,1.37 M
2019-06-13 15:58:16,9.38 G,163.86 G,296.61 K,1.43 M
2019-06-13 15:58:18,9.38 G,163.86 G,272.21 K,1.32 M
2019-06-13 15:58:21,9.38 G,163.86 G,258.49 K,1.27 M
2019-06-13 15:58:23,9.38 G,163.87 G,276.89 K,1.32 M
2019-06-13 15:58:25,9.38 G,163.87 G,287.23 K,1.38 M
2019-06-13 15:58:27,9.38 G,163.87 G,293.27 K,1.42 M
2019-06-13 15:58:29,9.38 G,163.87 G,276.35 K,1.33 M
2019-06-13 15:58:31,9.38 G,163.88 G,261.74 K,1.39 M
2019-06-13 15:58:33,9.38 G,163.88 G,232.44 K,1.33 M
2019-06-13 15:58:35,9.38 G,163.88 G,256.56 K,1.39 M
2019-06-13 15:58:37,9.38 G,163.89 G,278.01 K,1.39 M
2019-06-13 15:58:39,9.39 G,163.89 G,296.67 K,1.47 M
2019-06-13 15:58:41,9.39 G,163.89 G,277.38 K,1.37 M
2019-06-13 15:58:43,9.39 G,163.89 G,279.56 K,1.37 M
2019-06-13 15:58:45,9.39 G,163.90 G,270.00 K,1.29 M
2019-06-13 15:58:48,9.39 G,163.90 G,282.93 K,1.25 M
2019-06-13 15:58:50,9.39 G,163.90 G,262.86 K,1.17 M
2019-06-13 15:58:52,9.39 G,163.90 G,267.64 K,1.19 M
2019-06-13 15:58:54,9.39 G,163.91 G,285.18 K,1.26 M
2019-06-13 15:58:56,9.39 G,163.91 G,294.39 K,1.29 M
2019-06-13 15:58:58,9.39 G,163.91 G,305.17 K,1.34 M
2019-06-13 15:59:00,9.39 G,163.91 G,284.64 K,1.28 M
2019-06-13 15:59:02,9.39 G,163.92 G,287.76 K,1.26 M
2019-06-13 15:59:04,9.39 G,163.92 G,264.77 K,1.18 M
2019-06-13 15:59:06,9.39 G,163.92 G,295.79 K,1.31 M
2019-06-13 15:59:08,9.39 G,163.92 G,334.30 K,1.47 M
2019-06-13 15:59:10,9.39 G,163.93 G,281.91 K,1.25 M
2019-06-13 15:59:12,9.39 G,163.93 G,306.27 K,1.36 M
2019-06-13 15:59:14,9.39 G,163.93 G,298.09 K,1.32 M
2019-06-13 15:59:16,9.39 G,163.93 G,257.14 K,1.14 M
2019-06-13 15:59:18,9.40 G,163.94 G,288.62 K,1.27 M
2019-06-13 15:59:20,9.40 G,163.94 G,300.39 K,1.35 M
2019-06-13 15:59:22,9.40 G,163.94 G,290.19 K,1.27 M
2019-06-13 15:59:24,9.40 G,163.94 G,302.28 K,1.34 M
2019-06-13 15:59:26,9.40 G,163.95 G,321.15 K,1.41 M
2019-06-13 15:59:28,9.40 G,163.95 G,309.18 K,1.37 M
2019-06-13 15:59:30,9.40 G,163.95 G,293.11 K,1.31 M
2019-06-13 15:59:32,9.40 G,163.95 G,281.70 K,1.24 M
2019-06-13 15:59:34,9.40 G,163.96 G,306.56 K,1.35 M
2019-06-13 15:59:36,9.40 G,163.96 G,284.44 K,1.27 M
2019-06-13 15:59:38,9.40 G,163.96 G,182.68 K,813.43 K
2019-06-13 15:59:40,9.40 G,163.96 G,319.01 K,1.42 M
2019-06-13 15:59:42,9.40 G,163.97 G,296.31 K,1.32 M
2019-06-13 15:59:44,9.40 G,163.97 G,118.87 K,540.67 K
2019-06-13 15:59:46,9.40 G,163.97 G,212.16 K,954.84 K
2019-06-13 15:59:48,9.40 G,163.97 G,154.43 K,687.82 K
2019-06-13 15:59:50,9.40 G,163.97 G,264.59 K,1.18 M
2019-06-13 15:59:52,9.40 G,163.98 G,308.81 K,1.36 M
2019-06-13 15:59:54,9.40 G,163.98 G,139.01 K,622.99 K
2019-06-13 15:59:56,9.41 G,163.98 G,266.85 K,1.17 M
2019-06-13 15:59:58,9.41 G,163.98 G,311.14 K,1.38 M
2019-06-13 16:00:00,9.41 G,163.98 G,291.96 K,1.31 M
2019-06-13 16:00:02,9.41 G,163.99 G,109.31 K,491.94 K
2019-06-13 16:00:04,9.41 G,163.99 G,79.76 K,365.51 K
2019-06-13 16:00:06,9.41 G,163.99 G,30.35 K,115.87 K
2019-06-13 16:00:08,9.41 G,163.99 G,38.77 K,154.32 K
2019-06-13 16:00:10,9.41 G,163.99 G,19.77 K,82.64 K
2019-06-13 16:00:12,9.41 G,163.99 G,142.08 K,655.00 K
2019-06-13 16:00:14,9.41 G,163.99 G,294.88 K,1.31 M
2019-06-13 16:00:16,9.41 G,163.99 G,355.41 K,1.58 M
2019-06-13 16:00:18,9.41 G,164.00 G,235.86 K,1.03 M
