query,time,httpCalls,nbResults,errors
query_10750,,0
query_1086,,0
query_10870,2.167,1,0
query_10871,14.465,1,0
query_10872,95.315,1,0
query_10873,0.97,1,0
query_10875,26.518,1,0
query_10876,0.155,1,0
query_10877,172.603,1,0
query_10878,0.031,1,0
query_10879,0.023,1,0
query_1087,2.296,1,0
query_10880,51.382,1,0
query_10881,3.312,1,0
query_10882,4.872,1,0
query_10883,1.837,1,0
query_10884,1.108,1,0
query_10885,5.583,1,0
query_10886,0.115,1,0
query_10888,0.028,1,0
query_10889,29.789,1,0
query_1088,3.628,1,0
query_10890,288.704,1,0
query_10891,3.436,1,0
query_10892,86.756,1,0
query_10895,0.23,1,0
query_10896,0.154,1,0
query_10897,20.408,1,0
query_10898,2.152,1,0
query_10899,0.088,1,0
query_1089,29.774,1,0
query_108,7.719,1,0
query_10900,10.315,1,0
query_10902,44.531,1,0
query_10903,5.602,1,0
query_10904,,0
query_10905,3.495,1,0
query_10906,9.841,1,0
query_10907,8.177,1,0
query_10909,1.008,1,0
query_1090,55.685,1,0
query_10910,1.914,1,0
query_10913,1.586,1,0
query_10914,32.602,1,0
query_10915,92.996,1,0
query_10916,,0
query_10917,0.058,1,0
query_10918,2.886,1,0
query_10919,0.031,1,0
query_1091,0.242,1,0
query_10920,58.943,1,0
query_10921,1.037,1,0
query_10922,4.552,1,0
query_10923,23.891,1,0
query_10924,21.571,1,0
query_10925,0.25,1,0
query_10926,7.599,1,0
query_10928,0.188,1,0
query_10929,36.157,1,0
query_10930,23.443,1,0
query_10931,9.148,1,0
query_10932,31.374,1,0
query_10933,50.773,1,0
query_10934,18.957,1,0
query_10935,53.206,1,0
query_10936,39.429,1,0
query_10937,3.32,1,0
query_10938,1.668,1,0
query_1093,40.363,1,0
query_10941,1.031,1,0
query_10943,3.755,1,0
query_10944,62.397,1,0
query_10945,0.539,1,0
query_10946,1.794,1,0
query_1094,4.389,1,0
query_10951,0.027,1,0
query_10952,133.832,1,0
query_10954,0.025,1,0
query_10955,67.557,1,0
query_10956,91.345,1,0
query_10958,0.127,1,0
query_10959,3.828,1,0
query_1095,40.525,1,0
query_10961,0.029,1,0
query_10962,0.036,1,0
query_10963,0.51,1,0
query_10964,4.268,1,0
query_10965,56.098,1,0
query_10966,1.641,1,0
query_10967,54.244,1,0
query_10968,56.483,1,0
query_10969,238.903,1,0
query_1096,1.922,1,0
query_10971,48.06,1,0
query_10972,26.148,1,0
query_10973,22.072,1,0
query_10975,3.579,1,0
query_10977,49.599,1,0
query_10978,76.145,1,0
query_10979,27.449,1,0
query_10980,0.43,1,0
query_10983,0.133,1,0
query_10985,0.444,1,0
query_10986,108.16,1,0
query_10987,55.867,1,0
query_10988,0.783,1,0
query_1098,49.843,1,0
query_10990,0.27,1,0
query_10991,14.707,1,0
query_10992,0.024,1,0
query_10995,0.118,1,0
query_10998,56.645,1,0
query_10999,0.033,1,0
query_1099,0.887,1,0
query_10,0.853,1,0
query_11000,5.692,1,0
query_11001,30.328,1,0
query_11002,9.063,1,0
query_11003,26.911,1,0
query_11004,0.026,1,0
query_11006,128.496,1,0
query_11008,0.404,1,0
query_11009,28.649,1,0
query_1100,11.776,1,0
query_11010,0.032,1,0
query_11011,30.442,1,0
query_11012,82.231,1,0
query_11013,0.564,1,0
query_11014,22.883,1,0
query_11015,69.493,1,0
query_11016,77.459,1,0
query_11017,1.883,1,0
query_11018,27.281,1,0
query_11019,33.169,1,0
query_1101,28.504,1,0
query_11020,6.641,1,0
query_11021,4.208,1,0
query_11025,0.201,1,0
query_11026,52.548,1,0
query_11027,27.222,1,0
query_11029,20.482,1,0
query_1102,0.024,1,0
query_11030,1.382,1,0
query_11031,32.202,1,0
query_11033,2.602,1,0
query_11034,3.474,1,0
query_11035,13.548,1,0
query_11036,17.626,1,0
query_11038,0.025,1,0
query_11039,0.031,1,0
query_1103,0.028,1,0
query_11040,0.402,1,0
query_11041,0.204,1,0
query_5602,0.909,1,0
query_6314,25.272,1,0
query_768,0.106,1,0
