2019-06-10 23:08:52,9.50 G,117.87 G,1.59 K,39.32 K
2019-06-10 23:08:54,9.50 G,117.87 G,0.00 B,972.00 B
2019-06-10 23:08:56,9.50 G,117.87 G,27.94 K,750.89 K
2019-06-10 23:08:58,9.50 G,117.87 G,53.37 K,2.42 M
2019-06-10 23:09:00,9.50 G,117.88 G,52.72 K,2.42 M
2019-06-10 23:09:02,9.50 G,117.88 G,48.08 K,2.42 M
2019-06-10 23:09:04,9.50 G,117.89 G,52.66 K,2.42 M
2019-06-10 23:09:06,9.50 G,117.89 G,52.27 K,2.41 M
2019-06-10 23:09:08,9.50 G,117.90 G,53.71 K,2.43 M
2019-06-10 23:09:10,9.50 G,117.90 G,53.37 K,2.42 M
2019-06-10 23:09:12,9.50 G,117.90 G,53.26 K,2.41 M
2019-06-10 23:09:14,9.50 G,117.91 G,52.46 K,2.42 M
2019-06-10 23:09:16,9.50 G,117.91 G,53.04 K,2.43 M
2019-06-10 23:09:18,9.50 G,117.92 G,53.50 K,2.43 M
2019-06-10 23:09:20,9.50 G,117.92 G,53.82 K,2.43 M
2019-06-10 23:09:22,9.50 G,117.93 G,53.24 K,2.43 M
2019-06-10 23:09:24,9.50 G,117.93 G,52.72 K,2.42 M
2019-06-10 23:09:26,9.50 G,117.94 G,52.92 K,2.43 M
2019-06-10 23:09:28,9.50 G,117.94 G,53.62 K,2.42 M
2019-06-10 23:09:30,9.50 G,117.95 G,53.30 K,2.43 M
2019-06-10 23:09:32,9.50 G,117.95 G,52.23 K,2.40 M
2019-06-10 23:09:34,9.50 G,117.96 G,46.92 K,2.24 M
2019-06-10 23:09:36,9.50 G,117.96 G,0.00 B,384.00 B
2019-06-10 23:09:38,9.50 G,117.96 G,0.00 B,324.00 B
2019-06-10 23:09:40,9.50 G,117.96 G,0.00 B,1.22 K
2019-06-10 23:09:42,9.50 G,117.96 G,52.25 K,2.42 M
2019-06-10 23:09:44,9.50 G,117.97 G,51.26 K,2.34 M
2019-06-10 23:09:46,9.50 G,117.97 G,45.96 K,1.68 M
2019-06-10 23:09:48,9.50 G,117.97 G,37.76 K,699.83 K
2019-06-10 23:09:50,9.50 G,117.97 G,43.59 K,853.39 K
2019-06-10 23:09:52,9.50 G,117.97 G,52.53 K,1.04 M
2019-06-10 23:09:54,9.50 G,117.98 G,37.72 K,754.28 K
2019-06-10 23:09:56,9.50 G,117.98 G,46.63 K,965.97 K
2019-06-10 23:09:58,9.50 G,117.98 G,23.43 K,477.83 K
2019-06-10 23:10:00,9.50 G,117.98 G,37.90 K,770.35 K
2019-06-10 23:10:02,9.50 G,117.98 G,18.20 K,379.97 K
2019-06-10 23:10:04,9.50 G,117.98 G,12.74 K,286.45 K
2019-06-10 23:10:06,9.50 G,117.98 G,32.70 K,748.05 K
2019-06-10 23:10:08,9.50 G,117.98 G,24.42 K,483.47 K
2019-06-10 23:10:10,9.50 G,117.98 G,15.32 K,352.23 K
2019-06-10 23:10:12,9.50 G,117.99 G,14.33 K,330.92 K
2019-06-10 23:10:14,9.50 G,117.99 G,20.57 K,463.03 K
2019-06-10 23:10:16,9.50 G,117.99 G,19.58 K,440.19 K
2019-06-10 23:10:18,9.50 G,117.99 G,6.75 K,154.64 K
2019-06-10 23:10:20,9.50 G,117.99 G,6.68 K,154.30 K
2019-06-10 23:10:22,9.50 G,117.99 G,18.79 K,418.05 K
2019-06-10 23:10:24,9.50 G,117.99 G,35.51 K,725.40 K
2019-06-10 23:10:26,9.50 G,117.99 G,29.17 K,574.20 K
2019-06-10 23:10:29,9.50 G,117.99 G,10.76 K,241.91 K
2019-06-10 23:10:31,9.50 G,117.99 G,7.90 K,177.10 K
2019-06-10 23:10:33,9.50 G,117.99 G,7.64 K,176.19 K
2019-06-10 23:10:35,9.50 G,117.99 G,6.68 K,154.31 K
2019-06-10 23:10:37,9.50 G,117.99 G,7.90 K,176.52 K
2019-06-10 23:10:39,9.50 G,117.99 G,7.95 K,154.17 K
2019-06-10 23:10:41,9.50 G,117.99 G,4.11 K,68.66 K
2019-06-10 23:10:43,9.50 G,117.99 G,8.17 K,154.09 K
2019-06-10 23:10:45,9.50 G,117.99 G,7.70 K,176.42 K
2019-06-10 23:10:47,9.50 G,117.99 G,7.83 K,176.09 K
2019-06-10 23:10:49,9.50 G,117.99 G,9.61 K,220.38 K
2019-06-10 23:10:51,9.50 G,117.99 G,6.75 K,154.41 K
2019-06-10 23:10:53,9.50 G,118.00 G,6.33 K,154.54 K
2019-06-10 23:10:55,9.50 G,118.00 G,7.64 K,175.87 K
2019-06-10 23:10:57,9.50 G,118.00 G,7.71 K,176.30 K
2019-06-10 23:10:59,9.50 G,118.00 G,6.69 K,155.41 K
2019-06-10 23:11:01,9.50 G,118.00 G,11.02 K,241.96 K
2019-06-10 23:11:03,9.50 G,118.00 G,7.64 K,175.95 K
2019-06-10 23:11:05,9.50 G,118.00 G,10.50 K,242.73 K
2019-06-10 23:11:07,9.50 G,118.00 G,19.18 K,440.10 K
2019-06-10 23:11:09,9.50 G,118.00 G,41.56 K,856.39 K
2019-06-10 23:11:11,9.50 G,118.00 G,72.97 K,1.50 M
2019-06-10 23:11:13,9.50 G,118.01 G,73.62 K,1.54 M
2019-06-10 23:11:15,9.51 G,118.01 G,76.30 K,1.54 M
2019-06-10 23:11:17,9.51 G,118.01 G,73.10 K,1.50 M
2019-06-10 23:11:19,9.51 G,118.01 G,13.82 K,308.74 K
2019-06-10 23:11:21,9.51 G,118.01 G,6.68 K,154.55 K
2019-06-10 23:11:23,9.51 G,118.01 G,10.50 K,242.53 K
2019-06-10 23:11:25,9.51 G,118.01 G,18.21 K,417.89 K
2019-06-10 23:11:27,9.51 G,118.01 G,11.46 K,264.08 K
2019-06-10 23:11:29,9.51 G,118.01 G,7.34 K,132.45 K
2019-06-10 23:11:31,9.51 G,118.01 G,4.32 K,85.77 K
2019-06-10 23:11:33,9.51 G,118.02 G,8.02 K,151.81 K
2019-06-10 23:11:35,9.51 G,118.02 G,4.24 K,68.59 K
2019-06-10 23:11:37,9.51 G,118.02 G,5.04 K,88.38 K
2019-06-10 23:11:39,9.51 G,118.02 G,4.85 K,87.96 K
2019-06-10 23:11:41,9.51 G,118.02 G,4.89 K,88.55 K
2019-06-10 23:11:43,9.51 G,118.02 G,6.06 K,110.72 K
