2019-06-15 04:48:45,16.13 G,252.45 G,204.00 B,522.00 B
2019-06-15 04:48:47,16.13 G,252.45 G,4.67 K,124.52 K
2019-06-15 04:48:49,16.13 G,252.46 G,27.20 K,2.43 M
2019-06-15 04:48:51,16.13 G,252.46 G,23.35 K,2.41 M
2019-06-15 04:48:53,16.13 G,252.47 G,22.95 K,2.44 M
2019-06-15 04:48:55,16.13 G,252.47 G,23.59 K,2.43 M
2019-06-15 04:48:57,16.13 G,252.48 G,24.81 K,2.43 M
2019-06-15 04:48:59,16.13 G,252.48 G,23.46 K,2.42 M
2019-06-15 04:49:01,16.13 G,252.49 G,24.04 K,2.43 M
2019-06-15 04:49:03,16.13 G,252.49 G,23.65 K,2.41 M
2019-06-15 04:49:05,16.13 G,252.50 G,22.95 K,2.41 M
2019-06-15 04:49:07,16.13 G,252.50 G,24.11 K,2.43 M
2019-06-15 04:49:09,16.13 G,252.51 G,25.65 K,2.43 M
2019-06-15 04:49:11,16.13 G,252.51 G,26.17 K,2.43 M
2019-06-15 04:49:13,16.13 G,252.52 G,25.59 K,2.43 M
2019-06-15 04:49:15,16.13 G,252.52 G,23.59 K,2.42 M
2019-06-15 04:49:17,16.13 G,252.53 G,23.85 K,2.43 M
2019-06-15 04:49:19,16.13 G,252.53 G,23.91 K,2.42 M
2019-06-15 04:49:21,16.13 G,252.53 G,24.30 K,2.42 M
2019-06-15 04:49:23,16.13 G,252.54 G,22.56 K,2.43 M
2019-06-15 04:49:25,16.13 G,252.54 G,22.88 K,2.44 M
2019-06-15 04:49:27,16.13 G,252.55 G,24.11 K,2.43 M
2019-06-15 04:49:29,16.13 G,252.55 G,23.53 K,2.44 M
2019-06-15 04:49:31,16.13 G,252.56 G,23.40 K,2.44 M
2019-06-15 04:49:33,16.13 G,252.56 G,23.40 K,2.44 M
2019-06-15 04:49:35,16.13 G,252.57 G,25.50 K,2.42 M
2019-06-15 04:49:37,16.13 G,252.57 G,25.59 K,2.42 M
2019-06-15 04:49:39,16.13 G,252.58 G,22.69 K,2.43 M
2019-06-15 04:49:41,16.13 G,252.58 G,23.27 K,2.42 M
2019-06-15 04:49:43,16.13 G,252.59 G,25.01 K,2.42 M
