2019-06-08 00:32:18,49.74 M,1.80 G,1.17 K,5.36 K
2019-06-08 00:32:20,49.75 M,1.80 G,5.80 K,251.38 K
2019-06-08 00:32:22,49.75 M,1.80 G,0.00 B,444.00 B
2019-06-08 00:32:25,49.75 M,1.80 G,0.00 B,60.00 B
2019-06-08 00:32:27,49.75 M,1.80 G,462.00 B,3.25 K
2019-06-08 00:32:29,49.75 M,1.80 G,42.00 B,303.00 B
2019-06-08 00:32:31,49.75 M,1.80 G,0.00 B,810.00 B
2019-06-08 00:32:34,49.76 M,1.80 G,0.00 B,936.00 B
2019-06-08 00:32:36,49.76 M,1.80 G,0.00 B,648.00 B
2019-06-08 00:32:39,49.76 M,1.80 G,0.00 B,1.64 K
2019-06-08 00:32:41,49.76 M,1.80 G,0.00 B,1.05 K
2019-06-08 00:32:44,49.76 M,1.80 G,0.00 B,1.22 K
2019-06-08 00:32:46,49.76 M,1.80 G,0.00 B,708.00 B
2019-06-08 00:32:48,49.76 M,1.80 G,2.22 K,3.65 K
2019-06-08 00:32:50,49.76 M,1.80 G,0.00 B,108.00 B
2019-06-08 00:32:52,49.76 M,1.80 G,546.00 B,1.81 K
2019-06-08 00:32:54,49.76 M,1.80 G,0.00 B,363.00 B
2019-06-08 00:32:56,49.76 M,1.80 G,0.00 B,336.00 B
2019-06-08 00:32:59,49.76 M,1.80 G,0.00 B,530.00 B
2019-06-08 00:33:01,49.76 M,1.80 G,0.00 B,1.20 K
2019-06-08 00:33:04,49.77 M,1.80 G,0.00 B,660.00 B
2019-06-08 00:33:06,49.77 M,1.80 G,0.00 B,228.00 B
2019-06-08 00:33:10,49.77 M,1.80 G,0.00 B,351.00 B
2019-06-08 00:33:12,49.77 M,1.80 G,396.00 B,1.87 K
2019-06-08 00:33:15,49.77 M,1.80 G,0.00 B,3.79 K
2019-06-08 00:33:17,49.77 M,1.80 G,0.00 B,444.00 B
2019-06-08 00:33:20,49.77 M,1.80 G,0.00 B,432.00 B
2019-06-08 00:33:22,49.77 M,1.80 G,660.00 B,4.35 K
2019-06-08 00:33:25,49.77 M,1.80 G,0.00 B,492.00 B
2019-06-08 00:33:27,49.77 M,1.80 G,0.00 B,60.00 B
2019-06-08 00:33:30,49.77 M,1.80 G,0.00 B,108.00 B
2019-06-08 00:33:32,49.77 M,1.80 G,0.00 B,216.00 B
2019-06-08 00:33:34,49.77 M,1.80 G,594.00 B,5.15 K
2019-06-08 00:33:36,49.77 M,1.80 G,0.00 B,816.00 B
2019-06-08 00:33:38,49.77 M,1.80 G,0.00 B,1.37 K
2019-06-08 00:33:41,49.78 M,1.80 G,0.00 B,2.06 K
2019-06-08 00:33:43,49.78 M,1.80 G,0.00 B,924.00 B
2019-06-08 00:33:46,49.78 M,1.80 G,0.00 B,708.00 B
2019-06-08 00:33:48,49.78 M,1.80 G,204.00 B,954.00 B
2019-06-08 00:33:50,49.78 M,1.80 G,42.00 B,816.00 B
2019-06-08 00:33:52,49.78 M,1.80 G,0.00 B,0.00 B
2019-06-08 00:33:54,49.79 M,1.80 G,3.01 K,36.91 K
2019-06-08 00:33:56,49.79 M,1.80 G,0.00 B,276.00 B
2019-06-08 00:33:58,49.79 M,1.80 G,0.00 B,180.00 B
