2019-06-08 00:01:10,49.93 M,1.94 G,1.16 K,28.85 K
2019-06-08 00:01:12,49.94 M,1.94 G,8.85 K,358.13 K
2019-06-08 00:01:14,49.97 M,1.94 G,22.25 K,1.04 M
2019-06-08 00:01:16,50.00 M,1.94 G,6.64 K,353.65 K
2019-06-08 00:01:18,50.02 M,1.94 G,7.42 K,353.60 K
2019-06-08 00:01:21,50.02 M,1.94 G,0.00 B,540.00 B
2019-06-08 00:01:24,50.02 M,1.94 G,0.00 B,336.00 B
2019-06-08 00:01:26,50.02 M,1.94 G,462.00 B,1.46 K
2019-06-08 00:01:29,50.03 M,1.94 G,0.00 B,276.00 B
2019-06-08 00:01:31,50.03 M,1.94 G,1.42 K,40.95 K
2019-06-08 00:01:33,50.03 M,1.94 G,0.00 B,444.00 B
2019-06-08 00:01:35,50.03 M,1.94 G,462.00 B,2.91 K
2019-06-08 00:01:37,50.03 M,1.94 G,0.00 B,1.11 K
2019-06-08 00:01:39,50.03 M,1.94 G,0.00 B,1.16 K
2019-06-08 00:01:42,50.03 M,1.94 G,0.00 B,1.70 K
2019-06-08 00:01:44,50.03 M,1.94 G,0.00 B,888.00 B
2019-06-08 00:01:46,50.04 M,1.94 G,0.00 B,924.00 B
2019-06-08 00:01:48,50.04 M,1.94 G,0.00 B,936.00 B
2019-06-08 00:01:50,50.05 M,1.94 G,0.00 B,768.00 B
2019-06-08 00:01:52,50.05 M,1.94 G,0.00 B,180.00 B
2019-06-08 00:01:54,50.05 M,1.94 G,0.00 B,288.00 B
2019-06-08 00:01:57,50.05 M,1.94 G,50.00 B,276.00 B
2019-06-08 00:01:59,50.05 M,1.94 G,0.00 B,120.00 B
2019-06-08 00:02:02,50.05 M,1.94 G,0.00 B,276.00 B
2019-06-08 00:02:04,50.05 M,1.94 G,0.00 B,1.91 K
2019-06-08 00:02:07,50.06 M,1.94 G,0.00 B,1.38 K
2019-06-08 00:02:09,50.06 M,1.94 G,204.00 B,1.46 K
2019-06-08 00:02:11,50.06 M,1.94 G,504.00 B,2.65 K
2019-06-08 00:02:13,50.06 M,1.94 G,0.00 B,1.22 K
2019-06-08 00:02:15,50.06 M,1.94 G,0.00 B,540.00 B
2019-06-08 00:02:18,50.06 M,1.94 G,0.00 B,60.00 B
2019-06-08 00:02:20,50.06 M,1.94 G,0.00 B,108.00 B
2019-06-08 00:02:23,50.06 M,1.94 G,0.00 B,168.00 B
2019-06-08 00:02:25,50.06 M,1.94 G,0.00 B,108.00 B
2019-06-08 00:02:27,50.07 M,1.94 G,66.00 B,1.00 K
2019-06-08 00:02:29,50.07 M,1.94 G,0.00 B,1.16 K
2019-06-08 00:02:31,50.07 M,1.94 G,0.00 B,384.00 B
2019-06-08 00:02:33,50.07 M,1.94 G,396.00 B,3.14 K
2019-06-08 00:02:36,50.07 M,1.94 G,0.00 B,1.22 K
2019-06-08 00:02:38,50.07 M,1.94 G,0.00 B,1.27 K
2019-06-08 00:02:40,50.07 M,1.94 G,2.70 K,7.44 K
2019-06-08 00:02:42,50.07 M,1.94 G,0.00 B,1.34 K
2019-06-08 00:02:44,50.07 M,1.94 G,2.23 K,2.67 K
2019-06-08 00:02:46,50.07 M,1.94 G,0.00 B,648.00 B
2019-06-08 00:02:48,50.07 M,1.94 G,0.00 B,768.00 B
2019-06-08 00:02:50,50.08 M,1.94 G,0.00 B,168.00 B
2019-06-08 00:02:52,50.08 M,1.94 G,0.00 B,168.00 B
2019-06-08 00:02:54,50.08 M,1.94 G,2.19 K,2.15 K
2019-06-08 00:02:56,50.08 M,1.94 G,0.00 B,552.00 B
2019-06-08 00:02:58,50.08 M,1.94 G,2.45 K,3.87 K
2019-06-08 00:03:00,50.08 M,1.94 G,0.00 B,432.00 B
2019-06-08 00:03:02,50.08 M,1.94 G,0.00 B,1.86 K
2019-06-08 00:03:04,50.08 M,1.94 G,0.00 B,1.01 K
2019-06-08 00:03:06,50.08 M,1.94 G,0.00 B,1.43 K
2019-06-08 00:03:08,50.08 M,1.94 G,2.27 K,3.55 K
2019-06-08 00:03:10,50.08 M,1.94 G,0.00 B,1.05 K
2019-06-08 00:03:13,50.09 M,1.94 G,42.00 B,552.00 B
2019-06-08 00:03:15,50.09 M,1.94 G,0.00 B,552.00 B
2019-06-08 00:03:18,50.09 M,1.94 G,0.00 B,216.00 B
2019-06-08 00:03:20,50.09 M,1.94 G,0.00 B,108.00 B
2019-06-08 00:03:22,50.09 M,1.94 G,462.00 B,1.64 K
2019-06-08 00:03:24,50.09 M,1.94 G,0.00 B,444.00 B
2019-06-08 00:03:26,50.09 M,1.94 G,0.00 B,0.00 B
2019-06-08 00:03:28,50.09 M,1.94 G,462.00 B,1.82 K
2019-06-08 00:03:30,50.09 M,1.94 G,0.00 B,1.34 K
2019-06-08 00:03:32,50.09 M,1.94 G,462.00 B,2.23 K
2019-06-08 00:03:35,50.09 M,1.94 G,0.00 B,1.43 K
2019-06-08 00:03:37,50.09 M,1.94 G,0.00 B,1.11 K
2019-06-08 00:03:40,50.09 M,1.94 G,0.00 B,1.11 K
2019-06-08 00:03:42,50.09 M,1.94 G,0.00 B,552.00 B
2019-06-08 00:03:45,50.09 M,1.94 G,0.00 B,336.00 B
2019-06-08 00:03:47,50.09 M,1.94 G,0.00 B,336.00 B
2019-06-08 00:03:50,50.10 M,1.94 G,0.00 B,276.00 B
2019-06-08 00:03:52,50.10 M,1.94 G,528.00 B,5.62 K
2019-06-08 00:03:54,50.10 M,1.94 G,0.00 B,504.00 B
2019-06-08 00:03:56,50.10 M,1.94 G,0.00 B,1.43 K
2019-06-08 00:03:58,50.10 M,1.94 G,0.00 B,276.00 B
2019-06-08 00:04:01,50.10 M,1.94 G,0.00 B,816.00 B
2019-06-08 00:04:03,50.10 M,1.94 G,462.00 B,2.38 K
2019-06-08 00:04:05,50.10 M,1.94 G,0.00 B,1.11 K
2019-06-08 00:04:07,50.10 M,1.94 G,0.00 B,1.23 K
2019-06-08 00:04:10,50.10 M,1.94 G,0.00 B,708.00 B
2019-06-08 00:04:12,50.10 M,1.94 G,204.00 B,786.00 B
2019-06-08 00:04:14,50.11 M,1.94 G,6.46 K,230.14 K
2019-06-08 00:04:16,50.11 M,1.94 G,0.00 B,552.00 B
2019-06-08 00:04:18,50.12 M,1.94 G,6.05 K,207.79 K
2019-06-08 00:04:20,50.12 M,1.94 G,0.00 B,324.00 B
2019-06-08 00:04:22,50.12 M,1.94 G,0.00 B,120.00 B
2019-06-08 00:04:24,50.12 M,1.94 G,0.00 B,324.00 B
2019-06-08 00:04:26,50.12 M,1.94 G,0.00 B,600.00 B
2019-06-08 00:04:28,50.13 M,1.94 G,6.05 K,228.65 K
