2019-06-16 16:26:41,2.07 T,237.40 G,39.38 K,15.62 K
2019-06-16 16:26:47,2.07 T,237.40 G,6.21 K,6.96 K
2019-06-16 16:26:53,2.07 T,237.40 G,154.29 K,20.22 K
2019-06-16 16:26:59,2.07 T,237.40 G,74.92 K,14.13 K
2019-06-16 16:27:05,2.07 T,237.41 G,120.66 K,20.70 K
2019-06-16 16:27:11,2.07 T,237.41 G,99.19 K,19.31 K
2019-06-16 16:27:17,2.07 T,237.41 G,41.81 K,18.07 K
2019-06-16 16:27:23,2.07 T,237.41 G,17.09 K,13.26 K
2019-06-16 16:27:29,2.07 T,237.41 G,25.91 K,14.63 K
2019-06-16 16:27:35,2.07 T,237.41 G,409.18 K,16.46 K
2019-06-16 16:27:41,2.07 T,237.41 G,1.69 M,42.55 K
2019-06-16 16:27:47,2.07 T,237.41 G,2.66 M,69.29 K
2019-06-16 16:27:53,2.07 T,237.41 G,1.69 M,56.84 K
2019-06-16 16:27:59,2.07 T,237.41 G,2.66 M,70.87 K
2019-06-16 16:28:05,2.07 T,237.41 G,346.27 K,21.70 K
2019-06-16 16:28:11,2.07 T,237.41 G,432.90 K,19.19 K
2019-06-16 16:28:17,2.07 T,237.41 G,2.27 M,57.09 K
2019-06-16 16:28:23,2.07 T,237.41 G,856.86 K,28.32 K
2019-06-16 16:28:30,2.07 T,237.41 G,3.40 M,79.75 K
2019-06-16 16:28:36,2.07 T,237.41 G,2.83 M,71.41 K
2019-06-16 16:28:42,2.07 T,237.41 G,1.21 M,38.25 K
2019-06-16 16:28:48,2.07 T,237.41 G,1.89 M,47.81 K
2019-06-16 16:28:54,2.07 T,237.41 G,388.83 K,20.09 K
2019-06-16 16:29:00,2.07 T,237.41 G,2.11 M,53.33 K
2019-06-16 16:29:06,2.07 T,237.41 G,1.31 M,39.25 K
2019-06-16 16:29:12,2.07 T,237.41 G,1.76 M,96.41 K
2019-06-16 16:29:18,2.07 T,237.41 G,134.17 K,15.13 K
2019-06-16 16:29:24,2.07 T,237.41 G,1.82 M,50.93 K
2019-06-16 16:29:30,2.07 T,237.41 G,778.19 K,24.56 K
2019-06-16 16:29:36,2.07 T,237.41 G,1.68 M,52.48 K
2019-06-16 16:29:42,2.07 T,237.41 G,1.27 M,45.63 K
2019-06-16 16:29:48,2.07 T,237.41 G,594.87 K,21.97 K
2019-06-16 16:29:54,2.07 T,237.41 G,1.04 M,43.46 K
2019-06-16 16:30:00,2.07 T,237.41 G,1.47 M,45.79 K
2019-06-16 16:30:06,2.07 T,237.41 G,629.29 K,20.82 K
2019-06-16 16:30:12,2.07 T,237.41 G,2.25 M,51.41 K
2019-06-16 16:30:18,2.07 T,237.41 G,2.57 M,49.81 K
2019-06-16 16:30:24,2.07 T,237.41 G,624.24 K,25.02 K
2019-06-16 16:30:30,2.07 T,237.41 G,513.67 K,25.84 K
2019-06-16 16:30:36,2.07 T,237.41 G,2.15 M,55.72 K
2019-06-16 16:30:42,2.07 T,237.41 G,2.04 M,50.75 K
2019-06-16 16:30:48,2.07 T,237.41 G,194.78 K,18.54 K
2019-06-16 16:30:54,2.07 T,237.41 G,19.27 K,9.62 K
2019-06-16 16:31:00,2.07 T,237.41 G,1.36 M,44.08 K
2019-06-16 16:31:06,2.07 T,237.41 G,1.66 M,55.31 K
