2019-06-08 00:01:17,51.66 M,1.97 G,594.00 B,3.60 K
2019-06-08 00:01:21,51.66 M,1.97 G,0.00 B,120.00 B
2019-06-08 00:01:24,51.66 M,1.97 G,0.00 B,60.00 B
2019-06-08 00:01:26,51.67 M,1.97 G,0.00 B,444.00 B
2019-06-08 00:01:28,51.67 M,1.97 G,0.00 B,336.00 B
2019-06-08 00:01:30,51.67 M,1.97 G,462.00 B,1.74 K
2019-06-08 00:01:32,51.67 M,1.97 G,0.00 B,864.00 B
2019-06-08 00:01:34,51.67 M,1.97 G,6.49 K,295.01 K
2019-06-08 00:01:36,51.67 M,1.97 G,0.00 B,1.01 K
2019-06-08 00:01:38,51.67 M,1.97 G,0.00 B,1.37 K
2019-06-08 00:01:41,51.68 M,1.97 G,42.00 B,660.00 B
2019-06-08 00:01:43,51.68 M,1.97 G,0.00 B,1.03 K
2019-06-08 00:01:46,51.68 M,1.97 G,0.00 B,864.00 B
2019-06-08 00:01:48,51.68 M,1.97 G,0.00 B,1.15 K
2019-06-08 00:01:51,51.69 M,1.97 G,0.00 B,216.00 B
2019-06-08 00:01:53,51.69 M,1.97 G,0.00 B,288.00 B
2019-06-08 00:01:56,51.69 M,1.97 G,0.00 B,5.96 K
2019-06-08 00:01:58,51.69 M,1.97 G,0.00 B,108.00 B
2019-06-08 00:02:01,51.69 M,1.97 G,0.00 B,1.65 K
2019-06-08 00:02:03,51.69 M,1.97 G,0.00 B,540.00 B
2019-06-08 00:02:07,51.69 M,1.97 G,0.00 B,1.58 K
2019-06-08 00:02:09,51.69 M,1.97 G,204.00 B,1.46 K
2019-06-08 00:02:11,51.69 M,1.97 G,1.10 K,16.47 K
2019-06-08 00:02:13,51.69 M,1.97 G,0.00 B,1.22 K
2019-06-08 00:02:15,51.69 M,1.97 G,0.00 B,540.00 B
2019-06-08 00:02:18,51.70 M,1.97 G,0.00 B,0.00 B
2019-06-08 00:02:20,51.70 M,1.97 G,0.00 B,168.00 B
2019-06-08 00:02:23,51.70 M,1.97 G,0.00 B,168.00 B
2019-06-08 00:02:25,51.70 M,1.97 G,0.00 B,60.00 B
2019-06-08 00:02:27,51.70 M,1.97 G,0.00 B,324.00 B
2019-06-08 00:02:29,51.70 M,1.97 G,0.00 B,444.00 B
2019-06-08 00:02:31,51.70 M,1.97 G,0.00 B,216.00 B
2019-06-08 00:02:33,51.70 M,1.97 G,462.00 B,2.90 K
2019-06-08 00:02:35,51.70 M,1.97 G,0.00 B,1.28 K
2019-06-08 00:02:37,51.70 M,1.97 G,0.00 B,1.32 K
2019-06-08 00:02:40,51.70 M,1.97 G,0.00 B,1.32 K
2019-06-08 00:02:42,51.70 M,1.97 G,0.00 B,1.07 K
2019-06-08 00:02:45,51.70 M,1.97 G,0.00 B,708.00 B
2019-06-08 00:02:47,51.70 M,1.97 G,0.00 B,60.00 B
2019-06-08 00:02:49,51.71 M,1.97 G,5.84 K,286.78 K
2019-06-08 00:02:51,51.71 M,1.97 G,0.00 B,168.00 B
2019-06-08 00:02:53,51.72 M,1.97 G,6.54 K,287.13 K
