2019-06-08 00:30:55,147.8,162.38 M
2019-06-08 00:30:57,0.0,162.38 M
2019-06-08 00:30:59,150.8,162.73 M
2019-06-08 00:31:05,151.8,162.19 M
2019-06-08 00:31:11,173.9,161.88 M
2019-06-08 00:31:14,150.8,161.72 M
2019-06-08 00:31:16,157.9,161.78 M
2019-06-08 00:31:18,150.8,158.90 M
2019-06-08 00:31:25,143.8,161.87 M
2019-06-08 00:31:27,148.8,162.38 M
2019-06-08 00:31:29,145.0,159.17 M
2019-06-08 00:31:31,148.0,159.88 M
2019-06-08 00:31:35,146.8,159.10 M
2019-06-08 00:31:40,148.8,160.70 M
2019-06-08 00:31:42,141.8,160.00 M
2019-06-08 00:31:44,161.9,163.31 M
2019-06-08 00:31:50,149.8,162.27 M
2019-06-08 00:31:52,150.8,161.23 M
2019-06-08 00:31:55,149.0,161.64 M
2019-06-08 00:31:59,152.8,162.64 M
2019-06-08 00:32:01,136.8,159.07 M
2019-06-08 00:32:03,140.9,158.80 M
2019-06-08 00:32:06,166.9,163.06 M
2019-06-08 00:32:08,151.8,161.45 M
2019-06-08 00:32:11,154.9,160.71 M
2019-06-08 00:32:15,160.8,164.07 M
2019-06-08 00:32:18,146.9,161.54 M
