2019-06-14 02:31:48,10.75 G,193.00 G,204.00 B,729.00 B
2019-06-14 02:31:50,10.75 G,193.00 G,3.54 K,108.76 K
2019-06-14 02:31:52,10.75 G,193.00 G,29.37 K,2.43 M
2019-06-14 02:31:54,10.75 G,193.01 G,25.39 K,2.41 M
2019-06-14 02:31:56,10.75 G,193.01 G,26.88 K,2.41 M
2019-06-14 02:31:58,10.75 G,193.02 G,27.39 K,2.41 M
2019-06-14 02:32:00,10.75 G,193.02 G,27.65 K,2.42 M
2019-06-14 02:32:02,10.75 G,193.03 G,21.98 K,2.42 M
2019-06-14 02:32:04,10.75 G,193.03 G,22.04 K,2.42 M
2019-06-14 02:32:06,10.75 G,193.04 G,22.62 K,2.41 M
2019-06-14 02:32:08,10.75 G,193.04 G,25.65 K,2.42 M
2019-06-14 02:32:10,10.75 G,193.05 G,21.91 K,2.41 M
2019-06-14 02:32:12,10.75 G,193.05 G,22.11 K,2.41 M
2019-06-14 02:32:14,10.75 G,193.05 G,21.66 K,2.41 M
2019-06-14 02:32:16,10.75 G,193.06 G,22.82 K,2.42 M
2019-06-14 02:32:18,10.75 G,193.06 G,22.88 K,2.41 M
2019-06-14 02:32:20,10.75 G,193.07 G,22.30 K,2.41 M
2019-06-14 02:32:22,10.75 G,193.07 G,21.79 K,2.41 M
2019-06-14 02:32:24,10.75 G,193.08 G,24.88 K,2.42 M
2019-06-14 02:32:26,10.75 G,193.08 G,22.62 K,2.41 M
2019-06-14 02:32:28,10.75 G,193.09 G,22.28 K,2.42 M
2019-06-14 02:32:30,10.75 G,193.09 G,22.75 K,2.42 M
2019-06-14 02:32:32,10.75 G,193.10 G,25.46 K,2.42 M
2019-06-14 02:32:34,10.75 G,193.10 G,24.81 K,2.42 M
2019-06-14 02:32:36,10.75 G,193.11 G,24.23 K,2.42 M
2019-06-14 02:32:38,10.75 G,193.11 G,23.01 K,2.42 M
2019-06-14 02:32:40,10.75 G,193.12 G,21.72 K,2.40 M
2019-06-14 02:32:42,10.75 G,193.12 G,22.17 K,2.41 M
2019-06-14 02:32:44,10.75 G,193.13 G,22.30 K,2.41 M
2019-06-14 02:32:46,10.75 G,193.13 G,21.79 K,2.42 M
2019-06-14 02:32:48,10.75 G,193.14 G,22.24 K,2.41 M
2019-06-14 02:32:50,10.75 G,193.14 G,22.37 K,2.42 M
2019-06-14 02:32:52,10.75 G,193.14 G,24.56 K,2.41 M
2019-06-14 02:32:54,10.75 G,193.15 G,21.93 K,2.42 M
2019-06-14 02:32:56,10.75 G,193.15 G,22.95 K,2.41 M
2019-06-14 02:32:58,10.75 G,193.16 G,22.37 K,2.41 M
2019-06-14 02:33:00,10.75 G,193.16 G,21.40 K,2.42 M
2019-06-14 02:33:02,10.75 G,193.17 G,21.53 K,2.41 M
2019-06-14 02:33:04,10.75 G,193.17 G,21.72 K,2.40 M
2019-06-14 02:33:06,10.75 G,193.18 G,21.63 K,2.40 M
2019-06-14 02:33:08,10.75 G,193.18 G,21.91 K,2.42 M
2019-06-14 02:33:10,10.75 G,193.19 G,24.11 K,2.42 M
2019-06-14 02:33:12,10.75 G,193.19 G,24.49 K,2.42 M
2019-06-14 02:33:14,10.75 G,193.20 G,24.36 K,2.43 M
2019-06-14 02:33:16,10.75 G,193.20 G,25.16 K,2.42 M
2019-06-14 02:33:18,10.75 G,193.21 G,22.11 K,2.41 M
2019-06-14 02:33:20,10.75 G,193.21 G,22.17 K,2.42 M
2019-06-14 02:33:22,10.75 G,193.22 G,22.56 K,2.42 M
