2019-06-16 23:37:28,34.05 G,386.66 G,8.79 K,283.85 K
2019-06-16 23:37:30,34.05 G,386.67 G,0.00 B,444.00 B
2019-06-16 23:37:32,34.05 G,386.67 G,12.45 K,795.61 K
2019-06-16 23:37:34,34.05 G,386.67 G,193.00 B,621.00 B
2019-06-16 23:37:36,34.05 G,386.67 G,24.59 K,2.11 M
2019-06-16 23:37:38,34.05 G,386.67 G,0.00 B,492.00 B
2019-06-16 23:37:40,34.05 G,386.67 G,0.00 B,612.00 B
2019-06-16 23:37:42,34.05 G,386.67 G,7.03 K,589.58 K
2019-06-16 23:37:44,34.05 G,386.67 G,0.00 B,492.00 B
2019-06-16 23:37:46,34.05 G,386.67 G,0.00 B,492.00 B
2019-06-16 23:37:48,34.05 G,386.67 G,10.76 K,1.03 M
2019-06-16 23:37:50,34.05 G,386.67 G,0.00 B,1.05 K
2019-06-16 23:37:52,34.05 G,386.68 G,49.70 K,1.02 M
2019-06-16 23:37:54,34.05 G,386.68 G,42.00 B,1.77 K
2019-06-16 23:37:56,34.05 G,386.68 G,0.00 B,816.00 B
2019-06-16 23:37:58,34.05 G,386.68 G,24.70 K,2.39 M
2019-06-16 23:38:00,34.05 G,386.68 G,16.39 K,1.52 M
2019-06-16 23:38:02,34.05 G,386.68 G,0.00 B,708.00 B
2019-06-16 23:38:04,34.05 G,386.68 G,0.00 B,876.00 B
2019-06-16 23:38:06,34.05 G,386.69 G,24.19 K,2.19 M
2019-06-16 23:38:08,34.05 G,386.69 G,0.00 B,600.00 B
2019-06-16 23:38:10,34.05 G,386.69 G,93.74 K,1.90 M
2019-06-16 23:38:12,34.05 G,386.69 G,0.00 B,1.54 K
2019-06-16 23:38:14,34.06 G,386.69 G,25.42 K,2.39 M
2019-06-16 23:38:16,34.06 G,386.69 G,0.00 B,168.00 B
2019-06-16 23:38:19,34.06 G,386.70 G,35.02 K,2.42 M
2019-06-16 23:38:21,34.06 G,386.70 G,0.00 B,324.00 B
2019-06-16 23:38:23,34.06 G,386.70 G,2.92 K,244.67 K
2019-06-16 23:38:25,34.06 G,386.70 G,0.00 B,780.00 B
2019-06-16 23:38:27,34.06 G,386.70 G,6.72 K,207.27 K
2019-06-16 23:38:29,34.06 G,386.70 G,0.00 B,432.00 B
2019-06-16 23:38:31,34.06 G,386.70 G,0.00 B,984.00 B
2019-06-16 23:38:33,34.06 G,386.70 G,0.00 B,168.00 B
2019-06-16 23:38:35,34.06 G,386.70 G,24.90 K,1.53 M
2019-06-16 23:38:37,34.06 G,386.70 G,0.00 B,708.00 B
2019-06-16 23:38:39,34.06 G,386.70 G,0.00 B,432.00 B
2019-06-16 23:38:41,34.06 G,386.70 G,46.84 K,2.21 M
2019-06-16 23:38:43,34.06 G,386.70 G,0.00 B,432.00 B
2019-06-16 23:38:45,34.06 G,386.70 G,18.15 K,385.65 K
2019-06-16 23:38:47,34.06 G,386.70 G,13.64 K,959.73 K
2019-06-16 23:38:49,34.06 G,386.70 G,0.00 B,600.00 B
2019-06-16 23:38:51,34.06 G,386.71 G,20.37 K,510.31 K
2019-06-16 23:38:53,34.06 G,386.71 G,0.00 B,735.00 B
2019-06-16 23:38:55,34.06 G,386.71 G,204.00 B,2.06 K
2019-06-16 23:38:57,34.06 G,386.71 G,0.00 B,492.00 B
2019-06-16 23:38:59,34.06 G,386.71 G,0.00 B,816.00 B
2019-06-16 23:39:01,34.06 G,386.71 G,22.92 K,1.43 M
2019-06-16 23:39:03,34.06 G,386.71 G,0.00 B,1.03 K
2019-06-16 23:39:05,34.06 G,386.71 G,38.68 K,2.27 M
2019-06-16 23:39:07,34.06 G,386.72 G,91.72 K,1.91 M
2019-06-16 23:39:09,34.06 G,386.72 G,94.00 K,1.97 M
2019-06-16 23:39:11,34.06 G,386.72 G,69.67 K,1.47 M
2019-06-16 23:39:13,34.06 G,386.72 G,0.00 B,1.11 K
2019-06-16 23:39:15,34.06 G,386.73 G,38.73 K,2.31 M
2019-06-16 23:39:17,34.06 G,386.73 G,0.00 B,648.00 B
2019-06-16 23:39:19,34.06 G,386.73 G,0.00 B,552.00 B
2019-06-16 23:39:21,34.06 G,386.73 G,0.00 B,432.00 B
2019-06-16 23:39:23,34.06 G,386.73 G,0.00 B,768.00 B
2019-06-16 23:39:25,34.06 G,386.73 G,8.06 K,873.97 K
2019-06-16 23:39:27,34.06 G,386.73 G,13.50 K,416.86 K
2019-06-16 23:39:29,34.06 G,386.73 G,42.00 B,816.00 B
2019-06-16 23:39:31,34.06 G,386.73 G,3.50 K,278.32 K
2019-06-16 23:39:33,34.06 G,386.73 G,14.13 K,704.69 K
2019-06-16 23:39:35,34.06 G,386.73 G,0.00 B,492.00 B
2019-06-16 23:39:37,34.06 G,386.74 G,73.00 K,1.57 M
2019-06-16 23:39:39,34.06 G,386.74 G,0.00 B,600.00 B
2019-06-16 23:39:41,34.06 G,386.74 G,0.00 B,492.00 B
2019-06-16 23:39:43,34.06 G,386.74 G,0.00 B,864.00 B
2019-06-16 23:39:45,34.06 G,386.74 G,11.03 K,723.99 K
2019-06-16 23:39:47,34.06 G,386.74 G,0.00 B,1.03 K
2019-06-16 23:39:49,34.06 G,386.74 G,0.00 B,627.00 B
2019-06-16 23:39:51,34.06 G,386.74 G,11.13 K,757.16 K
2019-06-16 23:39:53,34.06 G,386.74 G,0.00 B,492.00 B
2019-06-16 23:39:55,34.06 G,386.74 G,0.00 B,1.21 K
2019-06-16 23:39:57,34.06 G,386.74 G,0.00 B,660.00 B
2019-06-16 23:39:59,34.06 G,386.74 G,20.84 K,1.54 M
2019-06-16 23:40:01,34.06 G,386.74 G,84.00 B,720.00 B
2019-06-16 23:40:03,34.06 G,386.74 G,16.32 K,1.17 M
2019-06-16 23:40:05,34.06 G,386.74 G,0.00 B,540.00 B
2019-06-16 23:40:07,34.06 G,386.75 G,0.00 B,492.00 B
2019-06-16 23:40:09,34.06 G,386.75 G,0.00 B,1.17 K
2019-06-16 23:40:11,34.06 G,386.75 G,8.28 K,312.72 K
2019-06-16 23:40:13,34.06 G,386.75 G,5.29 K,548.71 K
2019-06-16 23:40:15,34.06 G,386.75 G,7.17 K,548.66 K
2019-06-16 23:40:17,34.06 G,386.75 G,11.24 K,1010.92 K
2019-06-16 23:40:19,34.06 G,386.75 G,11.60 K,349.16 K
2019-06-16 23:40:21,34.06 G,386.75 G,0.00 B,924.00 B
2019-06-16 23:40:23,34.06 G,386.76 G,3.63 K,309.35 K
2019-06-16 23:40:25,34.06 G,386.76 G,2.51 K,59.67 K
2019-06-16 23:40:27,34.06 G,386.76 G,0.00 B,384.00 B
2019-06-16 23:40:29,34.06 G,386.76 G,25.83 K,1.67 M
2019-06-16 23:40:31,34.06 G,386.76 G,0.00 B,780.00 B
2019-06-16 23:40:33,34.06 G,386.76 G,0.00 B,384.00 B
2019-06-16 23:40:35,34.06 G,386.76 G,0.00 B,768.00 B
2019-06-16 23:40:37,34.06 G,386.76 G,52.10 K,1.15 M
2019-06-16 23:40:39,34.06 G,386.76 G,93.01 K,1.94 M
2019-06-16 23:40:41,34.06 G,386.77 G,94.49 K,1.96 M
2019-06-16 23:40:43,34.06 G,386.77 G,25.42 K,515.96 K
2019-06-16 23:40:45,34.06 G,386.77 G,0.00 B,228.00 B
2019-06-16 23:40:47,34.06 G,386.77 G,0.00 B,432.00 B
2019-06-16 23:40:49,34.06 G,386.77 G,6.68 K,223.07 K
2019-06-16 23:40:51,34.06 G,386.77 G,17.39 K,949.29 K
2019-06-16 23:40:54,34.06 G,386.77 G,0.00 B,816.00 B
2019-06-16 23:40:56,34.06 G,386.77 G,3.29 K,340.39 K
2019-06-16 23:40:58,34.06 G,386.78 G,15.12 K,1.14 M
2019-06-16 23:41:00,34.06 G,386.78 G,42.00 B,888.00 B
2019-06-16 23:41:02,34.06 G,386.78 G,45.20 K,2.28 M
2019-06-16 23:41:04,34.06 G,386.78 G,94.00 K,2.00 M
2019-06-16 23:41:06,34.06 G,386.79 G,92.18 K,1.98 M
2019-06-16 23:41:08,34.06 G,386.79 G,15.28 K,339.70 K
2019-06-16 23:41:10,34.06 G,386.79 G,5.08 K,136.64 K
2019-06-16 23:41:12,34.06 G,386.79 G,0.00 B,552.00 B
2019-06-16 23:41:14,34.06 G,386.79 G,0.00 B,756.00 B
2019-06-16 23:41:16,34.06 G,386.79 G,17.30 K,1017.51 K
2019-06-16 23:41:18,34.06 G,386.79 G,0.00 B,984.00 B
2019-06-16 23:41:20,34.06 G,386.79 G,21.28 K,1.61 M
2019-06-16 23:41:22,34.06 G,386.80 G,0.00 B,600.00 B
2019-06-16 23:41:24,34.06 G,386.80 G,22.84 K,1.31 M
2019-06-16 23:41:26,34.06 G,386.80 G,0.00 B,984.00 B
2019-06-16 23:41:28,34.06 G,386.80 G,0.00 B,384.00 B
2019-06-16 23:41:30,34.06 G,386.80 G,25.60 K,2.39 M
2019-06-16 23:41:32,34.06 G,386.80 G,66.00 B,1.01 K
2019-06-16 23:41:34,34.06 G,386.80 G,0.00 B,492.00 B
2019-06-16 23:41:36,34.06 G,386.80 G,19.13 K,635.21 K
2019-06-16 23:41:38,34.06 G,386.80 G,0.00 B,540.00 B
2019-06-16 23:41:40,34.06 G,386.81 G,21.47 K,1.98 M
2019-06-16 23:41:42,34.06 G,386.81 G,0.00 B,756.00 B
2019-06-16 23:41:44,34.06 G,386.81 G,0.00 B,492.00 B
2019-06-16 23:41:46,34.06 G,386.81 G,0.00 B,756.00 B
2019-06-16 23:41:48,34.06 G,386.81 G,11.17 K,468.43 K
2019-06-16 23:41:50,34.06 G,386.81 G,0.00 B,756.00 B
2019-06-16 23:41:52,34.06 G,386.81 G,2.15 K,190.16 K
2019-06-16 23:41:54,34.06 G,386.81 G,0.00 B,1.01 K
2019-06-16 23:41:56,34.06 G,386.81 G,12.17 K,389.19 K
2019-06-16 23:41:58,34.06 G,386.81 G,0.00 B,540.00 B
2019-06-16 23:42:00,34.06 G,386.81 G,0.00 B,648.00 B
