2019-06-08 00:01:11,50.43 M,1.93 G,1.48 K,54.46 K
2019-06-08 00:01:13,50.44 M,1.93 G,924.00 B,24.16 K
2019-06-08 00:01:16,50.44 M,1.93 G,528.00 B,3.04 K
2019-06-08 00:01:18,50.44 M,1.93 G,5.87 K,387.71 K
2019-06-08 00:01:20,50.45 M,1.93 G,2.36 K,109.50 K
2019-06-08 00:01:22,50.45 M,1.93 G,0.00 B,540.00 B
2019-06-08 00:01:24,50.45 M,1.93 G,0.00 B,168.00 B
2019-06-08 00:01:26,50.45 M,1.93 G,462.00 B,1.43 K
2019-06-08 00:01:28,50.46 M,1.93 G,0.00 B,336.00 B
2019-06-08 00:01:30,50.46 M,1.93 G,462.00 B,1.64 K
2019-06-08 00:01:32,50.46 M,1.93 G,0.00 B,864.00 B
2019-06-08 00:01:34,50.46 M,1.93 G,528.00 B,1.57 K
2019-06-08 00:01:36,50.46 M,1.93 G,0.00 B,1.01 K
2019-06-08 00:01:38,50.46 M,1.93 G,0.00 B,1.37 K
2019-06-08 00:01:40,50.46 M,1.93 G,6.16 K,288.00 K
2019-06-08 00:01:42,50.46 M,1.93 G,0.00 B,1.70 K
2019-06-08 00:01:44,50.47 M,1.93 G,6.67 K,287.40 K
2019-06-08 00:01:46,50.47 M,1.93 G,0.00 B,924.00 B
2019-06-08 00:01:48,50.47 M,1.93 G,0.00 B,936.00 B
2019-06-08 00:01:50,50.48 M,1.93 G,42.00 B,828.00 B
2019-06-08 00:01:52,50.48 M,1.93 G,0.00 B,180.00 B
2019-06-08 00:01:54,50.48 M,1.93 G,0.00 B,288.00 B
2019-06-08 00:01:56,50.48 M,1.93 G,0.00 B,168.00 B
2019-06-08 00:01:59,50.49 M,1.93 G,0.00 B,0.00 B
2019-06-08 00:02:01,50.49 M,1.93 G,1.03 K,18.00 K
2019-06-08 00:02:03,50.49 M,1.93 G,0.00 B,540.00 B
2019-06-08 00:02:05,50.49 M,1.93 G,528.00 B,1.79 K
2019-06-08 00:02:08,50.49 M,1.93 G,0.00 B,1.32 K
2019-06-08 00:02:10,50.49 M,1.93 G,0.00 B,1.11 K
2019-06-08 00:02:12,50.49 M,1.93 G,1.22 K,25.77 K
2019-06-08 00:02:14,50.49 M,1.93 G,0.00 B,864.00 B
2019-06-08 00:02:16,50.49 M,1.93 G,204.00 B,1014.00 B
2019-06-08 00:02:19,50.50 M,1.93 G,0.00 B,708.00 B
2019-06-08 00:02:21,50.50 M,1.93 G,84.00 B,288.00 B
2019-06-08 00:02:25,50.50 M,1.93 G,0.00 B,384.00 B
2019-06-08 00:02:27,50.50 M,1.93 G,0.00 B,324.00 B
2019-06-08 00:02:29,50.50 M,1.93 G,1.03 K,17.70 K
2019-06-08 00:02:31,50.50 M,1.93 G,0.00 B,216.00 B
2019-06-08 00:02:33,50.50 M,1.93 G,0.00 B,1.37 K
2019-06-08 00:02:35,50.51 M,1.93 G,4.16 K,198.40 K
2019-06-08 00:02:37,50.51 M,1.93 G,0.00 B,1.59 K
2019-06-08 00:02:39,50.51 M,1.93 G,7.19 K,287.87 K
2019-06-08 00:02:41,50.51 M,1.93 G,0.00 B,1.27 K
2019-06-08 00:02:43,50.52 M,1.93 G,7.19 K,287.10 K
2019-06-08 00:02:45,50.52 M,1.93 G,0.00 B,708.00 B
2019-06-08 00:02:47,50.53 M,1.93 G,8.03 K,286.58 K
2019-06-08 00:02:49,50.53 M,1.93 G,0.00 B,768.00 B
2019-06-08 00:02:51,50.54 M,1.93 G,6.85 K,287.03 K
2019-06-08 00:02:53,50.54 M,1.93 G,0.00 B,336.00 B
2019-06-08 00:02:55,50.55 M,1.93 G,7.58 K,286.55 K
2019-06-08 00:02:57,50.55 M,1.93 G,0.00 B,504.00 B
2019-06-08 00:02:59,50.55 M,1.93 G,7.00 K,286.96 K
2019-06-08 00:03:01,50.55 M,1.93 G,0.00 B,432.00 B
2019-06-08 00:03:03,50.55 M,1.93 G,0.00 B,924.00 B
2019-06-08 00:03:06,50.55 M,1.93 G,0.00 B,1.43 K
2019-06-08 00:03:08,50.55 M,1.93 G,0.00 B,1.44 K
2019-06-08 00:03:11,50.56 M,1.93 G,0.00 B,1.05 K
2019-06-08 00:03:13,50.56 M,1.93 G,0.00 B,492.00 B
2019-06-08 00:03:15,50.56 M,1.94 G,1.46 K,758.00 B
2019-06-08 00:03:17,50.56 M,1.94 G,0.00 B,444.00 B
2019-06-08 00:03:20,50.57 M,1.94 G,0.00 B,108.00 B
2019-06-08 00:03:22,50.57 M,1.94 G,0.00 B,168.00 B
2019-06-08 00:03:24,50.57 M,1.94 G,462.00 B,3.68 K
2019-06-08 00:03:26,50.57 M,1.94 G,0.00 B,216.00 B
2019-06-08 00:03:28,50.57 M,1.94 G,0.00 B,1.17 K
2019-06-08 00:03:31,50.57 M,1.94 G,0.00 B,984.00 B
2019-06-08 00:03:33,50.57 M,1.94 G,462.00 B,3.04 K
2019-06-08 00:03:36,50.57 M,1.94 G,0.00 B,1.22 K
2019-06-08 00:03:38,50.57 M,1.94 G,0.00 B,1.32 K
2019-06-08 00:03:40,50.58 M,1.94 G,0.00 B,1.11 K
2019-06-08 00:03:42,50.58 M,1.94 G,0.00 B,492.00 B
2019-06-08 00:03:44,50.59 M,1.94 G,6.06 K,299.88 K
2019-06-08 00:03:46,50.59 M,1.94 G,0.00 B,492.00 B
2019-06-08 00:03:48,50.60 M,1.94 G,9.96 K,523.84 K
2019-06-08 00:03:50,50.60 M,1.94 G,0.00 B,276.00 B
2019-06-08 00:03:52,50.61 M,1.94 G,9.24 K,522.46 K
2019-06-08 00:03:54,50.61 M,1.94 G,0.00 B,384.00 B
2019-06-08 00:03:56,50.62 M,1.94 G,4.38 K,260.14 K
2019-06-08 00:03:58,50.62 M,1.94 G,0.00 B,276.00 B
2019-06-08 00:04:00,50.62 M,1.94 G,0.00 B,1.59 K
2019-06-08 00:04:02,50.63 M,1.94 G,0.00 B,924.00 B
2019-06-08 00:04:04,50.63 M,1.94 G,0.00 B,1.59 K
2019-06-08 00:04:06,50.64 M,1.94 G,0.00 B,1.38 K
2019-06-08 00:04:08,50.64 M,1.94 G,0.00 B,1.91 K
2019-06-08 00:04:10,50.65 M,1.94 G,0.00 B,1.14 K
2019-06-08 00:04:12,50.65 M,1.94 G,0.00 B,540.00 B
2019-06-08 00:04:14,50.66 M,1.94 G,2.05 K,380.00 B
2019-06-08 00:04:16,50.66 M,1.94 G,0.00 B,612.00 B
2019-06-08 00:04:18,50.67 M,1.94 G,10.07 K,526.84 K
