2019-06-08 00:32:19,54.24 M,1.98 G,660.00 B,11.12 K
2019-06-08 00:32:21,54.24 M,1.98 G,2.22 K,3.29 K
2019-06-08 00:32:24,54.24 M,1.98 G,1.89 K,5.06 K
2019-06-08 00:32:27,54.25 M,1.98 G,0.00 B,675.00 B
2019-06-08 00:32:29,54.25 M,1.98 G,42.00 B,303.00 B
2019-06-08 00:32:32,54.25 M,1.98 G,0.00 B,423.00 B
2019-06-08 00:32:34,54.25 M,1.98 G,0.00 B,936.00 B
2019-06-08 00:32:37,54.25 M,1.98 G,0.00 B,924.00 B
2019-06-08 00:32:39,54.26 M,1.98 G,7.61 K,449.87 K
2019-06-08 00:32:42,54.26 M,1.98 G,0.00 B,1.05 K
2019-06-08 00:32:44,54.26 M,1.98 G,0.00 B,924.00 B
2019-06-08 00:32:46,54.26 M,1.98 G,726.00 B,4.27 K
2019-06-08 00:32:48,54.26 M,1.98 G,0.00 B,1.05 K
2019-06-08 00:32:50,54.26 M,1.98 G,0.00 B,168.00 B
2019-06-08 00:32:52,54.26 M,1.98 G,1.16 K,28.16 K
2019-06-08 00:32:54,54.26 M,1.98 G,0.00 B,363.00 B
2019-06-08 00:32:56,54.26 M,1.98 G,0.00 B,336.00 B
2019-06-08 00:32:59,54.26 M,1.98 G,0.00 B,530.00 B
2019-06-08 00:33:01,54.26 M,1.98 G,0.00 B,1.20 K
2019-06-08 00:33:05,54.27 M,1.98 G,0.00 B,180.00 B
2019-06-08 00:33:07,54.27 M,1.98 G,0.00 B,1.23 K
2019-06-08 00:33:10,54.27 M,1.98 G,0.00 B,351.00 B
2019-06-08 00:33:12,54.27 M,1.98 G,0.00 B,708.00 B
2019-06-08 00:33:14,54.27 M,1.98 G,0.00 B,768.00 B
2019-06-08 00:33:16,54.27 M,1.99 G,0.00 B,1.96 K
2019-06-08 00:33:19,54.27 M,1.99 G,0.00 B,108.00 B
2019-06-08 00:33:21,54.27 M,1.99 G,462.00 B,3.82 K
2019-06-08 00:33:23,54.27 M,1.99 G,0.00 B,0.00 B
2019-06-08 00:33:25,54.27 M,1.99 G,462.00 B,1.78 K
2019-06-08 00:33:27,54.28 M,1.99 G,0.00 B,60.00 B
2019-06-08 00:33:29,54.28 M,1.99 G,0.00 B,276.00 B
2019-06-08 00:33:31,54.28 M,1.99 G,726.00 B,6.14 K
2019-06-08 00:33:33,54.28 M,1.99 G,0.00 B,708.00 B
2019-06-08 00:33:35,54.28 M,1.99 G,0.00 B,432.00 B
2019-06-08 00:33:37,54.28 M,1.99 G,7.05 K,330.31 K
2019-06-08 00:33:39,54.28 M,1.99 G,0.00 B,756.00 B
2019-06-08 00:33:41,54.29 M,1.99 G,7.37 K,331.62 K
2019-06-08 00:33:43,54.29 M,1.99 G,0.00 B,924.00 B
2019-06-08 00:33:45,54.29 M,1.99 G,3.74 K,171.63 K
2019-06-08 00:33:47,54.30 M,1.99 G,0.00 B,1.49 K
2019-06-08 00:33:49,54.30 M,1.99 G,0.00 B,492.00 B
2019-06-08 00:33:51,54.31 M,1.99 G,0.00 B,108.00 B
2019-06-08 00:33:53,54.31 M,1.99 G,0.00 B,216.00 B
2019-06-08 00:33:55,54.31 M,1.99 G,8.34 K,329.48 K
2019-06-08 00:33:57,54.31 M,1.99 G,0.00 B,567.00 B
2019-06-08 00:33:59,54.32 M,1.99 G,2.49 K,61.13 K
2019-06-08 00:34:01,54.32 M,1.99 G,0.00 B,1.23 K
2019-06-08 00:34:03,54.32 M,1.99 G,0.00 B,540.00 B
2019-06-08 00:34:05,54.33 M,1.99 G,0.00 B,648.00 B
2019-06-08 00:34:07,54.33 M,1.99 G,0.00 B,1.48 K
2019-06-08 00:34:10,54.33 M,1.99 G,0.00 B,2.36 K
2019-06-08 00:34:12,54.33 M,1.99 G,0.00 B,951.00 B
