2019-06-16 23:31:24,2.13 G,11.99 G,11.04 K,323.83 K
2019-06-16 23:31:26,2.13 G,12.00 G,1.96 K,5.30 K
2019-06-16 23:31:28,2.13 G,12.00 G,0.00 B,903.00 B
2019-06-16 23:31:30,2.13 G,12.00 G,0.00 B,924.00 B
2019-06-16 23:31:32,2.13 G,12.00 G,0.00 B,492.00 B
2019-06-16 23:31:34,2.13 G,12.00 G,22.03 K,1.53 M
2019-06-16 23:31:36,2.13 G,12.00 G,0.00 B,1.29 K
2019-06-16 23:31:38,2.13 G,12.00 G,29.52 K,2.42 M
2019-06-16 23:31:40,2.13 G,12.00 G,13.30 K,1.15 M
2019-06-16 23:31:42,2.13 G,12.00 G,0.00 B,984.00 B
2019-06-16 23:31:44,2.13 G,12.00 G,0.00 B,1.44 K
2019-06-16 23:31:46,2.13 G,12.01 G,0.00 B,120.00 B
2019-06-16 23:31:48,2.13 G,12.01 G,12.72 K,271.22 K
2019-06-16 23:31:50,2.13 G,12.01 G,22.32 K,1.03 M
2019-06-16 23:31:52,2.13 G,12.01 G,0.00 B,567.00 B
2019-06-16 23:31:54,2.13 G,12.01 G,0.00 B,660.00 B
2019-06-16 23:31:56,2.13 G,12.01 G,27.20 K,2.40 M
2019-06-16 23:31:58,2.13 G,12.01 G,0.00 B,816.00 B
2019-06-16 23:32:00,2.13 G,12.01 G,24.56 K,1.53 M
2019-06-16 23:32:02,2.13 G,12.01 G,0.00 B,924.00 B
2019-06-16 23:32:04,2.13 G,12.01 G,0.00 B,891.00 B
2019-06-16 23:32:06,2.13 G,12.01 G,6.02 K,439.87 K
2019-06-16 23:32:08,2.13 G,12.01 G,7.51 K,497.92 K
2019-06-16 23:32:10,2.13 G,12.01 G,0.00 B,1.02 K
2019-06-16 23:32:12,2.13 G,12.02 G,23.36 K,2.12 M
2019-06-16 23:32:14,2.13 G,12.02 G,0.00 B,228.00 B
2019-06-16 23:32:16,2.13 G,12.02 G,0.00 B,1.09 K
2019-06-16 23:32:18,2.13 G,12.02 G,204.00 B,1.25 K
2019-06-16 23:32:20,2.13 G,12.02 G,31.52 K,2.19 M
2019-06-16 23:32:22,2.13 G,12.02 G,0.00 B,816.00 B
2019-06-16 23:32:24,2.13 G,12.02 G,0.00 B,756.00 B
2019-06-16 23:32:26,2.13 G,12.02 G,26.26 K,1.99 M
2019-06-16 23:32:28,2.13 G,12.02 G,0.00 B,1011.00 B
2019-06-16 23:32:30,2.13 G,12.02 G,9.30 K,901.96 K
2019-06-16 23:32:32,2.13 G,12.02 G,0.00 B,540.00 B
2019-06-16 23:32:34,2.13 G,12.02 G,0.00 B,1.29 K
2019-06-16 23:32:36,2.13 G,12.02 G,0.00 B,600.00 B
2019-06-16 23:32:38,2.13 G,12.02 G,0.00 B,564.00 B
2019-06-16 23:32:40,2.13 G,12.03 G,5.71 K,167.61 K
2019-06-16 23:32:42,2.13 G,12.03 G,6.30 K,243.90 K
2019-06-16 23:32:44,2.13 G,12.03 G,82.53 K,2.10 M
2019-06-16 23:32:46,2.13 G,12.03 G,97.31 K,2.01 M
2019-06-16 23:32:48,2.13 G,12.04 G,97.08 K,2.05 M
2019-06-16 23:32:50,2.13 G,12.04 G,26.06 K,565.96 K
2019-06-16 23:32:52,2.13 G,12.04 G,0.00 B,612.00 B
2019-06-16 23:32:54,2.13 G,12.04 G,214.00 B,9.97 K
2019-06-16 23:32:56,2.13 G,12.04 G,11.80 K,735.65 K
2019-06-16 23:32:58,2.13 G,12.04 G,0.00 B,396.00 B
2019-06-16 23:33:00,2.13 G,12.04 G,0.00 B,1.30 K
2019-06-16 23:33:03,2.13 G,12.05 G,11.40 K,619.08 K
2019-06-16 23:33:05,2.13 G,12.05 G,0.00 B,708.00 B
2019-06-16 23:33:07,2.13 G,12.05 G,1.18 K,55.39 K
2019-06-16 23:33:09,2.13 G,12.05 G,15.33 K,1018.58 K
2019-06-16 23:33:11,2.13 G,12.05 G,0.00 B,552.00 B
2019-06-16 23:33:13,2.13 G,12.05 G,51.61 K,1.25 M
