2019-06-16 22:21:28,1.64 G,9.00 G,9.75 K,378.81 K
2019-06-16 22:21:30,1.64 G,9.00 G,0.00 B,0.00 B
2019-06-16 22:21:32,1.64 G,9.00 G,8.20 K,539.54 K
2019-06-16 22:21:34,1.64 G,9.00 G,0.00 B,0.00 B
2019-06-16 22:21:36,1.64 G,9.00 G,16.20 K,1.44 M
2019-06-16 22:21:38,1.64 G,9.00 G,0.00 B,0.00 B
2019-06-16 22:21:40,1.64 G,9.00 G,0.00 B,0.00 B
2019-06-16 22:21:42,1.64 G,9.00 G,24.05 K,2.21 M
2019-06-16 22:21:44,1.64 G,9.00 G,0.00 B,0.00 B
2019-06-16 22:21:46,1.64 G,9.01 G,4.46 K,92.94 K
2019-06-16 22:21:48,1.64 G,9.01 G,0.00 B,0.00 B
2019-06-16 22:21:50,1.64 G,9.01 G,11.96 K,490.70 K
2019-06-16 22:21:52,1.64 G,9.01 G,0.00 B,0.00 B
2019-06-16 22:21:54,1.64 G,9.01 G,13.33 K,334.08 K
2019-06-16 22:21:57,1.64 G,9.01 G,5.04 K,195.19 K
2019-06-16 22:21:59,1.64 G,9.01 G,0.00 B,0.00 B
2019-06-16 22:22:01,1.64 G,9.01 G,27.09 K,2.40 M
2019-06-16 22:22:03,1.64 G,9.01 G,17.75 K,1.52 M
2019-06-16 22:22:05,1.64 G,9.01 G,0.00 B,0.00 B
2019-06-16 22:22:07,1.64 G,9.02 G,25.92 K,1.78 M
2019-06-16 22:22:09,1.64 G,9.02 G,0.00 B,0.00 B
2019-06-16 22:22:11,1.64 G,9.02 G,0.00 B,0.00 B
2019-06-16 22:22:13,1.64 G,9.02 G,21.44 K,1.27 M
2019-06-16 22:22:15,1.64 G,9.02 G,0.00 B,0.00 B
2019-06-16 22:22:17,1.64 G,9.02 G,0.00 B,0.00 B
2019-06-16 22:22:19,1.64 G,9.02 G,0.00 B,0.00 B
2019-06-16 22:22:21,1.64 G,9.02 G,28.84 K,1.81 M
2019-06-16 22:22:23,1.64 G,9.02 G,0.00 B,0.00 B
2019-06-16 22:22:25,1.64 G,9.02 G,0.00 B,0.00 B
2019-06-16 22:22:27,1.64 G,9.02 G,3.69 K,286.20 K
2019-06-16 22:22:29,1.64 G,9.02 G,14.12 K,825.36 K
2019-06-16 22:22:31,1.64 G,9.02 G,42.00 B,60.00 B
2019-06-16 22:22:33,1.64 G,9.03 G,22.22 K,1.47 M
2019-06-16 22:22:35,1.64 G,9.03 G,0.00 B,0.00 B
2019-06-16 22:22:37,1.64 G,9.03 G,25.74 K,2.33 M
2019-06-16 22:22:39,1.64 G,9.03 G,0.00 B,0.00 B
2019-06-16 22:22:41,1.64 G,9.03 G,0.00 B,0.00 B
2019-06-16 22:22:43,1.64 G,9.03 G,0.00 B,0.00 B
2019-06-16 22:22:45,1.64 G,9.03 G,26.89 K,889.62 K
2019-06-16 22:22:47,1.64 G,9.04 G,18.74 K,1.75 M
2019-06-16 22:22:49,1.64 G,9.04 G,0.00 B,0.00 B
2019-06-16 22:22:51,1.64 G,9.04 G,0.00 B,0.00 B
2019-06-16 22:22:53,1.64 G,9.04 G,0.00 B,0.00 B
2019-06-16 22:22:55,1.64 G,9.04 G,13.62 K,1.20 M
2019-06-16 22:22:57,1.64 G,9.04 G,6.02 K,185.21 K
2019-06-16 22:22:59,1.64 G,9.04 G,74.68 K,1.96 M
2019-06-16 22:23:01,1.64 G,9.04 G,58.74 K,1.22 M
2019-06-16 22:23:03,1.64 G,9.04 G,0.00 B,0.00 B
2019-06-16 22:23:05,1.64 G,9.04 G,132.00 B,66.00 B
2019-06-16 22:23:07,1.64 G,9.05 G,4.73 K,384.30 K
2019-06-16 22:23:09,1.64 G,9.05 G,15.90 K,944.09 K
2019-06-16 22:23:11,1.64 G,9.05 G,0.00 B,0.00 B
2019-06-16 22:23:13,1.64 G,9.05 G,26.86 K,2.37 M
2019-06-16 22:23:15,1.64 G,9.05 G,0.00 B,0.00 B
2019-06-16 22:23:17,1.64 G,9.05 G,0.00 B,0.00 B
2019-06-16 22:23:19,1.64 G,9.05 G,0.00 B,0.00 B
2019-06-16 22:23:21,1.64 G,9.05 G,0.00 B,0.00 B
2019-06-16 22:23:23,1.64 G,9.05 G,0.00 B,0.00 B
2019-06-16 22:23:25,1.64 G,9.05 G,0.00 B,0.00 B
2019-06-16 22:23:27,1.64 G,9.05 G,14.43 K,442.45 K
2019-06-16 22:23:29,1.64 G,9.05 G,0.00 B,0.00 B
2019-06-16 22:23:31,1.64 G,9.05 G,0.00 B,0.00 B
2019-06-16 22:23:33,1.64 G,9.05 G,6.39 K,309.34 K
2019-06-16 22:23:35,1.64 G,9.05 G,6.65 K,220.84 K
2019-06-16 22:23:37,1.64 G,9.05 G,0.00 B,0.00 B
2019-06-16 22:23:39,1.64 G,9.06 G,25.72 K,2.39 M
2019-06-16 22:23:41,1.64 G,9.06 G,4.71 K,469.16 K
2019-06-16 22:23:43,1.64 G,9.06 G,0.00 B,0.00 B
2019-06-16 22:23:45,1.64 G,9.06 G,19.58 K,1.73 M
2019-06-16 22:23:47,1.64 G,9.06 G,0.00 B,0.00 B
2019-06-16 22:23:49,1.64 G,9.06 G,0.00 B,0.00 B
2019-06-16 22:23:51,1.64 G,9.07 G,20.00 K,1.87 M
2019-06-16 22:23:53,1.64 G,9.07 G,0.00 B,0.00 B
2019-06-16 22:23:55,1.64 G,9.07 G,88.47 K,1.86 M
2019-06-16 22:23:57,1.64 G,9.07 G,0.00 B,0.00 B
2019-06-16 22:23:59,1.64 G,9.07 G,26.90 K,1.83 M
2019-06-16 22:24:01,1.64 G,9.07 G,42.00 B,60.00 B
2019-06-16 22:24:03,1.64 G,9.08 G,20.72 K,1.75 M
2019-06-16 22:24:05,1.64 G,9.08 G,0.00 B,0.00 B
2019-06-16 22:24:07,1.64 G,9.08 G,0.00 B,0.00 B
2019-06-16 22:24:09,1.64 G,9.08 G,22.32 K,1.79 M
2019-06-16 22:24:11,1.64 G,9.08 G,0.00 B,0.00 B
2019-06-16 22:24:13,1.64 G,9.08 G,0.00 B,0.00 B
2019-06-16 22:24:15,1.64 G,9.08 G,19.34 K,650.95 K
2019-06-16 22:24:17,1.64 G,9.08 G,0.00 B,0.00 B
2019-06-16 22:24:20,1.64 G,9.08 G,0.00 B,0.00 B
2019-06-16 22:24:22,1.64 G,9.08 G,54.64 K,2.13 M
2019-06-16 22:24:24,1.64 G,9.09 G,89.13 K,1.83 M
2019-06-16 22:24:26,1.64 G,9.09 G,15.35 K,329.75 K
2019-06-16 22:24:28,1.64 G,9.09 G,0.00 B,0.00 B
2019-06-16 22:24:30,1.64 G,9.09 G,0.00 B,0.00 B
2019-06-16 22:24:32,1.64 G,9.09 G,97.87 K,2.01 M
2019-06-16 22:24:34,1.64 G,9.10 G,48.79 K,1022.68 K
2019-06-16 22:24:36,1.64 G,9.10 G,0.00 B,0.00 B
2019-06-16 22:24:38,1.64 G,9.10 G,0.00 B,0.00 B
2019-06-16 22:24:40,1.64 G,9.10 G,29.43 K,1.73 M
2019-06-16 22:24:42,1.64 G,9.10 G,0.00 B,0.00 B
2019-06-16 22:24:44,1.64 G,9.10 G,0.00 B,0.00 B
2019-06-16 22:24:46,1.64 G,9.10 G,0.00 B,0.00 B
2019-06-16 22:24:48,1.64 G,9.10 G,7.93 K,444.69 K
2019-06-16 22:24:50,1.64 G,9.10 G,3.96 K,116.37 K
2019-06-16 22:24:52,1.64 G,9.10 G,0.00 B,0.00 B
2019-06-16 22:24:54,1.64 G,9.10 G,14.31 K,1.02 M
2019-06-16 22:24:56,1.64 G,9.10 G,0.00 B,0.00 B
2019-06-16 22:24:58,1.64 G,9.10 G,0.00 B,0.00 B
2019-06-16 22:25:00,1.64 G,9.10 G,204.00 B,858.00 B
2019-06-16 22:25:02,1.64 G,9.11 G,25.27 K,1.53 M
2019-06-16 22:25:04,1.64 G,9.11 G,0.00 B,0.00 B
