2019-06-16 22:42:21,1.88 G,10.73 G,2.05 K,59.50 K
2019-06-16 22:42:23,1.88 G,10.74 G,2.33 K,57.90 K
2019-06-16 22:42:25,1.88 G,10.74 G,0.00 B,324.00 B
2019-06-16 22:42:27,1.88 G,10.74 G,0.00 B,720.00 B
2019-06-16 22:42:29,1.88 G,10.74 G,0.00 B,1.29 K
2019-06-16 22:42:31,1.88 G,10.74 G,15.61 K,377.64 K
2019-06-16 22:42:33,1.88 G,10.74 G,244.00 B,672.00 B
2019-06-16 22:42:35,1.88 G,10.74 G,28.81 K,2.42 M
2019-06-16 22:42:37,1.88 G,10.74 G,16.36 K,855.85 K
2019-06-16 22:42:39,1.88 G,10.74 G,42.00 B,924.00 B
2019-06-16 22:42:41,1.88 G,10.74 G,0.00 B,660.00 B
2019-06-16 22:42:43,1.88 G,10.74 G,0.00 B,648.00 B
2019-06-16 22:42:45,1.88 G,10.75 G,42.80 K,2.42 M
2019-06-16 22:42:47,1.88 G,10.75 G,80.12 K,1.62 M
2019-06-16 22:42:49,1.88 G,10.75 G,86.83 K,1.78 M
2019-06-16 22:42:52,1.88 G,10.76 G,91.27 K,1.86 M
2019-06-16 22:42:54,1.88 G,10.76 G,94.66 K,1.94 M
2019-06-16 22:42:56,1.88 G,10.76 G,92.10 K,1.89 M
2019-06-16 22:42:58,1.88 G,10.77 G,57.90 K,1.16 M
2019-06-16 22:43:00,1.88 G,10.77 G,0.00 B,708.00 B
2019-06-16 22:43:02,1.88 G,10.77 G,30.19 K,2.36 M
2019-06-16 22:43:04,1.88 G,10.77 G,23.62 K,562.23 K
2019-06-16 22:43:06,1.88 G,10.77 G,0.00 B,735.00 B
2019-06-16 22:43:08,1.88 G,10.77 G,0.00 B,1.43 K
2019-06-16 22:43:10,1.88 G,10.78 G,98.41 K,2.01 M
2019-06-16 22:43:12,1.88 G,10.78 G,0.00 B,1.10 K
2019-06-16 22:43:14,1.88 G,10.78 G,7.14 K,214.25 K
2019-06-16 22:43:16,1.88 G,10.78 G,0.00 B,519.00 B
2019-06-16 22:43:18,1.88 G,10.78 G,132.00 B,807.00 B
2019-06-16 22:43:20,1.88 G,10.78 G,0.00 B,492.00 B
2019-06-16 22:43:22,1.88 G,10.78 G,9.26 K,332.36 K
2019-06-16 22:43:24,1.88 G,10.78 G,0.00 B,747.00 B
2019-06-16 22:43:26,1.88 G,10.78 G,18.58 K,1.32 M
2019-06-16 22:43:28,1.88 G,10.78 G,0.00 B,756.00 B
2019-06-16 22:43:30,1.88 G,10.78 G,0.00 B,384.00 B
2019-06-16 22:43:32,1.88 G,10.78 G,16.00 K,1.46 M
2019-06-16 22:43:34,1.88 G,10.78 G,0.00 B,972.00 B
2019-06-16 22:43:36,1.88 G,10.79 G,38.54 K,2.34 M
2019-06-16 22:43:38,1.88 G,10.79 G,92.19 K,1.88 M
2019-06-16 22:43:40,1.88 G,10.80 G,89.65 K,1.87 M
2019-06-16 22:43:42,1.88 G,10.80 G,88.22 K,1.81 M
2019-06-16 22:43:44,1.88 G,10.80 G,91.32 K,1.89 M
2019-06-16 22:43:46,1.88 G,10.81 G,96.10 K,1.94 M
2019-06-16 22:43:48,1.88 G,10.81 G,0.00 B,504.00 B
2019-06-16 22:43:50,1.88 G,10.81 G,37.24 K,2.19 M
2019-06-16 22:43:52,1.88 G,10.81 G,42.00 B,924.00 B
2019-06-16 22:43:54,1.88 G,10.81 G,0.00 B,732.00 B
2019-06-16 22:43:56,1.88 G,10.81 G,14.61 K,455.88 K
2019-06-16 22:43:58,1.88 G,10.81 G,0.00 B,984.00 B
2019-06-16 22:44:00,1.88 G,10.81 G,0.00 B,456.00 B
2019-06-16 22:44:02,1.88 G,10.81 G,29.13 K,1.73 M
2019-06-16 22:44:04,1.88 G,10.81 G,0.00 B,1.25 K
2019-06-16 22:44:06,1.88 G,10.81 G,0.00 B,2.30 K
2019-06-16 22:44:08,1.88 G,10.82 G,7.24 K,428.97 K
2019-06-16 22:44:10,1.88 G,10.82 G,0.00 B,816.00 B
2019-06-16 22:44:12,1.88 G,10.82 G,0.00 B,1.18 K
2019-06-16 22:44:14,1.88 G,10.82 G,0.00 B,456.00 B
2019-06-16 22:44:16,1.88 G,10.82 G,36.27 K,2.17 M
2019-06-16 22:44:18,1.88 G,10.82 G,204.00 B,1.39 K
2019-06-16 22:44:20,1.88 G,10.82 G,0.00 B,672.00 B
2019-06-16 22:44:22,1.88 G,10.82 G,12.54 K,376.38 K
2019-06-16 22:44:24,1.88 G,10.82 G,27.63 K,2.42 M
2019-06-16 22:44:26,1.88 G,10.83 G,0.00 B,552.00 B
2019-06-16 22:44:28,1.88 G,10.83 G,0.00 B,1.17 K
2019-06-16 22:44:30,1.88 G,10.83 G,11.73 K,510.24 K
