2019-06-15 16:25:44,17.71 G,276.93 G,472.57 K,2.31 M
2019-06-15 16:25:46,17.71 G,276.94 G,450.39 K,2.25 M
2019-06-15 16:25:48,17.71 G,276.94 G,408.12 K,1.96 M
2019-06-15 16:25:50,17.71 G,276.95 G,384.02 K,1.98 M
2019-06-15 16:25:52,17.71 G,276.95 G,409.92 K,2.02 M
2019-06-15 16:25:54,17.71 G,276.95 G,405.23 K,2.04 M
2019-06-15 16:25:56,17.72 G,276.96 G,455.51 K,2.18 M
2019-06-15 16:25:58,17.72 G,276.96 G,353.65 K,1.75 M
2019-06-15 16:26:00,17.72 G,276.97 G,125.80 K,645.35 K
2019-06-15 16:26:02,17.72 G,276.97 G,293.88 K,1.29 M
2019-06-15 16:26:04,17.72 G,276.97 G,360.91 K,1.61 M
2019-06-15 16:26:06,17.72 G,276.97 G,316.63 K,1.39 M
2019-06-15 16:26:08,17.72 G,276.98 G,348.52 K,1.55 M
2019-06-15 16:26:10,17.72 G,276.98 G,346.63 K,1.55 M
2019-06-15 16:26:12,17.72 G,276.98 G,333.06 K,1.49 M
2019-06-15 16:26:14,17.72 G,276.98 G,326.79 K,1.45 M
2019-06-15 16:26:17,17.72 G,276.99 G,350.08 K,1.63 M
2019-06-15 16:26:19,17.72 G,276.99 G,361.44 K,1.67 M
2019-06-15 16:26:21,17.72 G,277.00 G,382.22 K,1.80 M
2019-06-15 16:26:24,17.72 G,277.00 G,397.94 K,1.85 M
2019-06-15 16:26:26,17.72 G,277.00 G,369.78 K,1.72 M
2019-06-15 16:26:28,17.73 G,277.01 G,423.47 K,1.95 M
2019-06-15 16:26:30,17.73 G,277.01 G,425.23 K,1.89 M
2019-06-15 16:26:34,17.73 G,277.01 G,298.76 K,1.28 M
2019-06-15 16:26:36,17.73 G,277.02 G,323.97 K,1.38 M
2019-06-15 16:26:38,17.73 G,277.02 G,335.18 K,1.43 M
2019-06-15 16:26:40,17.73 G,277.02 G,312.77 K,1.33 M
2019-06-15 16:26:42,17.73 G,277.02 G,322.13 K,1.36 M
2019-06-15 16:26:44,17.73 G,277.03 G,277.98 K,1.19 M
2019-06-15 16:26:46,17.73 G,277.03 G,288.94 K,1.23 M
2019-06-15 16:26:48,17.73 G,277.03 G,308.56 K,1.30 M
2019-06-15 16:26:50,17.73 G,277.03 G,317.29 K,1.34 M
2019-06-15 16:26:52,17.73 G,277.04 G,297.06 K,1.27 M
2019-06-15 16:26:54,17.73 G,277.04 G,309.49 K,1.31 M
2019-06-15 16:26:56,17.73 G,277.04 G,305.61 K,1.30 M
2019-06-15 16:26:58,17.73 G,277.04 G,294.80 K,1.26 M
2019-06-15 16:27:00,17.73 G,277.05 G,308.71 K,1.33 M
2019-06-15 16:27:02,17.74 G,277.05 G,318.38 K,1.34 M
2019-06-15 16:27:04,17.74 G,277.05 G,295.85 K,1.25 M
2019-06-15 16:27:06,17.74 G,277.05 G,315.58 K,1.34 M
2019-06-15 16:27:08,17.74 G,277.06 G,331.97 K,1.41 M
2019-06-15 16:27:10,17.74 G,277.06 G,322.00 K,1.37 M
2019-06-15 16:27:12,17.74 G,277.06 G,317.08 K,1.35 M
2019-06-15 16:27:14,17.74 G,277.06 G,330.49 K,1.40 M
2019-06-15 16:27:16,17.74 G,277.07 G,361.14 K,1.52 M
2019-06-15 16:27:18,17.74 G,277.07 G,342.50 K,1.45 M
2019-06-15 16:27:20,17.74 G,277.07 G,328.65 K,1.39 M
2019-06-15 16:27:22,17.74 G,277.08 G,308.12 K,1.31 M
2019-06-15 16:27:24,17.74 G,277.08 G,299.06 K,1.27 M
2019-06-15 16:27:26,17.74 G,277.08 G,298.09 K,1.27 M
2019-06-15 16:27:28,17.74 G,277.08 G,307.49 K,1.30 M
2019-06-15 16:27:30,17.74 G,277.09 G,306.33 K,1.30 M
2019-06-15 16:27:32,17.74 G,277.09 G,287.98 K,1.21 M
2019-06-15 16:27:34,17.75 G,277.09 G,303.28 K,1.28 M
2019-06-15 16:27:36,17.75 G,277.09 G,305.86 K,1.29 M
2019-06-15 16:27:38,17.75 G,277.10 G,321.76 K,1.36 M
2019-06-15 16:27:40,17.75 G,277.10 G,302.72 K,1.29 M
2019-06-15 16:27:42,17.75 G,277.10 G,287.64 K,1.22 M
2019-06-15 16:27:44,17.75 G,277.10 G,287.54 K,1.23 M
2019-06-15 16:27:46,17.75 G,277.11 G,281.12 K,1.19 M
2019-06-15 16:27:48,17.75 G,277.11 G,333.48 K,1.41 M
2019-06-15 16:27:50,17.75 G,277.11 G,292.98 K,1.25 M
2019-06-15 16:27:52,17.75 G,277.11 G,274.43 K,1.17 M
2019-06-15 16:27:54,17.75 G,277.12 G,318.87 K,1.34 M
2019-06-15 16:27:56,17.75 G,277.12 G,326.70 K,1.39 M
2019-06-15 16:27:58,17.75 G,277.12 G,313.55 K,1.33 M
2019-06-15 16:28:00,17.75 G,277.12 G,307.36 K,1.31 M
2019-06-15 16:28:02,17.75 G,277.13 G,329.04 K,1.40 M
2019-06-15 16:28:04,17.75 G,277.13 G,308.38 K,1.30 M
2019-06-15 16:28:06,17.75 G,277.13 G,311.68 K,1.33 M
2019-06-15 16:28:08,17.76 G,277.13 G,286.33 K,1.22 M
2019-06-15 16:28:10,17.76 G,277.14 G,322.17 K,1.37 M
2019-06-15 16:28:12,17.76 G,277.14 G,318.53 K,1.35 M
2019-06-15 16:28:14,17.76 G,277.14 G,221.72 K,967.89 K
2019-06-15 16:28:16,17.76 G,277.14 G,306.75 K,1.30 M
2019-06-15 16:28:18,17.76 G,277.15 G,283.21 K,1.20 M
2019-06-15 16:28:20,17.76 G,277.15 G,259.80 K,1.10 M
2019-06-15 16:28:22,17.76 G,277.15 G,267.44 K,1.14 M
2019-06-15 16:28:24,17.76 G,277.15 G,297.97 K,1.26 M
2019-06-15 16:28:26,17.76 G,277.16 G,301.73 K,1.28 M
2019-06-15 16:28:28,17.76 G,277.16 G,301.91 K,1.28 M
2019-06-15 16:28:30,17.76 G,277.16 G,319.93 K,1.36 M
2019-06-15 16:28:32,17.76 G,277.16 G,304.77 K,1.29 M
2019-06-15 16:28:34,17.76 G,277.17 G,282.18 K,1.19 M
2019-06-15 16:28:36,17.76 G,277.17 G,298.19 K,1.26 M
2019-06-15 16:28:38,17.76 G,277.17 G,325.46 K,1.38 M
2019-06-15 16:28:40,17.76 G,277.17 G,323.08 K,1.37 M
2019-06-15 16:28:42,17.76 G,277.18 G,288.58 K,1.23 M
2019-06-15 16:28:44,17.77 G,277.18 G,341.00 K,1.45 M
2019-06-15 16:28:46,17.77 G,277.18 G,298.05 K,1.26 M
2019-06-15 16:28:48,17.77 G,277.18 G,274.17 K,1.17 M
2019-06-15 16:28:50,17.77 G,277.19 G,323.72 K,1.38 M
2019-06-15 16:28:52,17.77 G,277.19 G,287.47 K,1.22 M
2019-06-15 16:28:54,17.77 G,277.19 G,316.45 K,1.34 M
2019-06-15 16:28:56,17.77 G,277.19 G,305.71 K,1.30 M
2019-06-15 16:28:58,17.77 G,277.20 G,344.80 K,1.46 M
2019-06-15 16:29:00,17.77 G,277.20 G,292.05 K,1.25 M
2019-06-15 16:29:02,17.77 G,277.20 G,299.63 K,1.27 M
2019-06-15 16:29:04,17.77 G,277.20 G,276.02 K,1.17 M
2019-06-15 16:29:06,17.77 G,277.21 G,290.07 K,1.23 M
2019-06-15 16:29:08,17.77 G,277.21 G,294.19 K,1.24 M
2019-06-15 16:29:10,17.77 G,277.21 G,296.40 K,1.26 M
2019-06-15 16:29:12,17.77 G,277.21 G,278.08 K,1.18 M
2019-06-15 16:29:14,17.77 G,277.22 G,292.16 K,1.25 M
2019-06-15 16:29:16,17.77 G,277.22 G,303.00 K,1.28 M
2019-06-15 16:29:18,17.78 G,277.22 G,316.23 K,1.34 M
2019-06-15 16:29:20,17.78 G,277.22 G,276.01 K,1.17 M
2019-06-15 16:29:22,17.78 G,277.23 G,293.93 K,1.24 M
2019-06-15 16:29:24,17.78 G,277.23 G,284.03 K,1.21 M
2019-06-15 16:29:26,17.78 G,277.23 G,278.74 K,1.18 M
2019-06-15 16:29:28,17.78 G,277.23 G,314.32 K,1.33 M
2019-06-15 16:29:30,17.78 G,277.24 G,272.55 K,1.15 M
2019-06-15 16:29:32,17.78 G,277.24 G,282.64 K,1.20 M
2019-06-15 16:29:34,17.78 G,277.24 G,335.92 K,1.42 M
2019-06-15 16:29:36,17.78 G,277.24 G,276.80 K,1.18 M
2019-06-15 16:29:38,17.78 G,277.25 G,300.17 K,1.27 M
2019-06-15 16:29:40,17.78 G,277.25 G,293.25 K,1.24 M
2019-06-15 16:29:42,17.78 G,277.25 G,276.31 K,1.17 M
2019-06-15 16:29:44,17.78 G,277.25 G,287.00 K,1.21 M
2019-06-15 16:29:46,17.78 G,277.25 G,252.51 K,1.08 M
2019-06-15 16:29:48,17.78 G,277.26 G,240.57 K,1.03 M
2019-06-15 16:29:50,17.78 G,277.26 G,278.72 K,1.18 M
2019-06-15 16:29:52,17.78 G,277.26 G,287.47 K,1.22 M
2019-06-15 16:29:54,17.78 G,277.26 G,303.71 K,1.28 M
2019-06-15 16:29:56,17.79 G,277.27 G,260.91 K,1.11 M
2019-06-15 16:29:58,17.79 G,277.27 G,328.45 K,1.39 M
2019-06-15 16:30:00,17.79 G,277.27 G,280.68 K,1.19 M
2019-06-15 16:30:02,17.79 G,277.27 G,144.32 K,629.69 K
2019-06-15 16:30:04,17.79 G,277.27 G,360.41 K,1.52 M
2019-06-15 16:30:06,17.79 G,277.28 G,379.74 K,1.61 M
2019-06-15 16:30:08,17.79 G,277.28 G,402.55 K,1.70 M
2019-06-15 16:30:10,17.79 G,277.28 G,384.67 K,1.63 M
2019-06-15 16:30:12,17.79 G,277.29 G,379.65 K,1.61 M
2019-06-15 16:30:14,17.79 G,277.29 G,382.58 K,1.62 M
2019-06-15 16:30:16,17.79 G,277.29 G,304.13 K,1.29 M
2019-06-15 16:30:18,17.79 G,277.30 G,318.18 K,1.35 M
2019-06-15 16:30:20,17.79 G,277.30 G,352.09 K,1.82 M
2019-06-15 16:30:22,17.79 G,277.30 G,289.24 K,1.23 M
2019-06-15 16:30:24,17.79 G,277.30 G,30.88 K,116.01 K
2019-06-15 16:30:26,17.79 G,277.30 G,30.87 K,131.94 K
2019-06-15 16:30:28,17.79 G,277.30 G,47.24 K,200.81 K
2019-06-15 16:30:30,17.79 G,277.30 G,233.05 K,1015.58 K
2019-06-15 16:30:32,17.79 G,277.31 G,274.23 K,1.17 M
2019-06-15 16:30:34,17.80 G,277.31 G,297.75 K,1.26 M
2019-06-15 16:30:36,17.80 G,277.31 G,316.12 K,1.34 M
2019-06-15 16:30:38,17.80 G,277.31 G,294.26 K,1.26 M
2019-06-15 16:30:40,17.80 G,277.32 G,292.82 K,1.25 M
2019-06-15 16:30:42,17.80 G,277.32 G,258.49 K,1.11 M
2019-06-15 16:30:44,17.80 G,277.32 G,285.11 K,1.21 M
2019-06-15 16:30:46,17.80 G,277.32 G,278.70 K,1.18 M
2019-06-15 16:30:48,17.80 G,277.33 G,241.03 K,1.02 M
2019-06-15 16:30:50,17.80 G,277.33 G,289.24 K,1.23 M
2019-06-15 16:30:52,17.80 G,277.33 G,297.20 K,1.26 M
2019-06-15 16:30:54,17.80 G,277.33 G,283.24 K,1.21 M
2019-06-15 16:30:56,17.80 G,277.33 G,288.68 K,1.24 M
2019-06-15 16:30:58,17.80 G,277.34 G,61.79 K,273.42 K
2019-06-15 16:31:02,17.80 G,277.34 G,352.74 K,1.54 M
2019-06-15 16:31:04,17.80 G,277.34 G,319.66 K,1.40 M
2019-06-15 16:31:06,17.80 G,277.35 G,339.81 K,1.48 M
2019-06-15 16:31:08,17.80 G,277.35 G,330.49 K,1.44 M
2019-06-15 16:31:10,17.80 G,277.35 G,350.17 K,1.52 M
2019-06-15 16:31:12,17.81 G,277.35 G,321.20 K,1.43 M
2019-06-15 16:31:14,17.81 G,277.36 G,337.81 K,1.50 M
2019-06-15 16:31:16,17.81 G,277.36 G,332.35 K,1.46 M
2019-06-15 16:31:18,17.81 G,277.36 G,352.54 K,1.57 M
2019-06-15 16:31:20,17.81 G,277.37 G,332.20 K,1.47 M
2019-06-15 16:31:22,17.81 G,277.37 G,318.15 K,1.39 M
2019-06-15 16:31:25,17.81 G,277.37 G,113.63 K,534.84 K
2019-06-15 16:31:31,17.81 G,277.37 G,310.41 K,1.37 M
2019-06-15 16:31:33,17.81 G,277.38 G,319.84 K,1.42 M
2019-06-15 16:31:35,17.81 G,277.38 G,312.13 K,1.37 M
2019-06-15 16:31:37,17.81 G,277.38 G,300.64 K,1.33 M
2019-06-15 16:31:39,17.81 G,277.39 G,322.18 K,1.42 M
2019-06-15 16:31:41,17.81 G,277.39 G,313.57 K,1.38 M
2019-06-15 16:31:43,17.81 G,277.39 G,326.59 K,1.45 M
2019-06-15 16:31:46,17.81 G,277.39 G,299.23 K,1.37 M
2019-06-15 16:31:48,17.81 G,277.40 G,299.69 K,1.37 M
2019-06-15 16:31:50,17.82 G,277.40 G,324.15 K,1.50 M
2019-06-15 16:31:52,17.82 G,277.40 G,306.89 K,1.42 M
2019-06-15 16:31:54,17.82 G,277.41 G,289.36 K,1.33 M
2019-06-15 16:31:56,17.82 G,277.41 G,288.72 K,1.32 M
2019-06-15 16:31:58,17.82 G,277.41 G,305.32 K,1.40 M
2019-06-15 16:32:00,17.82 G,277.41 G,283.78 K,1.32 M
2019-06-15 16:32:02,17.82 G,277.42 G,304.44 K,1.39 M
2019-06-15 16:32:04,17.82 G,277.42 G,306.68 K,1.41 M
2019-06-15 16:32:06,17.82 G,277.42 G,289.48 K,1.33 M
2019-06-15 16:32:08,17.82 G,277.42 G,285.98 K,1.31 M
2019-06-15 16:32:10,17.82 G,277.43 G,294.71 K,1.36 M
2019-06-15 16:32:12,17.82 G,277.43 G,287.49 K,1.31 M
2019-06-15 16:32:14,17.82 G,277.43 G,280.82 K,1.29 M
2019-06-15 16:32:16,17.82 G,277.43 G,297.16 K,1.37 M
2019-06-15 16:32:18,17.82 G,277.44 G,294.11 K,1.35 M
2019-06-15 16:32:20,17.82 G,277.44 G,300.03 K,1.38 M
2019-06-15 16:32:22,17.82 G,277.44 G,295.98 K,1.36 M
2019-06-15 16:32:24,17.82 G,277.44 G,309.26 K,1.43 M
2019-06-15 16:32:26,17.83 G,277.45 G,301.63 K,1.38 M
2019-06-15 16:32:28,17.83 G,277.45 G,290.01 K,1.33 M
2019-06-15 16:32:30,17.83 G,277.45 G,35.66 K,175.10 K
2019-06-15 16:32:32,17.83 G,277.45 G,304.95 K,1.30 M
2019-06-15 16:32:34,17.83 G,277.46 G,342.51 K,1.47 M
2019-06-15 16:32:36,17.83 G,277.46 G,341.01 K,1.47 M
2019-06-15 16:32:38,17.83 G,277.46 G,319.34 K,1.38 M
2019-06-15 16:32:43,17.83 G,277.47 G,324.06 K,1.45 M
2019-06-15 16:32:45,17.83 G,277.47 G,187.71 K,845.77 K
2019-06-15 16:32:48,17.83 G,277.47 G,338.89 K,1.48 M
2019-06-15 16:32:50,17.83 G,277.47 G,328.65 K,1.44 M
2019-06-15 16:32:52,17.83 G,277.48 G,328.91 K,1.43 M
2019-06-15 16:32:54,17.83 G,277.48 G,341.48 K,1.50 M
2019-06-15 16:32:56,17.83 G,277.48 G,306.52 K,1.34 M
2019-06-15 16:32:58,17.83 G,277.48 G,344.14 K,1.50 M
2019-06-15 16:33:00,17.83 G,277.49 G,378.45 K,1.65 M
2019-06-15 16:33:02,17.83 G,277.49 G,328.65 K,1.44 M
2019-06-15 16:33:04,17.84 G,277.49 G,328.25 K,1.43 M
2019-06-15 16:33:06,17.84 G,277.50 G,342.26 K,1.52 M
2019-06-15 16:33:08,17.84 G,277.50 G,337.66 K,1.50 M
2019-06-15 16:33:10,17.84 G,277.50 G,336.18 K,1.47 M
2019-06-15 16:33:12,17.84 G,277.51 G,357.50 K,1.58 M
2019-06-15 16:33:14,17.84 G,277.51 G,334.04 K,1.47 M
2019-06-15 16:33:16,17.84 G,277.51 G,345.31 K,1.52 M
2019-06-15 16:33:18,17.84 G,277.51 G,330.61 K,1.46 M
2019-06-15 16:33:20,17.84 G,277.52 G,364.57 K,1.58 M
2019-06-15 16:33:22,17.84 G,277.52 G,335.97 K,1.48 M
