2019-06-05 04:23:18,15.82 G,73.43 G,0.00 B,384.00 B
2019-06-05 04:23:20,15.82 G,73.43 G,1.99 K,59.99 K
2019-06-05 04:23:22,15.82 G,73.43 G,0.00 B,384.00 B
2019-06-05 04:23:24,15.82 G,73.43 G,14.88 K,591.46 K
2019-06-05 04:23:26,15.82 G,73.43 G,0.00 B,540.00 B
2019-06-05 04:23:28,15.82 G,73.43 G,0.00 B,216.00 B
2019-06-05 04:23:30,15.82 G,73.43 G,23.46 K,1.01 M
2019-06-05 04:23:32,15.82 G,73.43 G,37.38 K,1.65 M
2019-06-05 04:23:34,15.82 G,73.44 G,49.05 K,1.88 M
2019-06-05 04:23:36,15.82 G,73.44 G,51.95 K,2.38 M
2019-06-05 04:23:38,15.82 G,73.45 G,54.33 K,2.48 M
2019-06-05 04:23:40,15.82 G,73.45 G,21.66 K,1.01 M
2019-06-05 04:23:42,15.82 G,73.45 G,0.00 B,984.00 B
2019-06-05 04:23:44,15.82 G,73.45 G,9.38 K,306.04 K
2019-06-05 04:23:46,15.82 G,73.45 G,414.93 K,1.23 M
2019-06-05 04:23:48,15.82 G,73.45 G,0.00 B,756.00 B
2019-06-05 04:23:50,15.82 G,73.45 G,5.82 K,144.85 K
2019-06-05 04:23:52,15.82 G,73.46 G,30.92 K,71.42 K
2019-06-05 04:23:54,15.82 G,73.46 G,0.00 B,216.00 B
2019-06-05 04:23:56,15.82 G,73.46 G,33.85 K,1.05 M
2019-06-05 04:23:58,15.82 G,73.46 G,39.83 K,2.42 M
2019-06-05 04:24:00,15.82 G,73.47 G,50.14 K,2.33 M
2019-06-05 04:24:02,15.82 G,73.47 G,50.34 K,2.29 M
2019-06-05 04:24:04,15.82 G,73.48 G,61.04 K,2.20 M
2019-06-05 04:24:06,15.82 G,73.48 G,47.20 K,2.14 M
2019-06-05 04:24:08,15.82 G,73.48 G,35.26 K,1.60 M
2019-06-05 04:24:10,15.82 G,73.49 G,27.01 K,1.22 M
2019-06-05 04:24:12,15.82 G,73.49 G,34.68 K,1.59 M
2019-06-05 04:24:14,15.82 G,73.49 G,31.65 K,1.45 M
2019-06-05 04:24:16,15.82 G,73.49 G,28.49 K,1.30 M
2019-06-05 04:24:18,15.82 G,73.50 G,28.29 K,1.29 M
2019-06-05 04:24:20,15.82 G,73.50 G,5.22 K,245.81 K
2019-06-05 04:24:22,15.82 G,73.50 G,11.54 K,540.85 K
2019-06-05 04:24:24,15.82 G,73.50 G,16.83 K,746.20 K
2019-06-05 04:24:26,15.82 G,73.50 G,19.79 K,920.68 K
2019-06-05 04:24:28,15.82 G,73.50 G,22.09 K,840.34 K
2019-06-05 04:24:30,15.82 G,73.51 G,25.59 K,1.17 M
2019-06-05 04:24:32,15.82 G,73.51 G,28.17 K,1.30 M
2019-06-05 04:24:34,15.82 G,73.51 G,40.81 K,1.60 M
2019-06-05 04:24:36,15.82 G,73.51 G,43.05 K,1.98 M
2019-06-05 04:24:38,15.82 G,73.52 G,40.63 K,2.43 M
2019-06-05 04:24:40,15.82 G,73.52 G,36.03 K,2.42 M
2019-06-05 04:24:42,15.82 G,73.53 G,0.00 B,924.00 B
2019-06-05 04:24:44,15.82 G,73.53 G,0.00 B,492.00 B
2019-06-05 04:24:46,15.82 G,73.53 G,0.00 B,996.00 B
2019-06-05 04:24:48,15.82 G,73.53 G,0.00 B,384.00 B
2019-06-05 04:24:50,15.82 G,73.53 G,0.00 B,384.00 B
2019-06-05 04:24:52,15.82 G,73.53 G,0.00 B,648.00 B
2019-06-05 04:24:54,15.82 G,73.53 G,0.00 B,768.00 B
2019-06-05 04:24:56,15.82 G,73.53 G,30.12 K,1.23 M
2019-06-05 04:24:58,15.82 G,73.53 G,51.88 K,2.42 M
2019-06-05 04:25:00,15.82 G,73.54 G,53.04 K,2.42 M
2019-06-05 04:25:02,15.82 G,73.54 G,53.50 K,2.41 M
2019-06-05 04:25:05,15.82 G,73.55 G,52.59 K,2.41 M
2019-06-05 04:25:07,15.82 G,73.55 G,52.92 K,2.41 M
2019-06-05 04:25:09,15.82 G,73.56 G,54.27 K,2.45 M
2019-06-05 04:25:11,15.82 G,73.56 G,52.55 K,2.33 M
2019-06-05 04:25:13,15.82 G,73.56 G,55.14 K,1.84 M
2019-06-05 04:25:15,15.82 G,73.57 G,61.91 K,1.17 M
2019-06-05 04:25:17,15.82 G,73.57 G,46.80 K,975.42 K
2019-06-05 04:25:19,15.82 G,73.57 G,41.94 K,877.64 K
2019-06-05 04:25:21,15.82 G,73.57 G,44.21 K,906.49 K
2019-06-05 04:25:23,15.82 G,73.57 G,46.24 K,961.35 K
2019-06-05 04:25:25,15.82 G,73.58 G,40.78 K,841.29 K
2019-06-05 04:25:27,15.82 G,73.58 G,34.46 K,723.97 K
2019-06-05 04:25:29,15.82 G,73.58 G,42.16 K,880.28 K
2019-06-05 04:25:31,15.82 G,73.58 G,35.78 K,748.56 K
