2019-06-14 01:19:39,7.80 G,160.59 G,42.00 B,60.00 B
2019-06-14 01:19:41,7.80 G,160.59 G,0.00 B,0.00 B
2019-06-14 01:19:43,7.80 G,160.59 G,2.06 K,58.83 K
2019-06-14 01:19:45,7.80 G,160.59 G,0.00 B,0.00 B
2019-06-14 01:19:47,7.80 G,160.59 G,2.00 K,54.99 K
2019-06-14 01:19:49,7.80 G,160.59 G,3.16 K,76.11 K
2019-06-14 01:19:51,7.80 G,160.59 G,27.39 K,2.42 M
2019-06-14 01:19:53,7.80 G,160.60 G,5.64 K,524.34 K
2019-06-14 01:19:55,7.80 G,160.60 G,0.00 B,0.00 B
2019-06-14 01:19:57,7.80 G,160.60 G,0.00 B,120.00 B
2019-06-14 01:19:59,7.80 G,160.60 G,26.73 K,1.48 M
2019-06-14 01:20:01,7.80 G,160.60 G,24.62 K,2.42 M
2019-06-14 01:20:03,7.80 G,160.61 G,29.26 K,2.41 M
2019-06-14 01:20:05,7.80 G,160.61 G,27.78 K,2.41 M
2019-06-14 01:20:07,7.80 G,160.62 G,24.49 K,2.42 M
2019-06-14 01:20:09,7.80 G,160.62 G,23.29 K,2.42 M
2019-06-14 01:20:11,7.80 G,160.63 G,27.73 K,2.41 M
2019-06-14 01:20:13,7.80 G,160.63 G,28.10 K,2.41 M
2019-06-14 01:20:15,7.80 G,160.63 G,24.71 K,2.37 M
2019-06-14 01:20:17,7.80 G,160.63 G,0.00 B,0.00 B
2019-06-14 01:20:19,7.80 G,160.63 G,0.00 B,0.00 B
2019-06-14 01:20:21,7.80 G,160.64 G,12.95 K,441.13 K
2019-06-14 01:20:23,7.80 G,160.64 G,29.97 K,2.43 M
2019-06-14 01:20:25,7.80 G,160.64 G,29.46 K,2.41 M
2019-06-14 01:20:27,7.80 G,160.65 G,28.13 K,2.42 M
2019-06-14 01:20:29,7.80 G,160.65 G,25.65 K,2.43 M
2019-06-14 01:20:31,7.80 G,160.66 G,26.10 K,2.43 M
2019-06-14 01:20:33,7.80 G,160.66 G,285.30 K,923.27 K
2019-06-14 01:20:35,7.80 G,160.66 G,0.00 B,0.00 B
2019-06-14 01:20:37,7.80 G,160.66 G,0.00 B,0.00 B
2019-06-14 01:20:39,7.80 G,160.66 G,34.68 K,1.16 M
2019-06-14 01:20:41,7.80 G,160.67 G,28.94 K,2.43 M
2019-06-14 01:20:43,7.80 G,160.67 G,32.38 K,2.43 M
