2019-06-14 22:41:45,15.60 G,218.40 G,0.00 B,216.00 B
2019-06-14 22:41:47,15.60 G,218.41 G,25.33 K,1.62 M
2019-06-14 22:41:49,15.60 G,218.41 G,26.04 K,2.42 M
2019-06-14 22:41:51,15.60 G,218.42 G,26.81 K,2.40 M
2019-06-14 22:41:53,15.60 G,218.42 G,25.89 K,1.81 M
2019-06-14 22:41:55,15.60 G,218.42 G,44.36 K,1.25 M
2019-06-14 22:41:57,15.60 G,218.43 G,46.96 K,1.45 M
2019-06-14 22:41:59,15.60 G,218.43 G,51.48 K,1.56 M
2019-06-14 22:42:01,15.60 G,218.43 G,48.48 K,1.49 M
2019-06-14 22:42:03,15.60 G,218.43 G,0.00 B,648.00 B
2019-06-14 22:42:05,15.60 G,218.43 G,0.00 B,972.00 B
2019-06-14 22:42:07,15.60 G,218.43 G,16.84 K,1.12 M
2019-06-14 22:42:09,15.60 G,218.44 G,27.90 K,2.41 M
2019-06-14 22:42:11,15.60 G,218.44 G,27.50 K,2.41 M
2019-06-14 22:42:13,15.60 G,218.45 G,12.48 K,1.08 M
2019-06-14 22:42:15,15.60 G,218.45 G,0.00 B,888.00 B
2019-06-14 22:42:17,15.60 G,218.45 G,0.00 B,492.00 B
2019-06-14 22:42:19,15.60 G,218.45 G,0.00 B,1.01 K
2019-06-14 22:42:21,15.60 G,218.45 G,132.00 B,1.13 K
2019-06-14 22:42:23,15.60 G,218.45 G,0.00 B,984.00 B
2019-06-14 22:42:25,15.60 G,218.45 G,29.13 K,2.42 M
2019-06-14 22:42:27,15.60 G,218.45 G,17.42 K,1.50 M
2019-06-14 22:42:29,15.60 G,218.45 G,0.00 B,948.00 B
2019-06-14 22:42:31,15.60 G,218.45 G,0.00 B,1.12 K
2019-06-14 22:42:33,15.60 G,218.46 G,27.20 K,2.41 M
2019-06-14 22:42:35,15.60 G,218.46 G,26.68 K,2.41 M
2019-06-14 22:42:37,15.60 G,218.47 G,26.68 K,2.42 M
2019-06-14 22:42:39,15.60 G,218.47 G,27.20 K,2.41 M
2019-06-14 22:42:41,15.60 G,218.48 G,26.75 K,2.42 M
2019-06-14 22:42:43,15.60 G,218.48 G,26.98 K,2.41 M
2019-06-14 22:42:45,15.60 G,218.49 G,27.91 K,2.41 M
2019-06-14 22:42:47,15.60 G,218.49 G,0.00 B,1.38 K
2019-06-14 22:42:49,15.60 G,218.49 G,0.00 B,816.00 B
2019-06-14 22:42:51,15.60 G,218.49 G,27.07 K,2.41 M
2019-06-14 22:42:53,15.60 G,218.49 G,0.00 B,816.00 B
2019-06-14 22:42:55,15.60 G,218.49 G,0.00 B,876.00 B
2019-06-14 22:42:57,15.60 G,218.49 G,27.02 K,2.07 M
2019-06-14 22:42:59,15.60 G,218.50 G,24.90 K,2.42 M
2019-06-14 22:43:01,15.60 G,218.50 G,97.34 K,2.08 M
2019-06-14 22:43:03,15.61 G,218.50 G,96.70 K,2.06 M
2019-06-14 22:43:05,15.61 G,218.51 G,92.54 K,1.94 M
2019-06-14 22:43:07,15.61 G,218.51 G,99.57 K,2.10 M
2019-06-14 22:43:09,15.61 G,218.52 G,98.47 K,2.11 M
2019-06-14 22:43:11,15.61 G,218.52 G,96.08 K,2.00 M
2019-06-14 22:43:13,15.61 G,218.52 G,98.37 K,2.09 M
2019-06-14 22:43:15,15.61 G,218.53 G,97.32 K,2.07 M
2019-06-14 22:43:17,15.61 G,218.53 G,94.26 K,1.99 M
2019-06-14 22:43:19,15.61 G,218.53 G,0.00 B,1.48 K
2019-06-14 22:43:21,15.61 G,218.53 G,0.00 B,984.00 B
2019-06-14 22:43:23,15.61 G,218.53 G,8.35 K,477.47 K
