2019-06-25 16:04:47,22.69 G,317.66 G,3.73 K,4.32 K
2019-06-25 16:04:49,22.69 G,317.66 G,0.00 B,996.00 B
2019-06-25 16:04:51,22.69 G,317.66 G,0.00 B,288.00 B
2019-06-25 16:04:53,22.69 G,317.66 G,0.00 B,396.00 B
2019-06-25 16:04:55,22.69 G,317.66 G,2.22 K,3.21 K
2019-06-25 16:04:57,22.69 G,317.66 G,55.00 B,678.00 B
2019-06-25 16:04:59,22.69 G,317.66 G,0.00 B,336.00 B
2019-06-25 16:05:01,22.69 G,317.66 G,1.09 K,1.55 K
2019-06-25 16:05:03,22.69 G,317.66 G,2.29 K,3.06 K
2019-06-25 16:05:05,22.69 G,317.66 G,0.00 B,972.00 B
2019-06-25 16:05:07,22.69 G,317.66 G,55.00 B,990.00 B
2019-06-25 16:05:09,22.69 G,317.66 G,42.00 B,660.00 B
2019-06-25 16:05:11,22.69 G,317.66 G,2.22 K,2.92 K
2019-06-25 16:05:13,22.69 G,317.66 G,0.00 B,1.14 K
2019-06-25 16:05:15,22.69 G,317.66 G,0.00 B,864.00 B
2019-06-25 16:05:17,22.69 G,317.66 G,55.00 B,402.00 B
2019-06-25 16:05:19,22.69 G,317.66 G,0.00 B,444.00 B
2019-06-25 16:05:21,22.69 G,317.66 G,0.00 B,951.00 B
2019-06-25 16:05:23,22.69 G,317.66 G,0.00 B,324.00 B
2019-06-25 16:05:25,22.69 G,317.66 G,0.00 B,288.00 B
2019-06-25 16:05:27,22.69 G,317.66 G,55.00 B,882.00 B
2019-06-25 16:05:29,22.69 G,317.66 G,0.00 B,384.00 B
2019-06-25 16:05:31,22.69 G,317.66 G,0.00 B,1.28 K
2019-06-25 16:05:33,22.69 G,317.66 G,0.00 B,936.00 B
2019-06-25 16:05:35,22.69 G,317.66 G,0.00 B,720.00 B
2019-06-25 16:05:37,22.69 G,317.66 G,97.00 B,10.94 K
2019-06-25 16:05:39,22.69 G,317.66 G,0.00 B,1.14 K
2019-06-25 16:05:41,22.69 G,317.66 G,84.00 B,1.66 K
2019-06-25 16:05:43,22.69 G,317.66 G,2.23 K,2.51 K
2019-06-25 16:05:45,22.69 G,317.66 G,0.00 B,600.00 B
2019-06-25 16:05:47,22.69 G,317.66 G,1.11 K,1.97 K
2019-06-25 16:05:49,22.69 G,317.66 G,0.00 B,348.00 B
2019-06-25 16:05:51,22.69 G,317.66 G,2.31 K,2.70 K
2019-06-25 16:05:53,22.69 G,317.66 G,0.00 B,540.00 B
2019-06-25 16:05:55,22.69 G,317.66 G,0.00 B,612.00 B
2019-06-25 16:05:58,22.69 G,317.66 G,55.00 B,738.00 B
2019-06-25 16:06:00,22.69 G,317.66 G,2.23 K,2.93 K
2019-06-25 16:06:02,22.69 G,317.66 G,54.00 B,1.14 K
2019-06-25 16:06:04,22.69 G,317.66 G,0.00 B,720.00 B
2019-06-25 16:06:06,22.69 G,317.66 G,0.00 B,648.00 B
2019-06-25 16:06:08,22.69 G,317.66 G,2.23 K,2.56 K
2019-06-25 16:06:10,22.69 G,317.66 G,42.00 B,552.00 B
2019-06-25 16:06:12,22.69 G,317.66 G,0.00 B,1.30 K
2019-06-25 16:06:14,22.69 G,317.66 G,0.00 B,876.00 B
2019-06-25 16:06:16,22.69 G,317.66 G,2.23 K,2.13 K
2019-06-25 16:06:18,22.69 G,317.66 G,0.00 B,552.00 B
2019-06-25 16:06:20,22.69 G,317.66 G,0.00 B,600.00 B
2019-06-25 16:06:22,22.69 G,317.66 G,0.00 B,444.00 B
2019-06-25 16:06:24,22.69 G,317.66 G,0.00 B,672.00 B
2019-06-25 16:06:26,22.69 G,317.66 G,0.00 B,924.00 B
2019-06-25 16:06:28,22.69 G,317.66 G,0.00 B,816.00 B
2019-06-25 16:06:30,22.69 G,317.66 G,0.00 B,1.23 K
2019-06-25 16:06:32,22.69 G,317.66 G,0.00 B,648.00 B
2019-06-25 16:06:34,22.69 G,317.66 G,0.00 B,1.05 K
2019-06-25 16:06:36,22.69 G,317.66 G,0.00 B,1.08 K
2019-06-25 16:06:38,22.69 G,317.66 G,204.00 B,9.85 K
2019-06-25 16:06:40,22.69 G,317.66 G,2.23 K,3.63 K
2019-06-25 16:06:42,22.69 G,317.66 G,54.00 B,1.01 K
2019-06-25 16:06:44,22.69 G,317.66 G,0.00 B,552.00 B
2019-06-25 16:06:46,22.69 G,317.66 G,0.00 B,168.00 B
2019-06-25 16:06:48,22.69 G,317.66 G,0.00 B,762.00 B
2019-06-25 16:06:51,22.69 G,317.66 G,0.00 B,444.00 B
2019-06-25 16:06:53,22.69 G,317.66 G,93.69 K,371.37 K
2019-06-25 16:06:55,22.69 G,317.66 G,0.00 B,768.00 B
2019-06-25 16:06:57,22.69 G,317.66 G,128.11 K,403.89 K
2019-06-25 16:06:59,22.69 G,317.66 G,0.00 B,1.22 K
2019-06-25 16:07:01,22.70 G,317.66 G,58.24 K,178.23 K
2019-06-25 16:07:03,22.70 G,317.66 G,0.00 B,1.56 K
2019-06-25 16:07:05,22.70 G,317.66 G,0.00 B,924.00 B
2019-06-25 16:07:07,22.70 G,317.66 G,0.00 B,600.00 B
2019-06-25 16:07:09,22.70 G,317.66 G,0.00 B,1.07 K
2019-06-25 16:07:11,22.70 G,317.66 G,0.00 B,951.00 B
2019-06-25 16:07:13,22.70 G,317.66 G,0.00 B,540.00 B
2019-06-25 16:07:15,22.70 G,317.66 G,0.00 B,540.00 B
2019-06-25 16:07:17,22.70 G,317.66 G,0.00 B,596.00 B
2019-06-25 16:07:19,22.70 G,317.66 G,0.00 B,168.00 B
2019-06-25 16:07:21,22.70 G,317.66 G,0.00 B,540.00 B
2019-06-25 16:07:23,22.70 G,317.66 G,0.00 B,675.00 B
2019-06-25 16:07:25,22.70 G,317.66 G,0.00 B,540.00 B
2019-06-25 16:07:27,22.70 G,317.66 G,0.00 B,1.08 K
2019-06-25 16:07:29,22.70 G,317.66 G,0.00 B,984.00 B
2019-06-25 16:07:31,22.70 G,317.66 G,0.00 B,984.00 B
2019-06-25 16:07:33,22.70 G,317.66 G,0.00 B,1.70 K
2019-06-25 16:07:35,22.70 G,317.66 G,0.00 B,660.00 B
2019-06-25 16:07:37,22.70 G,317.67 G,0.00 B,13.44 K
2019-06-25 16:07:39,22.70 G,317.67 G,204.00 B,954.00 B
2019-06-25 16:07:41,22.70 G,317.67 G,42.00 B,768.00 B
2019-06-25 16:07:43,22.70 G,317.67 G,0.00 B,432.00 B
2019-06-25 16:07:45,22.70 G,317.67 G,0.00 B,324.00 B
2019-06-25 16:07:47,22.70 G,317.67 G,1.24 K,2.01 K
2019-06-25 16:07:49,22.70 G,317.67 G,0.00 B,552.00 B
2019-06-25 16:07:51,22.70 G,317.67 G,702.00 B,870.00 B
2019-06-25 16:07:53,22.70 G,317.67 G,6.60 K,7.50 K
2019-06-25 16:07:55,22.70 G,317.67 G,256.00 B,1.09 K
2019-06-25 16:07:57,22.70 G,317.67 G,4.39 K,4.07 K
2019-06-25 16:07:59,22.70 G,317.67 G,0.00 B,660.00 B
2019-06-25 16:08:01,22.70 G,317.67 G,0.00 B,1.11 K
2019-06-25 16:08:03,22.70 G,317.67 G,0.00 B,756.00 B
2019-06-25 16:08:05,22.70 G,317.67 G,0.00 B,600.00 B
2019-06-25 16:08:07,22.70 G,317.67 G,110.00 B,1.30 K
2019-06-25 16:08:09,22.70 G,317.67 G,0.00 B,648.00 B
2019-06-25 16:08:11,22.70 G,317.67 G,0.00 B,720.00 B
2019-06-25 16:08:13,22.70 G,317.67 G,42.00 B,840.00 B
2019-06-25 16:08:15,22.70 G,317.67 G,0.00 B,444.00 B
2019-06-25 16:08:17,22.70 G,317.67 G,110.00 B,300.00 B
2019-06-25 16:08:19,22.70 G,317.67 G,0.00 B,903.00 B
2019-06-25 16:08:21,22.70 G,317.67 G,0.00 B,492.00 B
2019-06-25 16:08:23,22.70 G,317.67 G,129.27 K,404.61 K
2019-06-25 16:08:25,22.70 G,317.67 G,0.00 B,1.02 K
2019-06-25 16:08:27,22.70 G,317.67 G,110.00 B,1.09 K
2019-06-25 16:08:29,22.70 G,317.67 G,0.00 B,1.59 K
2019-06-25 16:08:31,22.70 G,317.67 G,0.00 B,984.00 B
2019-06-25 16:08:33,22.70 G,317.67 G,83.34 K,263.00 K
2019-06-25 16:08:35,22.70 G,317.67 G,0.00 B,988.00 B
2019-06-25 16:08:37,22.70 G,317.67 G,55.00 B,13.18 K
2019-06-25 16:08:39,22.70 G,317.67 G,113.86 K,616.82 K
2019-06-25 16:08:41,22.70 G,317.67 G,0.00 B,783.00 B
2019-06-25 16:08:43,22.70 G,317.67 G,0.00 B,432.00 B
2019-06-25 16:08:45,22.70 G,317.67 G,128.78 K,631.06 K
2019-06-25 16:08:47,22.70 G,317.67 G,55.00 B,774.00 B
2019-06-25 16:08:49,22.70 G,317.67 G,0.00 B,432.00 B
2019-06-25 16:08:51,22.70 G,317.67 G,132.71 K,638.88 K
2019-06-25 16:08:53,22.70 G,317.67 G,0.00 B,816.00 B
2019-06-25 16:08:55,22.70 G,317.67 G,512.00 B,1.00 K
2019-06-25 16:08:57,22.70 G,317.67 G,127.38 K,629.50 K
2019-06-25 16:08:59,22.70 G,317.67 G,256.00 B,1.29 K
2019-06-25 16:09:01,22.70 G,317.67 G,0.00 B,828.00 B
2019-06-25 16:09:03,22.70 G,317.67 G,127.92 K,629.71 K
2019-06-25 16:09:05,22.70 G,317.67 G,0.00 B,756.00 B
2019-06-25 16:09:07,22.70 G,317.67 G,0.00 B,963.00 B
2019-06-25 16:09:09,22.70 G,317.67 G,127.67 K,636.70 K
2019-06-25 16:09:11,22.70 G,317.67 G,0.00 B,492.00 B
2019-06-25 16:09:13,22.70 G,317.67 G,0.00 B,600.00 B
2019-06-25 16:09:15,22.70 G,317.67 G,130.91 K,628.45 K
2019-06-25 16:09:17,22.70 G,317.67 G,0.00 B,996.00 B
2019-06-25 16:09:19,22.70 G,317.67 G,0.00 B,948.00 B
2019-06-25 16:09:21,22.70 G,317.68 G,138.23 K,633.67 K
2019-06-25 16:09:23,22.70 G,317.68 G,0.00 B,1.23 K
2019-06-25 16:09:25,22.70 G,317.68 G,0.00 B,1.34 K
2019-06-25 16:09:27,22.70 G,317.68 G,131.02 K,635.54 K
2019-06-25 16:09:29,22.70 G,317.68 G,0.00 B,1.16 K
2019-06-25 16:09:31,22.70 G,317.68 G,55.00 B,774.00 B
2019-06-25 16:09:34,22.70 G,317.68 G,87.33 K,419.98 K
2019-06-25 16:09:36,22.70 G,317.68 G,0.00 B,864.00 B
2019-06-25 16:09:38,22.70 G,317.68 G,228.00 B,13.41 K
2019-06-25 16:09:40,22.70 G,317.68 G,54.00 B,552.00 B
2019-06-25 16:09:42,22.70 G,317.68 G,259.00 B,588.00 B
2019-06-25 16:09:44,22.70 G,317.68 G,0.00 B,444.00 B
2019-06-25 16:09:46,22.70 G,317.68 G,0.00 B,540.00 B
2019-06-25 16:09:48,22.70 G,317.68 G,42.00 B,600.00 B
2019-06-25 16:09:50,22.70 G,317.68 G,0.00 B,768.00 B
2019-06-25 16:09:52,22.70 G,317.68 G,1.11 K,1.70 K
