2019-06-08 00:32:14,61.00 M,2.21 G,962.00 B,2.55 K
2019-06-08 00:32:17,61.00 M,2.21 G,924.00 B,27.37 K
2019-06-08 00:32:20,61.01 M,2.21 G,0.00 B,1.17 K
2019-06-08 00:32:22,61.01 M,2.21 G,462.00 B,1.80 K
2019-06-08 00:32:24,61.01 M,2.21 G,0.00 B,492.00 B
2019-06-08 00:32:26,61.01 M,2.21 G,1.11 K,266.00 B
2019-06-08 00:32:28,61.01 M,2.21 G,0.00 B,546.00 B
2019-06-08 00:32:30,61.02 M,2.21 G,42.00 B,384.00 B
2019-06-08 00:32:32,61.02 M,2.21 G,0.00 B,423.00 B
2019-06-08 00:32:34,61.03 M,2.21 G,0.00 B,936.00 B
2019-06-08 00:32:36,61.03 M,2.21 G,0.00 B,648.00 B
2019-06-08 00:32:38,61.03 M,2.21 G,0.00 B,108.00 B
2019-06-08 00:32:40,61.04 M,2.21 G,6.08 K,241.82 K
2019-06-08 00:32:42,61.04 M,2.21 G,0.00 B,1.05 K
2019-06-08 00:32:44,61.04 M,2.21 G,858.00 B,4.32 K
2019-06-08 00:32:46,61.04 M,2.21 G,0.00 B,2.06 K
2019-06-08 00:32:48,61.04 M,2.21 G,0.00 B,1.11 K
2019-06-08 00:32:50,61.04 M,2.21 G,0.00 B,816.00 B
2019-06-08 00:32:52,61.04 M,2.21 G,0.00 B,843.00 B
2019-06-08 00:32:54,61.04 M,2.21 G,84.00 B,423.00 B
2019-06-08 00:32:56,61.04 M,2.21 G,660.00 B,16.03 K
2019-06-08 00:32:58,61.05 M,2.21 G,0.00 B,276.00 B
2019-06-08 00:33:00,61.05 M,2.21 G,0.00 B,470.00 B
2019-06-08 00:33:02,61.05 M,2.21 G,0.00 B,444.00 B
2019-06-08 00:33:04,61.05 M,2.21 G,0.00 B,120.00 B
2019-06-08 00:33:07,61.06 M,2.21 G,0.00 B,288.00 B
2019-06-08 00:33:09,61.06 M,2.21 G,0.00 B,1.90 K
2019-06-08 00:33:11,61.06 M,2.21 G,0.00 B,708.00 B
2019-06-08 00:33:13,61.07 M,2.21 G,5.50 K,240.27 K
2019-06-08 00:33:15,61.07 M,2.21 G,0.00 B,1.96 K
2019-06-08 00:33:17,61.07 M,2.21 G,5.76 K,240.11 K
2019-06-08 00:33:19,61.07 M,2.21 G,0.00 B,324.00 B
2019-06-08 00:33:22,61.08 M,2.21 G,0.00 B,243.00 B
2019-06-08 00:33:24,61.08 M,2.21 G,1.10 K,13.23 K
2019-06-08 00:33:27,61.08 M,2.21 G,0.00 B,60.00 B
2019-06-08 00:33:29,61.08 M,2.21 G,0.00 B,276.00 B
2019-06-08 00:33:31,61.08 M,2.21 G,528.00 B,2.72 K
2019-06-08 00:33:33,61.08 M,2.21 G,0.00 B,708.00 B
2019-06-08 00:33:35,61.08 M,2.21 G,0.00 B,432.00 B
2019-06-08 00:33:37,61.09 M,2.21 G,5.31 K,240.05 K
2019-06-08 00:33:39,61.09 M,2.21 G,0.00 B,756.00 B
2019-06-08 00:33:41,61.09 M,2.21 G,5.69 K,241.64 K
2019-06-08 00:33:43,61.09 M,2.21 G,0.00 B,924.00 B
2019-06-08 00:33:45,61.10 M,2.21 G,6.34 K,240.84 K
2019-06-08 00:33:47,61.10 M,2.21 G,0.00 B,1.43 K
2019-06-08 00:33:49,61.10 M,2.21 G,4.64 K,175.52 K
2019-06-08 00:33:51,61.10 M,2.21 G,0.00 B,324.00 B
2019-06-08 00:33:53,61.10 M,2.21 G,0.00 B,0.00 B
2019-06-08 00:33:55,61.11 M,2.21 G,1.20 K,11.97 K
