2019-06-14 01:19:38,10.90 G,173.85 G,557.00 B,1.11 K
2019-06-14 01:19:40,10.90 G,173.85 G,42.00 B,963.00 B
2019-06-14 01:19:42,10.90 G,173.85 G,1.78 K,60.09 K
2019-06-14 01:19:44,10.90 G,173.85 G,0.00 B,1.03 K
2019-06-14 01:19:46,10.90 G,173.85 G,2.00 K,55.40 K
2019-06-14 01:19:48,10.90 G,173.85 G,3.03 K,76.96 K
2019-06-14 01:19:50,10.90 G,173.85 G,22.95 K,2.29 M
2019-06-14 01:19:52,10.90 G,173.85 G,7.93 K,697.66 K
2019-06-14 01:19:54,10.90 G,173.85 G,0.00 B,552.00 B
2019-06-14 01:19:56,10.90 G,173.85 G,0.00 B,1.10 K
2019-06-14 01:19:58,10.90 G,173.85 G,21.77 K,1.19 M
2019-06-14 01:20:00,10.90 G,173.86 G,25.97 K,2.42 M
2019-06-14 01:20:02,10.90 G,173.86 G,26.43 K,2.41 M
2019-06-14 01:20:04,10.90 G,173.87 G,24.94 K,2.42 M
2019-06-14 01:20:06,10.90 G,173.87 G,24.17 K,2.42 M
2019-06-14 01:20:08,10.90 G,173.88 G,24.45 K,2.41 M
2019-06-14 01:20:10,10.90 G,173.88 G,23.20 K,2.42 M
2019-06-14 01:20:12,10.90 G,173.89 G,24.57 K,2.41 M
2019-06-14 01:20:15,10.90 G,173.89 G,22.88 K,2.41 M
2019-06-14 01:20:17,10.90 G,173.89 G,0.00 B,627.00 B
2019-06-14 01:20:19,10.90 G,173.89 G,0.00 B,216.00 B
2019-06-14 01:20:21,10.90 G,173.89 G,12.00 K,550.82 K
2019-06-14 01:20:23,10.90 G,173.90 G,25.91 K,2.43 M
2019-06-14 01:20:25,10.90 G,173.90 G,25.14 K,2.42 M
2019-06-14 01:20:27,10.90 G,173.91 G,22.52 K,2.41 M
2019-06-14 01:20:29,10.90 G,173.91 G,24.30 K,2.43 M
2019-06-14 01:20:31,10.90 G,173.92 G,22.43 K,2.43 M
2019-06-14 01:20:33,10.90 G,173.92 G,279.95 K,885.19 K
2019-06-14 01:20:35,10.90 G,173.92 G,0.00 B,924.00 B
2019-06-14 01:20:37,10.90 G,173.92 G,0.00 B,1.32 K
2019-06-14 01:20:39,10.90 G,173.92 G,42.03 K,1.67 M
2019-06-14 01:20:41,10.90 G,173.93 G,23.59 K,2.43 M
2019-06-14 01:20:43,10.90 G,173.93 G,22.97 K,2.42 M
2019-06-14 01:20:45,10.90 G,173.94 G,22.75 K,2.42 M
2019-06-14 01:20:47,10.90 G,173.94 G,25.72 K,2.43 M
2019-06-14 01:20:49,10.90 G,173.95 G,23.37 K,2.42 M
2019-06-14 01:20:51,10.90 G,173.95 G,23.59 K,2.42 M
2019-06-14 01:20:53,10.90 G,173.96 G,25.52 K,2.43 M
2019-06-14 01:20:55,10.90 G,173.96 G,24.69 K,2.43 M
2019-06-14 01:20:57,10.90 G,173.96 G,24.36 K,2.42 M
2019-06-14 01:20:59,10.90 G,173.97 G,24.11 K,2.42 M
2019-06-14 01:21:01,10.90 G,173.97 G,23.01 K,2.42 M
2019-06-14 01:21:03,10.90 G,173.98 G,23.07 K,2.40 M
2019-06-14 01:21:05,10.90 G,173.98 G,25.46 K,2.41 M
2019-06-14 01:21:07,10.90 G,173.99 G,25.65 K,2.41 M
2019-06-14 01:21:09,10.90 G,173.99 G,23.53 K,2.41 M
2019-06-14 01:21:11,10.90 G,174.00 G,22.95 K,2.42 M
2019-06-14 01:21:13,10.90 G,174.00 G,23.01 K,2.41 M
2019-06-14 01:21:15,10.90 G,174.01 G,24.88 K,2.42 M
2019-06-14 01:21:17,10.90 G,174.01 G,25.07 K,2.42 M
2019-06-14 01:21:19,10.90 G,174.02 G,22.04 K,2.40 M
2019-06-14 01:21:21,10.90 G,174.02 G,22.24 K,2.42 M
2019-06-14 01:21:23,10.90 G,174.03 G,24.30 K,2.41 M
2019-06-14 01:21:25,10.90 G,174.03 G,25.18 K,2.42 M
2019-06-14 01:21:27,10.90 G,174.04 G,22.37 K,2.42 M
2019-06-14 01:21:29,10.90 G,174.04 G,22.11 K,2.42 M
2019-06-14 01:21:31,10.90 G,174.05 G,23.14 K,2.42 M
2019-06-14 01:21:33,10.90 G,174.05 G,23.72 K,2.41 M
2019-06-14 01:21:35,10.90 G,174.05 G,23.01 K,2.42 M
2019-06-14 01:21:37,10.90 G,174.06 G,24.36 K,2.41 M
2019-06-14 01:21:39,10.90 G,174.06 G,22.69 K,2.42 M
2019-06-14 01:21:41,10.90 G,174.07 G,22.69 K,2.41 M
2019-06-14 01:21:43,10.90 G,174.07 G,23.01 K,2.42 M
2019-06-14 01:21:45,10.90 G,174.08 G,22.95 K,2.42 M
2019-06-14 01:21:47,10.90 G,174.08 G,25.65 K,2.42 M
2019-06-14 01:21:49,10.90 G,174.09 G,24.81 K,2.42 M
2019-06-14 01:21:51,10.90 G,174.09 G,22.56 K,2.42 M
2019-06-14 01:21:53,10.90 G,174.10 G,21.96 K,2.42 M
2019-06-14 01:21:55,10.90 G,174.10 G,23.91 K,2.42 M
2019-06-14 01:21:57,10.90 G,174.11 G,23.72 K,2.41 M
2019-06-14 01:21:59,10.90 G,174.11 G,25.01 K,2.42 M
2019-06-14 01:22:01,10.90 G,174.12 G,25.52 K,2.43 M
2019-06-14 01:22:03,10.90 G,174.12 G,24.04 K,2.43 M
2019-06-14 01:22:05,10.90 G,174.13 G,23.85 K,2.42 M
2019-06-14 01:22:07,10.90 G,174.13 G,22.60 K,2.41 M
2019-06-14 01:22:09,10.90 G,174.14 G,22.43 K,2.42 M
2019-06-14 01:22:11,10.90 G,174.14 G,22.17 K,2.42 M
2019-06-14 01:22:13,10.90 G,174.14 G,22.24 K,2.43 M
2019-06-14 01:22:15,10.90 G,174.15 G,25.99 K,2.41 M
2019-06-14 01:22:17,10.90 G,174.15 G,22.88 K,2.41 M
2019-06-14 01:22:19,10.90 G,174.16 G,22.56 K,2.42 M
2019-06-14 01:22:21,10.90 G,174.16 G,23.46 K,2.42 M
2019-06-14 01:22:23,10.90 G,174.17 G,24.81 K,2.42 M
2019-06-14 01:22:25,10.90 G,174.17 G,23.20 K,2.42 M
2019-06-14 01:22:27,10.91 G,174.18 G,23.07 K,2.41 M
2019-06-14 01:22:29,10.91 G,174.18 G,22.82 K,2.41 M
2019-06-14 01:22:31,10.91 G,174.19 G,23.78 K,2.41 M
2019-06-14 01:22:33,10.91 G,174.19 G,23.20 K,2.42 M
2019-06-14 01:22:35,10.91 G,174.20 G,23.01 K,2.42 M
2019-06-14 01:22:37,10.91 G,174.20 G,23.20 K,2.42 M
2019-06-14 01:22:39,10.91 G,174.21 G,23.40 K,2.41 M
2019-06-14 01:22:41,10.91 G,174.21 G,23.01 K,2.42 M
2019-06-14 01:22:43,10.91 G,174.22 G,23.91 K,2.41 M
2019-06-14 01:22:45,10.91 G,174.22 G,25.82 K,2.41 M
2019-06-14 01:22:47,10.91 G,174.23 G,25.39 K,2.42 M
2019-06-14 01:22:49,10.91 G,174.23 G,22.49 K,2.41 M
2019-06-14 01:22:51,10.91 G,174.23 G,24.30 K,2.42 M
2019-06-14 01:22:53,10.91 G,174.24 G,23.98 K,2.41 M
2019-06-14 01:22:55,10.91 G,174.24 G,24.81 K,2.41 M
2019-06-14 01:22:57,10.91 G,174.25 G,23.59 K,2.41 M
2019-06-14 01:22:59,10.91 G,174.25 G,25.14 K,2.42 M
2019-06-14 01:23:01,10.91 G,174.26 G,22.88 K,2.41 M
2019-06-14 01:23:03,10.91 G,174.26 G,25.52 K,2.42 M
2019-06-14 01:23:05,10.91 G,174.27 G,25.52 K,2.41 M
2019-06-14 01:23:08,10.91 G,174.27 G,23.40 K,2.42 M
2019-06-14 01:23:10,10.91 G,174.28 G,23.40 K,2.43 M
2019-06-14 01:23:12,10.91 G,174.28 G,21.53 K,2.40 M
2019-06-14 01:23:14,10.91 G,174.29 G,22.30 K,2.42 M
2019-06-14 01:23:16,10.91 G,174.29 G,21.85 K,2.41 M
2019-06-14 01:23:18,10.91 G,174.30 G,22.17 K,2.41 M
2019-06-14 01:23:20,10.91 G,174.30 G,21.40 K,2.41 M
2019-06-14 01:23:22,10.91 G,174.31 G,23.59 K,2.40 M
2019-06-14 01:23:24,10.91 G,174.31 G,22.24 K,2.41 M
2019-06-14 01:23:26,10.91 G,174.32 G,21.66 K,2.40 M
2019-06-14 01:23:28,10.91 G,174.32 G,22.04 K,2.40 M
2019-06-14 01:23:30,10.91 G,174.32 G,21.01 K,2.40 M
2019-06-14 01:23:32,10.91 G,174.33 G,22.30 K,2.41 M
2019-06-14 01:23:34,10.91 G,174.33 G,22.30 K,2.41 M
2019-06-14 01:23:36,10.91 G,174.34 G,21.14 K,2.40 M
2019-06-14 01:23:38,10.91 G,174.34 G,22.75 K,2.42 M
2019-06-14 01:23:40,10.91 G,174.35 G,23.01 K,2.40 M
2019-06-14 01:23:42,10.91 G,174.35 G,21.79 K,2.41 M
2019-06-14 01:23:44,10.91 G,174.36 G,21.40 K,2.41 M
2019-06-14 01:23:46,10.91 G,174.36 G,22.04 K,2.42 M
2019-06-14 01:23:48,10.91 G,174.37 G,21.27 K,2.41 M
2019-06-14 01:23:50,10.91 G,174.37 G,21.72 K,2.41 M
2019-06-14 01:23:52,10.91 G,174.38 G,22.37 K,2.40 M
2019-06-14 01:23:54,10.91 G,174.38 G,22.56 K,2.41 M
2019-06-14 01:23:56,10.91 G,174.39 G,23.14 K,2.40 M
2019-06-14 01:23:58,10.91 G,174.39 G,23.14 K,2.42 M
2019-06-14 01:24:00,10.91 G,174.40 G,21.98 K,2.41 M
2019-06-14 01:24:02,10.91 G,174.40 G,22.11 K,2.41 M
2019-06-14 01:24:04,10.91 G,174.40 G,21.72 K,2.41 M
2019-06-14 01:24:06,10.91 G,174.41 G,23.33 K,2.41 M
2019-06-14 01:24:08,10.91 G,174.41 G,22.62 K,2.42 M
2019-06-14 01:24:10,10.91 G,174.42 G,21.63 K,2.41 M
2019-06-14 01:24:12,10.91 G,174.42 G,21.08 K,2.40 M
2019-06-14 01:24:14,10.91 G,174.43 G,26.81 K,2.41 M
2019-06-14 01:24:16,10.91 G,174.43 G,25.46 K,2.40 M
2019-06-14 01:24:18,10.91 G,174.44 G,25.67 K,2.42 M
2019-06-14 01:24:20,10.91 G,174.44 G,22.37 K,2.42 M
2019-06-14 01:24:22,10.91 G,174.45 G,22.04 K,2.41 M
2019-06-14 01:24:24,10.91 G,174.45 G,22.37 K,2.40 M
2019-06-14 01:24:26,10.91 G,174.46 G,22.88 K,2.40 M
2019-06-14 01:24:28,10.91 G,174.46 G,22.04 K,2.40 M
2019-06-14 01:24:30,10.91 G,174.47 G,22.04 K,2.41 M
