2019-06-07 22:41:39,7.18 G,41.86 G,10.20 K,350.64 K
2019-06-07 22:41:41,7.18 G,41.87 G,0.00 B,1.02 K
2019-06-07 22:41:43,7.18 G,41.87 G,18.91 K,955.64 K
2019-06-07 22:41:45,7.18 G,41.87 G,0.00 B,1.01 K
2019-06-07 22:41:47,7.18 G,41.87 G,25.16 K,1.85 M
2019-06-07 22:41:49,7.18 G,41.87 G,0.00 B,108.00 B
2019-06-07 22:41:51,7.18 G,41.87 G,0.00 B,816.00 B
2019-06-07 22:41:53,7.18 G,41.87 G,0.00 B,732.00 B
2019-06-07 22:41:55,7.18 G,41.87 G,7.23 K,236.41 K
2019-06-07 22:41:57,7.18 G,41.87 G,11.19 K,766.11 K
2019-06-07 22:41:59,7.18 G,41.87 G,0.00 B,1.01 K
2019-06-07 22:42:01,7.18 G,41.87 G,7.43 K,629.14 K
2019-06-07 22:42:03,7.18 G,41.87 G,10.87 K,630.72 K
2019-06-07 22:42:05,7.18 G,41.87 G,0.00 B,564.00 B
2019-06-07 22:42:07,7.18 G,41.88 G,71.63 K,1.94 M
2019-06-07 22:42:09,7.18 G,41.88 G,86.56 K,1.80 M
2019-06-07 22:42:11,7.18 G,41.88 G,85.73 K,1.78 M
2019-06-07 22:42:13,7.18 G,41.89 G,87.19 K,1.80 M
2019-06-07 22:42:15,7.18 G,41.89 G,84.90 K,1.76 M
2019-06-07 22:42:17,7.18 G,41.89 G,22.32 K,467.05 K
2019-06-07 22:42:19,7.18 G,41.89 G,0.00 B,276.00 B
2019-06-07 22:42:21,7.18 G,41.89 G,0.00 B,768.00 B
2019-06-07 22:42:23,7.18 G,41.89 G,0.00 B,1.01 K
2019-06-07 22:42:25,7.18 G,41.89 G,21.28 K,825.14 K
2019-06-07 22:42:27,7.18 G,41.90 G,94.66 K,1.94 M
2019-06-07 22:42:29,7.18 G,41.90 G,15.22 K,316.74 K
2019-06-07 22:42:31,7.18 G,41.90 G,0.00 B,732.00 B
2019-06-07 22:42:33,7.18 G,41.90 G,336.00 B,1.36 K
2019-06-07 22:42:35,7.18 G,41.90 G,42.00 B,1.08 K
2019-06-07 22:42:37,7.18 G,41.90 G,34.67 K,1.40 M
2019-06-07 22:42:39,7.18 G,41.90 G,0.00 B,1.01 K
