2019-06-06 15:04:26,13.0,44.08 M
2019-06-06 15:04:28,4.0,46.79 M
2019-06-06 15:04:30,15.0,52.91 M
2019-06-06 15:04:32,8.0,58.26 M
2019-06-06 15:04:34,16.0,63.89 M
2019-06-06 15:04:36,13.0,65.90 M
2019-06-06 15:04:38,17.0,71.39 M
2019-06-06 15:04:40,21.0,85.98 M
2019-06-06 15:04:42,20.0,87.71 M
2019-06-06 15:04:44,17.0,90.00 M
2019-06-06 15:04:46,26.0,93.19 M
2019-06-06 15:04:48,19.0,93.66 M
2019-06-06 15:04:50,18.0,94.88 M
2019-06-06 15:04:52,28.0,95.79 M
2019-06-06 15:04:54,23.0,95.55 M
2019-06-06 15:04:56,25.0,97.10 M
2019-06-06 15:04:58,25.0,96.03 M
2019-06-06 15:05:00,26.0,96.50 M
2019-06-06 15:05:02,30.0,95.33 M
2019-06-06 15:05:04,27.0,95.52 M
2019-06-06 15:05:06,24.0,97.82 M
2019-06-06 15:05:08,19.0,97.82 M
2019-06-06 15:05:10,36.0,97.12 M
2019-06-06 15:05:12,23.0,97.55 M
2019-06-06 15:05:14,27.0,97.75 M
2019-06-06 15:05:16,27.0,100.84 M
2019-06-06 15:05:18,32.0,98.08 M
2019-06-06 15:05:20,32.0,98.08 M
2019-06-06 15:05:22,29.0,99.76 M
2019-06-06 15:05:24,29.0,98.02 M
2019-06-06 15:05:26,29.0,98.12 M
2019-06-06 15:05:28,30.0,97.17 M
2019-06-06 15:05:30,29.0,97.70 M
2019-06-06 15:05:32,31.0,99.89 M
2019-06-06 15:05:34,30.0,97.81 M
2019-06-06 15:05:36,26.0,100.29 M
2019-06-06 15:05:38,35.0,100.43 M
2019-06-06 15:05:40,34.0,99.32 M
2019-06-06 15:05:42,27.0,100.66 M
2019-06-06 15:05:44,30.0,100.70 M
2019-06-06 15:05:46,29.0,100.70 M
2019-06-06 15:05:48,32.0,101.73 M
2019-06-06 15:05:50,22.0,101.68 M
2019-06-06 15:05:52,23.0,101.18 M
2019-06-06 15:05:54,29.0,103.77 M
2019-06-06 15:05:57,46.9,57.99 M
2019-06-06 15:05:59,42.0,69.73 M
2019-06-06 15:06:01,68.9,65.11 M
2019-06-06 15:06:04,63.0,64.73 M
2019-06-06 15:06:07,58.0,65.40 M
2019-06-06 15:06:09,34.0,86.23 M
2019-06-06 15:06:11,33.0,90.82 M
2019-06-06 15:06:13,38.0,92.34 M
2019-06-06 15:06:16,58.9,64.46 M
2019-06-06 15:06:19,60.9,64.15 M
2019-06-06 15:06:23,68.0,66.25 M
2019-06-06 15:06:25,56.0,91.54 M
2019-06-06 15:06:27,41.0,93.50 M
2019-06-06 15:06:29,61.9,64.30 M
2019-06-06 15:06:31,35.0,85.27 M
2019-06-06 15:06:33,32.0,91.34 M
2019-06-06 15:06:35,45.9,93.04 M
2019-06-06 15:06:38,57.9,64.24 M
2019-06-06 15:06:40,36.0,84.86 M
2019-06-06 15:06:42,40.0,88.02 M
2019-06-06 15:06:44,46.9,91.02 M
2019-06-06 15:06:47,62.9,64.95 M
2019-06-06 15:06:49,57.9,61.88 M
2019-06-06 15:06:51,53.0,59.36 M
2019-06-06 15:06:57,57.9,63.81 M
2019-06-06 15:06:59,47.0,87.08 M
2019-06-06 15:07:01,35.0,91.17 M
2019-06-06 15:07:03,24.0,94.64 M
2019-06-06 15:07:05,23.0,95.40 M
2019-06-06 15:07:07,39.0,95.57 M
2019-06-06 15:07:09,28.0,97.58 M
2019-06-06 15:07:13,54.0,62.01 M
2019-06-06 15:07:15,52.9,59.10 M
2019-06-06 15:07:17,40.0,79.52 M
2019-06-06 15:07:19,31.0,90.57 M
2019-06-06 15:07:21,25.0,90.62 M
2019-06-06 15:07:23,26.0,93.63 M
2019-06-06 15:07:25,30.0,94.93 M
2019-06-06 15:07:27,28.0,96.10 M
2019-06-06 15:07:29,33.0,98.09 M
2019-06-06 15:07:31,24.0,98.33 M
2019-06-06 15:07:33,34.0,97.29 M
2019-06-06 15:07:35,22.0,98.94 M
2019-06-06 15:07:37,22.0,99.68 M
2019-06-06 15:07:39,26.0,100.09 M
2019-06-06 15:07:45,57.9,59.60 M
2019-06-06 15:07:47,37.0,76.65 M
2019-06-06 15:07:49,63.9,65.35 M
2019-06-06 15:07:52,66.0,65.98 M
2019-06-06 15:07:55,58.9,66.21 M
2019-06-06 15:07:57,61.0,66.11 M
2019-06-06 15:07:59,46.0,86.26 M
2019-06-06 15:08:01,33.0,93.34 M
2019-06-06 15:08:04,53.0,62.80 M
2019-06-06 15:08:06,44.9,86.02 M
2019-06-06 15:08:08,31.0,91.90 M
2019-06-06 15:08:10,26.0,93.65 M
2019-06-06 15:08:13,52.9,60.20 M
2019-06-06 15:08:17,52.0,58.61 M
2019-06-06 15:08:19,41.0,73.20 M
2019-06-06 15:08:21,51.0,58.55 M
2019-06-06 15:08:23,51.0,78.04 M
2019-06-06 15:08:25,54.0,61.48 M
2019-06-06 15:08:27,53.9,62.90 M
2019-06-06 15:08:29,44.9,87.10 M
2019-06-06 15:08:31,36.0,92.05 M
2019-06-06 15:08:33,40.0,95.02 M
2019-06-06 15:08:35,60.0,63.94 M
2019-06-06 15:08:37,37.0,85.41 M
2019-06-06 15:08:39,29.0,91.69 M
2019-06-06 15:08:41,42.9,92.68 M
2019-06-06 15:08:43,61.9,64.03 M
2019-06-06 15:08:45,35.0,83.30 M
2019-06-06 15:08:47,31.0,91.00 M
2019-06-06 15:08:49,24.0,93.77 M
2019-06-06 15:08:51,22.0,95.72 M
2019-06-06 15:08:53,46.9,57.46 M
2019-06-06 15:08:55,33.0,68.27 M
2019-06-06 15:08:57,35.0,85.95 M
2019-06-06 15:08:59,30.0,90.82 M
2019-06-06 15:09:02,57.9,59.74 M
2019-06-06 15:09:04,44.0,71.93 M
2019-06-06 15:09:06,33.0,88.31 M
2019-06-06 15:09:08,34.0,91.71 M
2019-06-06 15:09:10,53.9,59.05 M
2019-06-06 15:09:12,43.0,78.33 M
2019-06-06 15:09:14,34.0,91.49 M
2019-06-06 15:09:17,63.0,64.21 M
