2019-06-04 15:55:36,164.85 M,5.61 G,3.03 K,170.39 K
2019-06-04 15:55:38,164.86 M,5.61 G,5.23 K,171.12 K
2019-06-04 15:55:40,164.86 M,5.61 G,0.00 B,864.00 B
2019-06-04 15:55:42,164.86 M,5.61 G,0.00 B,1.53 K
2019-06-04 15:55:44,164.86 M,5.61 G,0.00 B,1.05 K
2019-06-04 15:55:46,164.86 M,5.61 G,0.00 B,1.24 K
2019-06-04 15:55:48,164.87 M,5.61 G,0.00 B,984.00 B
2019-06-04 15:55:50,164.87 M,5.61 G,0.00 B,600.00 B
2019-06-04 15:55:52,164.87 M,5.61 G,0.00 B,888.00 B
2019-06-04 15:55:54,164.87 M,5.61 G,0.00 B,444.00 B
2019-06-04 15:55:56,164.87 M,5.61 G,0.00 B,816.00 B
2019-06-04 15:55:58,164.87 M,5.61 G,42.00 B,576.00 B
2019-06-04 15:56:00,164.87 M,5.61 G,84.00 B,672.00 B
2019-06-04 15:56:03,164.88 M,5.61 G,0.00 B,552.00 B
2019-06-04 15:56:05,164.88 M,5.61 G,0.00 B,1.05 K
2019-06-04 15:56:07,164.88 M,5.61 G,0.00 B,936.00 B
2019-06-04 15:56:09,164.88 M,5.61 G,0.00 B,1.11 K
2019-06-04 15:56:11,164.88 M,5.61 G,0.00 B,708.00 B
2019-06-04 15:56:13,164.88 M,5.61 G,0.00 B,1.30 K
2019-06-04 15:56:15,164.88 M,5.61 G,0.00 B,888.00 B
2019-06-04 15:56:17,164.88 M,5.61 G,0.00 B,840.00 B
2019-06-04 15:56:19,164.89 M,5.61 G,5.55 K,171.18 K
2019-06-04 15:56:21,164.89 M,5.61 G,0.00 B,651.00 B
2019-06-04 15:56:23,164.89 M,5.61 G,0.00 B,1.01 K
2019-06-04 15:56:25,164.89 M,5.61 G,0.00 B,228.00 B
2019-06-04 15:56:27,164.89 M,5.61 G,0.00 B,552.00 B
2019-06-04 15:56:29,164.89 M,5.61 G,0.00 B,600.00 B
2019-06-04 15:56:31,164.89 M,5.61 G,42.00 B,1.02 K
2019-06-04 15:56:33,164.89 M,5.61 G,0.00 B,540.00 B
2019-06-04 15:56:35,164.89 M,5.61 G,0.00 B,870.00 B
2019-06-04 15:56:37,164.90 M,5.61 G,0.00 B,660.00 B
2019-06-04 15:56:39,164.90 M,5.61 G,0.00 B,1.05 K
2019-06-04 15:56:41,164.90 M,5.61 G,0.00 B,1.28 K
2019-06-04 15:56:43,164.90 M,5.61 G,0.00 B,864.00 B
2019-06-04 15:56:45,164.91 M,5.61 G,0.00 B,708.00 B
2019-06-04 15:56:47,164.91 M,5.61 G,0.00 B,540.00 B
2019-06-04 15:56:49,164.91 M,5.61 G,0.00 B,624.00 B
2019-06-04 15:56:51,164.91 M,5.61 G,0.00 B,276.00 B
2019-06-04 15:56:53,164.91 M,5.61 G,5.87 K,171.50 K
2019-06-04 15:56:55,164.91 M,5.61 G,0.00 B,756.00 B
2019-06-04 15:56:57,164.91 M,5.61 G,204.00 B,1.15 K
2019-06-04 15:56:59,164.91 M,5.61 G,0.00 B,963.00 B
2019-06-04 15:57:02,164.91 M,5.61 G,84.00 B,780.00 B
2019-06-04 15:57:04,164.91 M,5.61 G,0.00 B,552.00 B
2019-06-04 15:57:06,164.91 M,5.61 G,0.00 B,1.10 K
2019-06-04 15:57:08,164.91 M,5.61 G,0.00 B,1.41 K
2019-06-04 15:57:10,164.92 M,5.61 G,6.12 K,173.32 K
2019-06-04 15:57:12,164.92 M,5.61 G,0.00 B,1.17 K
2019-06-04 15:57:14,164.92 M,5.61 G,0.00 B,999.00 B
2019-06-04 15:57:16,164.92 M,5.61 G,0.00 B,627.00 B
2019-06-04 15:57:18,164.92 M,5.61 G,1.10 K,26.58 K
2019-06-04 15:57:20,164.93 M,5.61 G,2.54 K,2.87 K
2019-06-04 15:57:22,164.93 M,5.61 G,0.00 B,492.00 B
2019-06-04 15:57:24,164.93 M,5.61 G,0.00 B,876.00 B
2019-06-04 15:57:26,164.93 M,5.61 G,0.00 B,600.00 B
