2019-06-25 16:05:11,24.36 M,1.46 G,3.03 K,3.34 K
2019-06-25 16:05:13,24.36 M,1.46 G,0.00 B,996.00 B
2019-06-25 16:05:15,24.36 M,1.46 G,42.00 B,348.00 B
2019-06-25 16:05:17,24.36 M,1.46 G,0.00 B,396.00 B
2019-06-25 16:05:19,24.36 M,1.46 G,0.00 B,756.00 B
2019-06-25 16:05:21,24.36 M,1.46 G,0.00 B,552.00 B
2019-06-25 16:05:23,24.36 M,1.46 G,0.00 B,984.00 B
2019-06-25 16:05:25,24.36 M,1.46 G,0.00 B,1.07 K
2019-06-25 16:05:27,24.37 M,1.46 G,2.22 K,2.57 K
2019-06-25 16:05:29,24.37 M,1.46 G,0.00 B,972.00 B
2019-06-25 16:05:31,24.37 M,1.46 G,0.00 B,924.00 B
2019-06-25 16:05:33,24.37 M,1.46 G,0.00 B,540.00 B
2019-06-25 16:05:35,24.37 M,1.46 G,2.16 K,2.86 K
2019-06-25 16:05:37,24.37 M,1.46 G,0.00 B,1.14 K
2019-06-25 16:05:39,24.37 M,1.46 G,0.00 B,864.00 B
2019-06-25 16:05:41,24.37 M,1.46 G,0.00 B,456.00 B
2019-06-25 16:05:43,24.37 M,1.46 G,2.24 K,2.51 K
2019-06-25 16:05:45,24.37 M,1.46 G,42.00 B,1.05 K
2019-06-25 16:05:47,24.37 M,1.46 G,0.00 B,324.00 B
2019-06-25 16:05:49,24.37 M,1.46 G,0.00 B,288.00 B
2019-06-25 16:05:51,24.37 M,1.46 G,2.16 K,2.65 K
2019-06-25 16:05:53,24.37 M,1.46 G,0.00 B,924.00 B
2019-06-25 16:05:55,24.37 M,1.46 G,0.00 B,444.00 B
2019-06-25 16:05:57,24.37 M,1.46 G,0.00 B,1.08 K
2019-06-25 16:05:59,24.37 M,1.46 G,2.17 K,2.44 K
2019-06-25 16:06:01,24.37 M,1.46 G,84.00 B,6.43 K
2019-06-25 16:06:03,24.37 M,1.46 G,0.00 B,1.14 K
2019-06-25 16:06:05,24.37 M,1.46 G,0.00 B,1.54 K
2019-06-25 16:06:07,24.38 M,1.46 G,2.16 K,2.71 K
2019-06-25 16:06:09,24.38 M,1.46 G,0.00 B,660.00 B
2019-06-25 16:06:11,24.38 M,1.46 G,690.00 B,1.13 K
2019-06-25 16:06:13,24.38 M,1.46 G,0.00 B,348.00 B
2019-06-25 16:06:15,24.38 M,1.46 G,3.53 K,3.70 K
2019-06-25 16:06:17,24.38 M,1.46 G,0.00 B,540.00 B
2019-06-25 16:06:19,24.38 M,1.46 G,0.00 B,612.00 B
2019-06-25 16:06:21,24.38 M,1.46 G,0.00 B,1.14 K
2019-06-25 16:06:23,24.38 M,1.46 G,0.00 B,288.00 B
2019-06-25 16:06:25,24.38 M,1.46 G,0.00 B,864.00 B
2019-06-25 16:06:27,24.38 M,1.46 G,0.00 B,720.00 B
2019-06-25 16:06:29,24.38 M,1.46 G,0.00 B,648.00 B
2019-06-25 16:06:31,24.38 M,1.46 G,0.00 B,660.00 B
2019-06-25 16:06:33,24.39 M,1.46 G,0.00 B,492.00 B
2019-06-25 16:06:35,24.39 M,1.46 G,0.00 B,1.42 K
2019-06-25 16:06:37,24.39 M,1.46 G,0.00 B,876.00 B
2019-06-25 16:06:39,24.39 M,1.46 G,0.00 B,216.00 B
2019-06-25 16:06:41,24.39 M,1.46 G,0.00 B,552.00 B
2019-06-25 16:06:43,24.39 M,1.46 G,0.00 B,600.00 B
2019-06-25 16:06:45,24.39 M,1.46 G,0.00 B,444.00 B
2019-06-25 16:06:47,24.39 M,1.46 G,0.00 B,672.00 B
2019-06-25 16:06:49,24.39 M,1.46 G,2.25 K,2.99 K
2019-06-25 16:06:51,24.39 M,1.46 G,0.00 B,876.00 B
2019-06-25 16:06:53,24.39 M,1.46 G,0.00 B,1.23 K
2019-06-25 16:06:55,24.39 M,1.46 G,0.00 B,648.00 B
2019-06-25 16:06:57,24.39 M,1.46 G,2.36 K,2.27 K
2019-06-25 16:06:59,24.39 M,1.46 G,42.00 B,1.14 K
2019-06-25 16:07:01,24.39 M,1.46 G,0.00 B,876.00 B
2019-06-25 16:07:03,24.40 M,1.46 G,2.16 K,3.56 K
2019-06-25 16:07:05,24.40 M,1.46 G,0.00 B,732.00 B
2019-06-25 16:07:07,24.40 M,1.46 G,0.00 B,552.00 B
2019-06-25 16:07:09,24.40 M,1.46 G,0.00 B,600.00 B
2019-06-25 16:07:11,24.40 M,1.46 G,0.00 B,654.00 B
2019-06-25 16:07:13,24.40 M,1.46 G,462.00 B,1.30 K
2019-06-25 16:07:15,24.40 M,1.46 G,0.00 B,708.00 B
2019-06-25 16:07:17,24.41 M,1.46 G,5.29 K,288.74 K
2019-06-25 16:07:19,24.41 M,1.46 G,0.00 B,1.11 K
2019-06-25 16:07:21,24.42 M,1.47 G,6.49 K,289.34 K
2019-06-25 16:07:23,24.42 M,1.47 G,0.00 B,540.00 B
2019-06-25 16:07:25,24.42 M,1.47 G,7.19 K,290.11 K
2019-06-25 16:07:27,24.42 M,1.47 G,0.00 B,924.00 B
2019-06-25 16:07:29,24.43 M,1.47 G,6.74 K,289.23 K
2019-06-25 16:07:31,24.43 M,1.47 G,0.00 B,972.00 B
2019-06-25 16:07:33,24.44 M,1.47 G,7.52 K,289.66 K
2019-06-25 16:07:35,24.44 M,1.47 G,0.00 B,1.06 K
2019-06-25 16:07:37,24.44 M,1.47 G,6.94 K,289.08 K
2019-06-25 16:07:39,24.44 M,1.47 G,0.00 B,444.00 B
2019-06-25 16:07:41,24.45 M,1.47 G,6.74 K,288.72 K
2019-06-25 16:07:43,24.45 M,1.47 G,0.00 B,600.00 B
2019-06-25 16:07:45,24.46 M,1.47 G,6.31 K,289.28 K
2019-06-25 16:07:47,24.46 M,1.47 G,0.00 B,540.00 B
2019-06-25 16:07:49,24.46 M,1.47 G,6.55 K,289.35 K
2019-06-25 16:07:51,24.46 M,1.47 G,0.00 B,1.68 K
2019-06-25 16:07:53,24.47 M,1.47 G,6.87 K,289.51 K
2019-06-25 16:07:55,24.47 M,1.47 G,0.00 B,924.00 B
2019-06-25 16:07:57,24.48 M,1.47 G,6.81 K,288.95 K
2019-06-25 16:07:59,24.48 M,1.47 G,0.00 B,816.00 B
2019-06-25 16:08:01,24.48 M,1.47 G,6.61 K,288.56 K
2019-06-25 16:08:04,24.48 M,1.47 G,84.00 B,996.00 B
2019-06-25 16:08:06,24.49 M,1.47 G,7.07 K,289.47 K
2019-06-25 16:08:08,24.49 M,1.47 G,0.00 B,324.00 B
2019-06-25 16:08:10,24.50 M,1.47 G,7.00 K,289.52 K
2019-06-25 16:08:12,24.50 M,1.47 G,0.00 B,432.00 B
2019-06-25 16:08:14,24.51 M,1.47 G,7.13 K,289.59 K
2019-06-25 16:08:16,24.51 M,1.47 G,1.62 K,7.91 K
2019-06-25 16:08:18,24.51 M,1.47 G,6.83 K,290.02 K
2019-06-25 16:08:20,24.51 M,1.47 G,0.00 B,1.27 K
2019-06-25 16:08:22,24.52 M,1.47 G,7.32 K,289.37 K
2019-06-25 16:08:24,24.52 M,1.47 G,0.00 B,972.00 B
2019-06-25 16:08:26,24.53 M,1.47 G,7.89 K,290.81 K
2019-06-25 16:08:28,24.53 M,1.47 G,0.00 B,540.00 B
2019-06-25 16:08:30,24.54 M,1.47 G,7.00 K,289.92 K
2019-06-25 16:08:32,24.54 M,1.47 G,0.00 B,648.00 B
2019-06-25 16:08:34,24.55 M,1.47 G,9.26 K,294.03 K
2019-06-25 16:08:36,24.55 M,1.47 G,55.00 B,786.00 B
2019-06-25 16:08:38,24.55 M,1.47 G,6.68 K,289.47 K
2019-06-25 16:08:40,24.55 M,1.47 G,0.00 B,108.00 B
2019-06-25 16:08:42,24.56 M,1.47 G,7.07 K,288.74 K
2019-06-25 16:08:44,24.56 M,1.47 G,0.00 B,384.00 B
2019-06-25 16:08:46,24.57 M,1.47 G,6.48 K,289.23 K
2019-06-25 16:08:48,24.57 M,1.47 G,0.00 B,1.22 K
2019-06-25 16:08:50,24.57 M,1.47 G,0.00 B,1.22 K
2019-06-25 16:08:52,24.57 M,1.47 G,0.00 B,648.00 B
2019-06-25 16:08:54,24.58 M,1.47 G,5.22 K,289.17 K
2019-06-25 16:08:56,24.58 M,1.47 G,55.00 B,990.00 B
2019-06-25 16:08:58,24.58 M,1.47 G,0.00 B,708.00 B
2019-06-25 16:09:01,24.59 M,1.47 G,0.00 B,13.11 K
2019-06-25 16:09:03,24.59 M,1.47 G,42.00 B,600.00 B
2019-06-25 16:09:05,24.59 M,1.47 G,97.00 B,600.00 B
2019-06-25 16:09:07,24.60 M,1.47 G,0.00 B,432.00 B
2019-06-25 16:09:09,24.60 M,1.47 G,0.00 B,168.00 B
2019-06-25 16:09:11,24.60 M,1.47 G,624.00 B,1.22 K
2019-06-25 16:09:13,24.61 M,1.47 G,0.00 B,432.00 B
2019-06-25 16:09:15,24.61 M,1.47 G,997.00 B,1010.00 B
2019-06-25 16:09:17,24.61 M,1.47 G,0.00 B,876.00 B
2019-06-25 16:09:19,24.62 M,1.47 G,438.00 B,916.00 B
2019-06-25 16:09:21,24.62 M,1.47 G,0.00 B,864.00 B
2019-06-25 16:09:23,24.62 M,1.47 G,0.00 B,1.11 K
2019-06-25 16:09:25,24.63 M,1.47 G,0.00 B,828.00 B
2019-06-25 16:09:27,24.63 M,1.47 G,0.00 B,816.00 B
2019-06-25 16:09:29,24.63 M,1.47 G,0.00 B,756.00 B
2019-06-25 16:09:31,24.64 M,1.47 G,0.00 B,720.00 B
2019-06-25 16:09:33,24.64 M,1.47 G,0.00 B,600.00 B
2019-06-25 16:09:35,24.64 M,1.47 G,42.00 B,552.00 B
2019-06-25 16:09:37,24.65 M,1.47 G,2.70 K,5.90 K
2019-06-25 16:09:39,24.65 M,1.47 G,0.00 B,168.00 B
2019-06-25 16:09:41,24.65 M,1.47 G,193.00 B,1.43 K
2019-06-25 16:09:43,24.66 M,1.48 G,0.00 B,888.00 B
2019-06-25 16:09:45,24.66 M,1.48 G,0.00 B,600.00 B
2019-06-25 16:09:47,24.66 M,1.48 G,0.00 B,1.23 K
2019-06-25 16:09:49,24.67 M,1.48 G,2.10 K,1.48 K
2019-06-25 16:09:51,24.67 M,1.48 G,0.00 B,972.00 B
2019-06-25 16:09:53,24.67 M,1.48 G,0.00 B,648.00 B
2019-06-25 16:09:55,24.68 M,1.48 G,4.18 K,156.27 K
2019-06-25 16:09:57,24.68 M,1.48 G,0.00 B,816.00 B
2019-06-25 16:09:59,24.68 M,1.48 G,0.00 B,540.00 B
2019-06-25 16:10:01,24.69 M,1.48 G,3.66 K,110.08 K
2019-06-25 16:10:03,24.70 M,1.48 G,54.00 B,492.00 B
2019-06-25 16:10:05,24.70 M,1.48 G,54.00 B,552.00 B
2019-06-25 16:10:07,24.71 M,1.48 G,2.91 K,41.69 K
2019-06-25 16:10:09,24.71 M,1.48 G,0.00 B,216.00 B
2019-06-25 16:10:11,24.71 M,1.48 G,0.00 B,648.00 B
2019-06-25 16:10:13,24.72 M,1.48 G,2.50 K,21.78 K
2019-06-25 16:10:15,24.72 M,1.48 G,0.00 B,768.00 B
2019-06-25 16:10:17,24.72 M,1.48 G,0.00 B,1.06 K
2019-06-25 16:10:19,24.73 M,1.48 G,54.00 B,816.00 B
2019-06-25 16:10:21,24.73 M,1.48 G,0.00 B,1.75 K
2019-06-25 16:10:23,24.73 M,1.48 G,0.00 B,600.00 B
2019-06-25 16:10:25,24.74 M,1.48 G,0.00 B,1.05 K
2019-06-25 16:10:27,24.74 M,1.48 G,0.00 B,972.00 B
2019-06-25 16:10:29,24.74 M,1.48 G,0.00 B,756.00 B
2019-06-25 16:10:31,24.75 M,1.48 G,0.00 B,672.00 B
2019-06-25 16:10:33,24.75 M,1.48 G,0.00 B,564.00 B
2019-06-25 16:10:35,24.75 M,1.48 G,0.00 B,456.00 B
2019-06-25 16:10:37,24.76 M,1.48 G,2.26 K,737.00 B
2019-06-25 16:10:39,24.76 M,1.48 G,0.00 B,384.00 B
2019-06-25 16:10:41,24.76 M,1.48 G,0.00 B,1.02 K
2019-06-25 16:10:43,24.77 M,1.48 G,0.00 B,492.00 B
2019-06-25 16:10:45,24.77 M,1.48 G,0.00 B,1.43 K
2019-06-25 16:10:47,24.77 M,1.48 G,0.00 B,984.00 B
2019-06-25 16:10:49,24.78 M,1.48 G,0.00 B,276.00 B
2019-06-25 16:10:51,24.78 M,1.48 G,0.00 B,1.79 K
2019-06-25 16:10:53,24.78 M,1.48 G,0.00 B,1.25 K
2019-06-25 16:10:55,24.79 M,1.48 G,0.00 B,1.08 K
2019-06-25 16:10:57,24.79 M,1.48 G,0.00 B,1.34 K
2019-06-25 16:10:59,24.79 M,1.48 G,0.00 B,492.00 B
2019-06-25 16:11:01,24.80 M,1.48 G,0.00 B,948.00 B
2019-06-25 16:11:04,24.80 M,1.48 G,204.00 B,918.00 B
2019-06-25 16:11:06,24.80 M,1.48 G,0.00 B,852.00 B
2019-06-25 16:11:08,24.81 M,1.48 G,0.00 B,528.00 B
2019-06-25 16:11:10,24.81 M,1.48 G,0.00 B,708.00 B
2019-06-25 16:11:12,24.81 M,1.48 G,0.00 B,612.00 B
2019-06-25 16:11:14,24.82 M,1.48 G,0.00 B,1.35 K
2019-06-25 16:11:16,24.82 M,1.48 G,0.00 B,780.00 B
2019-06-25 16:11:18,24.82 M,1.48 G,0.00 B,1.07 K
2019-06-25 16:11:20,24.83 M,1.48 G,0.00 B,168.00 B
2019-06-25 16:11:22,24.83 M,1.48 G,0.00 B,612.00 B
2019-06-25 16:11:24,24.83 M,1.48 G,0.00 B,708.00 B
2019-06-25 16:11:26,24.84 M,1.48 G,0.00 B,600.00 B
2019-06-25 16:11:28,24.84 M,1.48 G,0.00 B,876.00 B
2019-06-25 16:11:30,24.84 M,1.48 G,0.00 B,384.00 B
2019-06-25 16:11:32,24.85 M,1.48 G,0.00 B,324.00 B
2019-06-25 16:11:34,24.85 M,1.48 G,0.00 B,540.00 B
2019-06-25 16:11:36,24.85 M,1.48 G,0.00 B,936.00 B
2019-06-25 16:11:38,24.86 M,1.48 G,42.00 B,660.00 B
2019-06-25 16:11:40,24.86 M,1.48 G,0.00 B,228.00 B
2019-06-25 16:11:42,24.86 M,1.48 G,0.00 B,876.00 B
2019-06-25 16:11:44,24.87 M,1.49 G,0.00 B,984.00 B
2019-06-25 16:11:46,24.87 M,1.49 G,0.00 B,1.05 K
2019-06-25 16:11:48,24.87 M,1.49 G,2.06 K,108.00 K
2019-06-25 16:11:50,24.88 M,1.49 G,0.00 B,444.00 B
2019-06-25 16:11:52,24.88 M,1.49 G,0.00 B,816.00 B
2019-06-25 16:11:54,24.89 M,1.49 G,9.92 K,525.50 K
2019-06-25 16:11:56,24.89 M,1.49 G,0.00 B,708.00 B
2019-06-25 16:11:58,24.89 M,1.49 G,0.00 B,600.00 B
2019-06-25 16:12:00,24.90 M,1.49 G,10.03 K,528.76 K
2019-06-25 16:12:02,24.90 M,1.49 G,0.00 B,720.00 B
