2019-06-17 00:17:45,171.9,150.71 M
2019-06-17 00:17:47,237.8,410.78 M
2019-06-17 00:17:49,579.9,476.81 M
2019-06-17 00:17:51,593.9,482.14 M
2019-06-17 00:17:53,742.5,486.59 M
2019-06-17 00:17:55,744.5,486.70 M
2019-06-17 00:17:57,405.6,749.77 M
2019-06-17 00:17:59,739.8,743.20 M
2019-06-17 00:18:01,749.6,738.82 M
2019-06-17 00:18:03,741.4,738.80 M
2019-06-17 00:18:05,362.8,782.82 M
2019-06-17 00:18:07,70.0,1016.88 M
2019-06-17 00:18:09,66.0,1.07 G
2019-06-17 00:18:11,74.0,1.09 G
2019-06-17 00:18:13,266.7,1.12 G
2019-06-17 00:18:15,47.0,1.09 G
2019-06-17 00:18:17,701.8,1.09 G
2019-06-17 00:18:19,529.6,1.10 G
2019-06-17 00:18:21,734.5,1.10 G
2019-06-17 00:18:23,742.6,1.10 G
2019-06-17 00:18:25,144.8,1.09 G
2019-06-17 00:18:27,734.8,1.09 G
2019-06-17 00:18:29,684.4,1.09 G
2019-06-17 00:18:31,736.5,1.09 G
2019-06-17 00:18:33,733.5,1.09 G
2019-06-17 00:18:35,743.4,1.09 G
2019-06-17 00:18:37,677.6,1.09 G
2019-06-17 00:18:39,741.8,1.09 G
2019-06-17 00:18:41,742.6,1.09 G
2019-06-17 00:18:43,736.4,1.09 G
2019-06-17 00:18:45,686.6,1.09 G
2019-06-17 00:18:47,707.4,1.09 G
2019-06-17 00:18:49,50.0,1.09 G
2019-06-17 00:18:51,107.9,1.18 G
2019-06-17 00:18:53,52.9,1.33 G
2019-06-17 00:18:55,547.8,1.36 G
2019-06-17 00:18:58,743.4,1.35 G
2019-06-17 00:19:00,738.3,1.35 G
2019-06-17 00:19:02,734.5,1.35 G
2019-06-17 00:19:04,655.4,1.34 G
2019-06-17 00:19:06,711.2,1.34 G
2019-06-17 00:19:08,742.6,1.34 G
2019-06-17 00:19:10,733.6,1.34 G
2019-06-17 00:19:12,734.5,1.34 G
2019-06-17 00:19:14,625.6,1.34 G
2019-06-17 00:19:16,739.6,1.34 G
2019-06-17 00:19:18,744.5,1.34 G
2019-06-17 00:19:20,735.7,1.34 G
2019-06-17 00:19:22,423.7,1.34 G
2019-06-17 00:19:24,735.6,1.34 G
2019-06-17 00:19:26,743.8,1.34 G
2019-06-17 00:19:28,743.5,1.35 G
2019-06-17 00:19:30,736.5,1.35 G
2019-06-17 00:19:32,686.5,1.34 G
2019-06-17 00:19:34,738.5,1.34 G
2019-06-17 00:19:36,734.5,1.34 G
2019-06-17 00:19:38,684.7,1.34 G
2019-06-17 00:19:40,646.7,1.34 G
2019-06-17 00:19:42,735.3,1.34 G
2019-06-17 00:19:44,740.7,1.35 G
2019-06-17 00:19:46,55.9,1.35 G
2019-06-17 00:19:48,742.8,1.35 G
2019-06-17 00:19:50,653.8,1.35 G
2019-06-17 00:19:52,735.5,1.35 G
2019-06-17 00:19:54,739.6,1.35 G
2019-06-17 00:19:56,668.4,1.35 G
2019-06-17 00:19:58,740.6,1.35 G
2019-06-17 00:20:00,693.6,1.34 G
2019-06-17 00:20:02,741.5,1.34 G
2019-06-17 00:20:04,733.5,1.34 G
2019-06-17 00:20:06,710.9,1.35 G
2019-06-17 00:20:08,600.7,1.35 G
2019-06-17 00:20:10,740.5,1.35 G
2019-06-17 00:20:12,743.4,1.35 G
2019-06-17 00:20:14,736.6,1.35 G
2019-06-17 00:20:16,702.6,1.35 G
2019-06-17 00:20:18,680.7,1.35 G
2019-06-17 00:20:20,740.7,1.35 G
2019-06-17 00:20:22,741.6,1.35 G
2019-06-17 00:20:24,743.6,1.35 G
2019-06-17 00:20:26,458.7,1.35 G
2019-06-17 00:20:28,732.6,1.35 G
2019-06-17 00:20:30,741.4,1.35 G
2019-06-17 00:20:32,738.4,1.35 G
2019-06-17 00:20:34,733.5,1.35 G
2019-06-17 00:20:36,383.7,1.35 G
2019-06-17 00:20:38,741.6,1.35 G
2019-06-17 00:20:40,741.6,1.35 G
2019-06-17 00:20:42,638.5,1.35 G
2019-06-17 00:20:44,741.5,1.35 G
2019-06-17 00:20:46,738.6,1.35 G
2019-06-17 00:20:48,740.6,1.35 G
2019-06-17 00:20:50,701.6,1.35 G
2019-06-17 00:20:52,737.5,1.35 G
2019-06-17 00:20:54,740.6,1.35 G
2019-06-17 00:20:56,142.9,1.35 G
2019-06-17 00:20:58,741.5,1.35 G
2019-06-17 00:21:00,739.3,1.35 G
2019-06-17 00:21:02,700.6,1.35 G
2019-06-17 00:21:04,622.3,1.35 G
2019-06-17 00:21:06,740.6,1.35 G
2019-06-17 00:21:08,710.6,1.35 G
