2019-06-16 20:07:03,21.94 G,310.55 G,42.00 B,444.00 B
2019-06-16 20:07:05,21.94 G,310.56 G,16.74 K,1.21 M
2019-06-16 20:07:07,21.94 G,310.56 G,84.00 B,228.00 B
2019-06-16 20:07:09,21.94 G,310.56 G,0.00 B,708.00 B
2019-06-16 20:07:11,21.94 G,310.56 G,77.49 K,1.74 M
2019-06-16 20:07:13,21.94 G,310.56 G,33.59 K,724.76 K
2019-06-16 20:07:15,21.94 G,310.56 G,0.00 B,1.46 K
2019-06-16 20:07:17,21.94 G,310.56 G,6.77 K,164.78 K
2019-06-16 20:07:19,21.94 G,310.57 G,26.04 K,2.42 M
2019-06-16 20:07:21,21.94 G,310.57 G,25.27 K,2.42 M
2019-06-16 20:07:23,21.94 G,310.57 G,0.00 B,984.00 B
2019-06-16 20:07:25,21.94 G,310.57 G,0.00 B,1.38 K
2019-06-16 20:07:27,21.94 G,310.57 G,26.81 K,2.42 M
2019-06-16 20:07:29,21.94 G,310.58 G,25.85 K,2.42 M
2019-06-16 20:07:31,21.94 G,310.58 G,23.78 K,2.42 M
2019-06-16 20:07:33,21.94 G,310.59 G,24.49 K,2.41 M
2019-06-16 20:07:35,21.94 G,310.59 G,26.75 K,2.42 M
2019-06-16 20:07:37,21.94 G,310.60 G,24.21 K,2.42 M
2019-06-16 20:07:39,21.94 G,310.60 G,27.59 K,2.42 M
2019-06-16 20:07:41,21.94 G,310.61 G,23.14 K,2.41 M
2019-06-16 20:07:43,21.94 G,310.61 G,26.94 K,2.41 M
2019-06-16 20:07:45,21.94 G,310.62 G,24.49 K,2.41 M
2019-06-16 20:07:47,21.94 G,310.62 G,24.23 K,2.41 M
2019-06-16 20:07:49,21.94 G,310.63 G,23.78 K,2.40 M
2019-06-16 20:07:51,21.94 G,310.63 G,24.17 K,2.42 M
2019-06-16 20:07:53,21.94 G,310.64 G,24.75 K,2.42 M
2019-06-16 20:07:55,21.94 G,310.64 G,11.92 K,1.05 M
2019-06-16 20:07:57,21.94 G,310.64 G,0.00 B,552.00 B
