2019-06-07 22:41:44,25.66 M,1022.03 M,7.21 K,220.23 K
2019-06-07 22:41:46,25.71 M,1022.94 M,432.00 B,2.58 K
2019-06-07 22:41:48,25.71 M,1023.13 M,6.11 K,193.99 K
2019-06-07 22:41:50,25.72 M,1023.49 M,504.00 B,580.00 B
2019-06-07 22:41:52,25.73 M,1.00 G,3.82 K,326.75 K
2019-06-07 22:41:54,25.74 M,1.00 G,13.73 K,908.26 K
2019-06-07 22:41:56,25.75 M,1.00 G,0.00 B,720.00 B
2019-06-07 22:41:58,25.79 M,1.00 G,32.86 K,1.21 M
2019-06-07 22:42:00,25.79 M,1.00 G,0.00 B,780.00 B
2019-06-07 22:42:02,25.79 M,1.00 G,0.00 B,924.00 B
2019-06-07 22:42:04,25.86 M,1.01 G,46.60 K,1.58 M
2019-06-07 22:42:06,25.86 M,1.01 G,504.00 B,796.00 B
2019-06-07 22:42:08,25.88 M,1.01 G,0.00 B,1.38 K
2019-06-07 22:42:10,25.93 M,1.01 G,44.52 K,2.30 M
2019-06-07 22:42:12,26.11 M,1.01 G,91.68 K,1.91 M
2019-06-07 22:42:14,26.29 M,1.02 G,91.00 K,1.93 M
2019-06-07 22:42:16,26.43 M,1.02 G,47.33 K,1018.17 K
2019-06-07 22:42:18,26.43 M,1.02 G,0.00 B,648.00 B
2019-06-07 22:42:20,26.48 M,1.02 G,17.40 K,488.64 K
2019-06-07 22:42:22,26.48 M,1.02 G,0.00 B,276.00 B
2019-06-07 22:42:24,26.48 M,1.02 G,0.00 B,648.00 B
2019-06-07 22:42:26,26.49 M,1.02 G,252.00 B,782.00 B
2019-06-07 22:42:28,26.53 M,1.02 G,38.01 K,1.74 M
2019-06-07 22:42:30,26.71 M,1.03 G,93.92 K,1.83 M
2019-06-07 22:42:32,26.86 M,1.03 G,59.98 K,1.23 M
2019-06-07 22:42:34,26.86 M,1.03 G,252.00 B,1.36 K
2019-06-07 22:42:36,26.86 M,1.03 G,0.00 B,816.00 B
2019-06-07 22:42:38,26.90 M,1.03 G,36.93 K,2.36 M
2019-06-07 22:42:40,26.94 M,1.04 G,3.84 K,252.41 K
2019-06-07 22:42:42,26.94 M,1.04 G,252.00 B,890.00 B
2019-06-07 22:42:44,26.94 M,1.04 G,0.00 B,384.00 B
2019-06-07 22:42:46,26.94 M,1.04 G,0.00 B,756.00 B
2019-06-07 22:42:48,26.96 M,1.04 G,0.00 B,324.00 B
2019-06-07 22:42:50,27.01 M,1.04 G,59.56 K,1.38 M
2019-06-07 22:42:52,27.21 M,1.04 G,98.61 K,1.99 M
2019-06-07 22:42:54,27.23 M,1.04 G,0.00 B,768.00 B
2019-06-07 22:42:56,27.24 M,1.04 G,0.00 B,1.27 K
2019-06-07 22:42:58,27.26 M,1.04 G,23.80 K,1.40 M
2019-06-07 22:43:00,27.28 M,1.04 G,0.00 B,12.86 K
2019-06-07 22:43:02,27.31 M,1.05 G,31.15 K,2.41 M
2019-06-07 22:43:04,27.32 M,1.05 G,0.00 B,720.00 B
2019-06-07 22:43:06,27.33 M,1.05 G,0.00 B,1.17 K
2019-06-07 22:43:08,27.39 M,1.05 G,60.08 K,1.43 M
2019-06-07 22:43:10,27.57 M,1.05 G,91.26 K,1.90 M
2019-06-07 22:43:12,27.57 M,1.05 G,42.00 B,1.01 K
2019-06-07 22:43:14,27.58 M,1.05 G,0.00 B,384.00 B
2019-06-07 22:43:16,27.59 M,1.05 G,8.96 K,445.30 K
2019-06-07 22:43:18,27.60 M,1.05 G,7.29 K,270.80 K
2019-06-07 22:43:20,27.63 M,1.06 G,0.00 B,108.00 B
2019-06-07 22:43:22,27.66 M,1.06 G,31.02 K,1.28 M
2019-06-07 22:43:24,27.66 M,1.06 G,0.00 B,492.00 B
2019-06-07 22:43:26,27.68 M,1.06 G,0.00 B,768.00 B
2019-06-07 22:43:28,27.68 M,1.06 G,0.00 B,1.12 K
2019-06-07 22:43:30,27.69 M,1.06 G,12.54 K,485.41 K
2019-06-07 22:43:32,27.71 M,1.06 G,0.00 B,963.00 B
2019-06-07 22:43:34,27.73 M,1.06 G,23.65 K,1.25 M
2019-06-07 22:43:36,27.74 M,1.06 G,0.00 B,816.00 B
2019-06-07 22:43:38,27.74 M,1.06 G,0.00 B,828.00 B
2019-06-07 22:43:40,27.76 M,1.06 G,20.01 K,774.34 K
2019-06-07 22:43:42,27.76 M,1.06 G,0.00 B,456.00 B
2019-06-07 22:43:44,27.76 M,1.06 G,84.00 B,660.00 B
2019-06-07 22:43:46,27.78 M,1.06 G,792.00 B,47.89 K
2019-06-07 22:43:48,27.79 M,1.06 G,11.48 K,560.49 K
2019-06-07 22:43:50,27.79 M,1.06 G,0.00 B,546.00 B
2019-06-07 22:43:52,27.83 M,1.07 G,21.41 K,1.68 M
2019-06-07 22:43:54,27.83 M,1.07 G,0.00 B,1.02 K
2019-06-07 22:43:56,27.84 M,1.07 G,0.00 B,1.31 K
2019-06-07 22:43:58,27.86 M,1.07 G,17.24 K,951.58 K
2019-06-07 22:44:00,27.86 M,1.07 G,0.00 B,13.02 K
2019-06-07 22:44:02,27.87 M,1.07 G,0.00 B,540.00 B
2019-06-07 22:44:04,27.90 M,1.07 G,13.95 K,788.63 K
2019-06-07 22:44:06,27.90 M,1.07 G,4.02 K,113.71 K
2019-06-07 22:44:08,27.92 M,1.07 G,0.00 B,456.00 B
2019-06-07 22:44:10,27.95 M,1.07 G,26.03 K,1.37 M
2019-06-07 22:44:12,27.95 M,1.07 G,0.00 B,1.11 K
2019-06-07 22:44:14,27.95 M,1.07 G,0.00 B,552.00 B
2019-06-07 22:44:16,27.99 M,1.07 G,11.99 K,370.18 K
2019-06-07 22:44:18,27.99 M,1.07 G,0.00 B,228.00 B
2019-06-07 22:44:20,27.99 M,1.07 G,0.00 B,768.00 B
2019-06-07 22:44:23,28.01 M,1.07 G,0.00 B,984.00 B
2019-06-07 22:44:25,28.03 M,1.08 G,17.82 K,1.10 M
2019-06-07 22:44:27,28.03 M,1.08 G,5.81 K,162.63 K
2019-06-07 22:44:29,28.05 M,1.08 G,0.00 B,1.54 K
2019-06-07 22:44:31,28.09 M,1.08 G,33.02 K,2.41 M
2019-06-07 22:44:33,28.09 M,1.08 G,0.00 B,1.03 K
2019-06-07 22:44:35,28.15 M,1.08 G,41.03 K,2.32 M
2019-06-07 22:44:37,28.34 M,1.09 G,91.99 K,1.91 M
2019-06-07 22:44:39,28.52 M,1.09 G,91.90 K,1.87 M
2019-06-07 22:44:41,28.70 M,1.09 G,95.02 K,1.95 M
2019-06-07 22:44:43,28.89 M,1.10 G,96.60 K,1.97 M
2019-06-07 22:44:45,29.07 M,1.10 G,94.69 K,1.91 M
2019-06-07 22:44:47,29.26 M,1.10 G,95.29 K,1.91 M
2019-06-07 22:44:49,29.44 M,1.11 G,92.16 K,1.89 M
2019-06-07 22:44:51,29.62 M,1.11 G,95.80 K,2.00 M
2019-06-07 22:44:53,29.80 M,1.12 G,93.53 K,1.90 M
2019-06-07 22:44:55,29.83 M,1.12 G,0.00 B,1.11 K
2019-06-07 22:44:57,29.83 M,1.12 G,0.00 B,2.36 K
2019-06-07 22:44:59,29.83 M,1.12 G,0.00 B,1.38 K
2019-06-07 22:45:01,29.86 M,1.12 G,34.09 K,2.17 M
2019-06-07 22:45:03,29.87 M,1.12 G,0.00 B,540.00 B
2019-06-07 22:45:05,29.87 M,1.12 G,0.00 B,1.71 K
2019-06-07 22:45:07,29.89 M,1.12 G,24.65 K,1.56 M
2019-06-07 22:45:09,29.89 M,1.12 G,0.00 B,1.61 K
2019-06-07 22:45:11,29.92 M,1.12 G,3.03 K,258.34 K
2019-06-07 22:45:13,29.93 M,1.12 G,18.11 K,956.69 K
2019-06-07 22:45:15,29.94 M,1.12 G,0.00 B,468.00 B
2019-06-07 22:45:17,29.97 M,1.13 G,17.66 K,1.42 M
2019-06-07 22:45:19,29.97 M,1.13 G,0.00 B,552.00 B
2019-06-07 22:45:21,30.03 M,1.13 G,39.09 K,2.34 M
2019-06-07 22:45:23,30.22 M,1.13 G,92.76 K,1.89 M
2019-06-07 22:45:25,30.29 M,1.13 G,0.00 B,1.92 K
2019-06-07 22:45:27,30.29 M,1.13 G,0.00 B,1.12 K
2019-06-07 22:45:29,30.29 M,1.13 G,0.00 B,876.00 B
2019-06-07 22:45:31,30.30 M,1.13 G,0.00 B,1.22 K
2019-06-07 22:45:33,30.34 M,1.14 G,38.24 K,2.05 M
2019-06-07 22:45:35,30.37 M,1.14 G,3.48 K,306.74 K
2019-06-07 22:45:37,30.37 M,1.14 G,0.00 B,1.49 K
2019-06-07 22:45:39,30.37 M,1.14 G,0.00 B,444.00 B
2019-06-07 22:45:41,30.37 M,1.14 G,132.00 B,450.00 B
2019-06-07 22:45:43,30.39 M,1.14 G,23.12 K,1.47 M
2019-06-07 22:45:45,30.39 M,1.14 G,0.00 B,660.00 B
2019-06-07 22:45:47,30.40 M,1.14 G,84.00 B,672.00 B
2019-06-07 22:45:49,30.42 M,1.14 G,19.21 K,600.22 K
2019-06-07 22:45:51,30.42 M,1.14 G,0.00 B,864.00 B
2019-06-07 22:45:53,30.50 M,1.14 G,63.56 K,2.12 M
2019-06-07 22:45:55,30.51 M,1.15 G,0.00 B,1.44 K
2019-06-07 22:45:57,30.55 M,1.15 G,32.93 K,2.38 M
2019-06-07 22:45:59,30.57 M,1.15 G,0.00 B,768.00 B
2019-06-07 22:46:01,30.57 M,1.15 G,0.00 B,13.63 K
2019-06-07 22:46:03,30.58 M,1.15 G,10.65 K,282.79 K
2019-06-07 22:46:05,30.59 M,1.15 G,504.00 B,1.59 K
2019-06-07 22:46:07,30.63 M,1.15 G,29.09 K,1.42 M
2019-06-07 22:46:09,30.63 M,1.15 G,0.00 B,843.00 B
2019-06-07 22:46:11,30.64 M,1.15 G,0.00 B,828.00 B
2019-06-07 22:46:13,30.66 M,1.15 G,21.05 K,1.24 M
2019-06-07 22:46:15,30.67 M,1.15 G,0.00 B,216.00 B
2019-06-07 22:46:17,30.70 M,1.16 G,21.05 K,1.24 M
2019-06-07 22:46:19,30.70 M,1.16 G,0.00 B,708.00 B
2019-06-07 22:46:21,30.71 M,1.16 G,0.00 B,720.00 B
2019-06-07 22:46:23,30.73 M,1.16 G,21.33 K,1.03 M
2019-06-07 22:46:25,30.74 M,1.16 G,252.00 B,1.36 K
2019-06-07 22:46:27,30.75 M,1.16 G,10.52 K,916.11 K
2019-06-07 22:46:29,30.75 M,1.16 G,0.00 B,1.22 K
2019-06-07 22:46:31,30.82 M,1.16 G,30.79 K,2.41 M
2019-06-07 22:46:33,30.82 M,1.16 G,252.00 B,674.00 B
2019-06-07 22:46:35,30.82 M,1.16 G,0.00 B,1.01 K
2019-06-07 22:46:37,30.83 M,1.16 G,13.72 K,757.95 K
2019-06-07 22:46:39,30.83 M,1.16 G,0.00 B,384.00 B
2019-06-07 22:46:41,30.87 M,1.17 G,6.92 K,520.40 K
2019-06-07 22:46:43,30.87 M,1.17 G,204.00 B,522.00 B
2019-06-07 22:46:45,30.87 M,1.17 G,42.00 B,612.00 B
2019-06-07 22:46:47,30.89 M,1.17 G,0.00 B,768.00 B
